Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
Рост и развитие молодняка кур в зависимости от использования в их кормлении биологически активных добавок,"Нимаева В.Ц., Краснощекова Т.А., Самуйло В.В., Плавинский С.Ю.",Дальневосточный аграрный вестник,2017,Агробиотехнологии,"корма, микроэлементы, пробиотик, рост, развитие, обмен веществ","food, microelements, probiotics, growth, development, metabolism","Одной из важнейших проблем птицеводства на настоящий момент остаются вопросы, связанные с обеспечением полноценного кормления, где особое внимание уделяется применению биологически активных и минеральных веществ. Амурская область относится к крайне неблагоприятным биогеохимическим зонам с большим дефицитом в агросфере всех эссенциальных микроэлементов. Оптимальным было бы решение проблемы микроминерального питания за счет балансирующих кормовых добавок, рецепты которых разработаны с учетом местных биогеохимических условий. Амурская область имеет свои специфические особенности, которые обусловлены природно-климатическими условиями, оказывающими непосредственное влияние на характер развития и продуктивные возможности местной кормовой базы. Биогеохимические провинции региона в разной степени бедны всеми нормируемыми микроэлементами, но наибольший их дефицит наблюдается по селену, йоду, кобальту и хрому. Дефицит микроэлементов в кормах приводит к снижению продуктивности и возникновению ряда эндемических заболеваний у животных и птицы (эндемический зоб, беломышечная болезнь, анемия и др.). Для получения экологически чистой продукции необходимо использовать натуральные добавки, которые влияют на организм птицы на системном уровне. Например, альтернативой кормовым антибиотикам являются пробиотики, ферментные препараты, подкислители корма и другие. Так, пробиотик Био Плюс 2 Б содержит в своем составе лактозу и комплекс лиофилизированных спорообразующих бактерий Bacillus subtilis,и Bacillus licheniformis, в соотношении 1:1 в концентрации 3,2 х 109 спор/г, культивированных из почвы и сои. Исследования проводили с целью изучения влияния скармливания особо дефицитных в биосфере Амурской области микроэлементов отдельно и совместно с пробиотиком на рост, переваримость и усвоение питательных веществ молодняка кур. Экспериментальные исследования проводили па молодняке кур кросса Хайсекс Белый в условиях ООО «Красная звезда» Новоивановской птицефабрики Свободненского района Амурской области. В исследованиях изучали две кормовые добавки с использованием микроэлементы J, Со, Se u Cr в органической форме отдельно и в сочетании с пробиотиком Био Плюс 2Б. Введение в состав комбикорма для молодняка кур микроэлементов в органической форме отдельно способствовало увеличению среднесуточного прироста по сравнению с контролем в среднем на 4,7%, а в сочетании с пробиотиком Био Плюс 2Б на 9,0%. Кроме этого, использование J, Со, Se и Сг в органической форме совместно с пробиотиком Био Плюс 2 Б в кормлении молодняка кур положительно повлияло на переваримость протеина на 7,9%, жира на 6,7%. При изучении баланса азота и его использования молодняком кур лучшие показатели были получены также во второй опытной группе.","Нимаева В. Ц., Краснощекова Т. А., Самуйло В. В., Плавинский С. Ю. Рост и развитие молодняка кур в зависимости от использования в их кормлении биологически активных добавок // Дальневосточный аграрный вестник. 2017. №3 (43). URL: https://cyberleninka.ru/article/n/rost-i-razvitie-molodnyaka-kur-v-zavisimosti-ot-ispolzovaniya-v-ih-kormlenii-biologicheski-aktivnyh-dobavok (дата обращения: 24.10.2024).","Нимаева В.Ц., Краснощекова Т.А., Самуйло В.В., & Плавинский С.Ю. (2017). Рост и развитие молодняка кур в зависимости от использования в их кормлении биологически активных добавок. Дальневосточный аграрный вестник,  (3 (43)), 125-129. doi: 10.24411/1999-6837-2017-00064",https://cyberleninka.ru/article/n/rost-i-razvitie-molodnyaka-kur-v-zavisimosti-ot-ispolzovaniya-v-ih-kormlenii-biologicheski-aktivnyh-dobavok
Сезонная активность и динамика численности кровососущих комаров (Culicidae) в водоёмах Дагестана,Гаджиева Садагет С.,"Юг России: экология, развитие",2017,Биологические науки,"комар, фенология, сезонный ритм, водоем, срок активности, имаго, вид","culicidae, mosquito, phenology, seasonal rhythm, reservoir, timing of activity, imago, specie","Цель. Основной целью статьи является изучение фенологических дат активности кровососущих комаров Дагестана в течение сезона и сезонной динамики плотности кровососущих комаров с учетом изменения природно-климатических условий. Методы. В работе применяли стандартный метод пятиминутного отлова имаго на себе, на днёвках и во время роения стандартным сачком через каждые четыре дня на протяжении всего сезона. Преимагинальные фазы комаров учитывали в контрольных водоёмах разного типа при помощи фотокюветы. Результаты. Анализ проведенного исследования показал, что в районе исследования обитают19 видов комаров, из которых Anopheles maculipennis и Culex pipiens pipiens являются массовыми. При этом наблюдается повсеместное удлинение сезонных сроков активности. Заключение. В условиях Дагестана наблюдается три подъема численности комаров в течение весенне-летнего сезона: в последней декаде мая, в конце второй декады июня и в начале первой декады сентября. Первый подъем численности связан с весенними дождями и половодьем рек, второй с разливами оросительной системы, а третий с осенними паводками и благоприятно складывающимися метеорологическими условиями.","Гаджиева Садагет С. Сезонная активность и динамика численности кровососущих комаров (Culicidae) в водоёмах Дагестана // Юг России: экология, развитие. 2017. №1. URL: https://cyberleninka.ru/article/n/sezonnaya-aktivnost-i-dinamika-chislennosti-krovososuschih-komarov-culicidae-v-vodoyomah-dagestana (дата обращения: 14.11.2024).","Гаджиева Садагет С. (2017). Сезонная активность и динамика численности кровососущих комаров (Culicidae) в водоёмах Дагестана. Юг России: экология, развитие,  (1), 191-198.",https://cyberleninka.ru/article/n/sezonnaya-aktivnost-i-dinamika-chislennosti-krovososuschih-komarov-culicidae-v-vodoyomah-dagestana
Состояние популяций Calypso bulbosa и Cypripedium calceolus (Orchidaceae) в Пинежском заповеднике,Пучнина Л.В.,Nature Conservation Research. Заповедная наука,2017,Биологические науки,"динамика ценопопуляций, онтогенетический спектр, пинежский заповедник","calypso bulbosa, cypripedium calceolus, abundance dynamics in populations, ontogenetic spectrum, pinega state nature reserve","В статье представлены результаты мониторинга 34 ценопопуляций редких видов флоры Calypso bulbosa и Cypripedium calceolus, произрастающих в лесных сообществах поймы реки Сотки, в редколесьях на склонах ее долины и карстовых логов (Архангельская область). В пойменных ценозах онтогенетический спектр популяций обоих видов, как правило, неполночленный с преобладанием взрослых вегетативных и генеративных особей. В популяциях, произрастающих на склонах, преобладает полночленный двухвершинный онтогенетический спектр. Выявлены различные тренды динамики численности Calypso bulbosa и Cypripedium calceolus в северной части ареала. С 2002 по 2016 гг. наблюдается значительное снижение численности локальной популяции Calypso bulbosa, с 2006 г. она находится на стабильно низком уровне. Снижение численности популяции вида связано с климатическими изменениями последних десятилетий, ростом температур июля и августа, участившимися засушливыми периодами. Климатические изменения приводят к изменению в структуре ценозов, смене доминантов нижних ярусов, увеличению проективного покрытия травяно-кустарничкового яруса. Предположительно, эти изменения являются причиной снижения численности Calypso bulbosa в условиях заповедного режима. Число особей Cypripedium calceolus на стационарных площадях за период наблюдений возросло вдвое. Одной из причин роста численности ценопопуляций вида является увеличение температуры августа, в результате чего складываются благоприятные условия для вегетативного размножения вида в следующем сезоне.",Пучнина Л. В. Состояние популяций Calypso bulbosa и Cypripedium calceolus (Orchidaceae) в Пинежском заповеднике // Nature Conservation Research. Заповедная наука. 2017. №Приложение 1. URL: https://cyberleninka.ru/article/n/sostoyanie-populyatsiy-calypso-bulbosa-i-cypripedium-calceolus-orchidaceae-v-pinezhskom-zapovednike (дата обращения: 14.11.2024).,"Пучнина Л.В. (2017). Состояние популяций Calypso bulbosa и Cypripedium calceolus (Orchidaceae) в Пинежском заповеднике. Nature Conservation Research. Заповедная наука, 2 (Приложение 1), 125-150.",https://cyberleninka.ru/article/n/sostoyanie-populyatsiy-calypso-bulbosa-i-cypripedium-calceolus-orchidaceae-v-pinezhskom-zapovednike
Параметры морфологических признаков вегетативных и генеративных органов можжевельника обыкновенного в условиях г. Оренбурга,Кухлевская Юлия Фаргатовна,Известия Оренбургского государственного аграрного университета,2017,Биологические науки,"можжевельник, морфометрические параметры, коэффициент вариации","juniper, morphometric parameters, coefficient of variation","Изучена морфометрическая изменчивость Juniperu scommunis L., произрастающего в городе Оренбурге, обусловленная усилением антропогенного влияния и климатическими изменениями. Исследованы динамика длины и ширины хвои можжевельника обыкновенного 1-3 лет жизни, длина годичного прироста побегов. У генеративных органов изучались линейные параметры семян и шишкоягод, число семян в шишкоягоде, масса шишкоягод и семян. Анализ полученных результатов показал, что можжевельник обыкновенный в городе Оренбурге по параметрам генеративных органов лишь незначительно уступает можжевельникам Южного Урала и Сибири. Больше различий наблюдается при сравнении с видами, произрастающими в Поволжье и Архангельской области. Коэффициенты вариации изменчивости линейных размеров шишкоягод составляют 9 и 12%, что позволяет отнести их к признакам с низким уровнем изменчивости.",Кухлевская Юлия Фаргатовна Параметры морфологических признаков вегетативных и генеративных органов можжевельника обыкновенного в условиях г. Оренбурга // Известия ОГАУ. 2017. №2 (64). URL: https://cyberleninka.ru/article/n/parametry-morfologicheskih-priznakov-vegetativnyh-i-generativnyh-organov-mozhzhevelnika-obyknovennogo-v-usloviyah-g-orenburga (дата обращения: 14.11.2024).,"Кухлевская Юлия Фаргатовна (2017). Параметры морфологических признаков вегетативных и генеративных органов можжевельника обыкновенного в условиях г. Оренбурга. Известия Оренбургского государственного аграрного университета,  (2 (64)), 42-44.",https://cyberleninka.ru/article/n/parametry-morfologicheskih-priznakov-vegetativnyh-i-generativnyh-organov-mozhzhevelnika-obyknovennogo-v-usloviyah-g-orenburga
Экологический мониторинг степного комплекса в условиях техногенного воздействия,Чикенёва Ирина Валерьевна,Известия Оренбургского государственного аграрного университета,2017,Биологические науки,"орско-новотроицкий промышленный узел, растительный покров, динамика, продукционно-деструкционные процессы, растительные сообщества, органическое вещество, предельно допустимая концентрация, техногенное воздействие","orsk-novotroitsk industrial center, vegetation cover, dynamics, production-destructive processes, plant associations, organic matter, maximum permissible concentration, technogenic impact","Изучено современное состояние степных ландшафтов в зоне действия Орско-Новотроицкого промышленного узла. Рассмотрена динамика продукционно-деструкционных процессов в степных растительных сообществах, выявлены особенности накопления макроэлементов (азота, калия, фосфора) и тяжёлых металлов в различных функциональных блоках исследуемых сообществ, различающихся видовым составом и удалённостью от источников техногенного загрязнения. Оценка состояния и развития исследуемых сообществ позволила сделать вывод, что фитоценозы, развивающиеся в зоне Орско-Новотроицкого промышленного узла, адаптированы к сложившимся условиям и являются жизнеспособными. Изучаемые растительные сообщества выходят из кризисного состояния путём изменения направленности процессов, с учётом сложившихся климатических и экологических условий.",Чикенёва Ирина Валерьевна Экологический мониторинг степного комплекса в условиях техногенного воздействия // Известия ОГАУ. 2017. №2 (64). URL: https://cyberleninka.ru/article/n/ekologicheskiy-monitoring-stepnogo-kompleksa-v-usloviyah-tehnogennogo-vozdeystviya (дата обращения: 14.11.2024).,"Чикенёва Ирина Валерьевна (2017). Экологический мониторинг степного комплекса в условиях техногенного воздействия. Известия Оренбургского государственного аграрного университета,  (2 (64)), 185-187.",https://cyberleninka.ru/article/n/ekologicheskiy-monitoring-stepnogo-kompleksa-v-usloviyah-tehnogennogo-vozdeystviya
Методология микробиологических исследований почвы в рамках проекта “микробиом России”,"Чернов Т.И., Холодов В.А., Когут Б.М., Иванов А.Л.",Бюллетень Почвенного института им. В. В. Докучаева,2017,Биологические науки,"метагеном, молекулярные маркеры, ферментативная активность, супрессивность почв, экология микроорганизмов","metagenome, molecular markers, enzyme activity, soil suppressivity, ecology of microorganisms","Рассматриваются методологические направления развития отечественной почвенной биологии при изучении микробиома почв. Приоритетными являются междисциплинарные исследования растительно-микробных взаимодействий, роли микробиома в формировании почвенного плодородия и круговороте углерода. Для наиболее полного раскрытия экологических и сервисных функций почвенного микробиома предлагается сочетать методы метагеномики (для оценки филогенетического разнообразия микроорганизмов), анализа биомаркеров (для определения функционального разнообразия) и измерения ферментативной активности (для оценки актуальной функциональности почв). Исследование связи структурной иерархии почв (от агрегатов и микролокусов до почвенных ареалов) с уровнями организации микробных сообществ (от непосредственно микробных популяций до биогеографических закономерностей) позволит лучше понять пространственное распределение и общие основы взаимодействия системы почва-микроорганизмы. Помимо пространственной организации предлагается изучать динамику почвенных микробиомов на разных временных отрезках: краткосрочные изменения (на полевых мониторинговых площадках), трансформация в процессе почвообразования (на “хронорядах” почв разного возраста) и в геологическом масштабе времени (на примерах погребенных почв). Рассматривается важность изучения разнообразия почвенных микроорганизмов как источника супрессирующей активности почв, крупнейшего депозитария генетической информации, важного агента эмиссии и фиксации атмосферного углерода. Сравнительный анализ микробного разнообразия целинных и нарушенных почв и оценка различных внешних воздействий на почвенный микробиом представляются необходимыми для сохранения биоразнообразия почв как ценного экологического и биотехнологического ресурса.","Чернов Т. И., Холодов В. А., Когут Б. М., Иванов А. Л. Методология микробиологических исследований почвы в рамках проекта “микробиом России” // Бюл. Почв. ин-та. 2017. №87. URL: https://cyberleninka.ru/article/n/metodologiya-mikrobiologicheskih-issledovaniy-pochvy-v-ramkah-proekta-mikrobiom-rossii (дата обращения: 14.11.2024).","Чернов Т.И., Холодов В.А., Когут Б.М., & Иванов А.Л. (2017). Методология микробиологических исследований почвы в рамках проекта “микробиом России”. Бюллетень Почвенного института им. В. В. Докучаева,  (87), 100-113.",https://cyberleninka.ru/article/n/metodologiya-mikrobiologicheskih-issledovaniy-pochvy-v-ramkah-proekta-mikrobiom-rossii
Мониторинг климата и биоты Стрелецкого участка Центрально-Черноземного заповедника,"Рыжков О.В., Власов А.А., Рыжкова Г.А., Филатова Т.Д., Золотухин Н.И., Золотухина И.Б., Непочатых Л.В., Власова О.П., Власов Е.А.",Труды Мордовского государственного природного заповедника им. П. Г. Смидовича,2017,Биологические науки,"динамика климата, биота, центрально-черноземный заповедник",,"Приводятся новые данные по влиянию климата на биоту Стрелецкого участка Централь-но-Черноземного заповедника за период с 2000 по 2013 гг. Особое внимание уделено его экстремальным проявлениям, в первую очередь, летним засухам и оценке их последствий для развития отдельных видов растений и животных и их популяций. Представлен ана-лиз ответных реакций древесной и травянистой растительности, животного населения на климатические изменения последних лет.","Рыжков О. В., Власов А. А., Рыжкова Г. А., Филатова Т. Д., Золотухин Н. И., Золотухина И. Б., Непочатых Л. В., Власова О. П., Власов Е. А. Мониторинг климата и биоты Стрелецкого участка Центрально-Черноземного заповедника // Труды Мордовского государственного природного заповедника им. П. Г. Смидовича. 2017. №18. URL: https://cyberleninka.ru/article/n/monitoring-klimata-i-bioty-streletskogo-uchastka-tsentralno-chernozemnogo-zapovednika (дата обращения: 14.11.2024).","Рыжков О.В., Власов А.А., Рыжкова Г.А., Филатова Т.Д., Золотухин Н.И., Золотухина И.Б., Непочатых Л.В., Власова О.П., & Власов Е.А. (2017). Мониторинг климата и биоты Стрелецкого участка Центрально-Черноземного заповедника. Труды Мордовского государственного природного заповедника им. П. Г. Смидовича,  (18), 17-32.",https://cyberleninka.ru/article/n/monitoring-klimata-i-bioty-streletskogo-uchastka-tsentralno-chernozemnogo-zapovednika
Технологическая разработка экологической тропы на территории Ишимбайского района Республики Башкортостан,"Мугумаева Калимат, Серова Оксана Васильевна",Региональное развитие: электронный научно-практический журнал,2017,Биологические науки,"рекреация, эколого-туристско-рекреационные районы, экотуризм, экологическая безопасность, технология, экологическая тропа","recreation, eco-tourism and recreation areas, ecotourism, ecological safety, technology, ecological trails","Территория эколого-туристско-рекреационных районов предполагает комплекс исследований за состоянием окружающей среды, оценку и прогноз изменений состояния окружающей среды под влиянием природных и антропогенных факторов. Объектом исследования выступают природные, природно-культурные комплексы, их компоненты. Участие в эколого-просветительском маршруте позволит посетить особо охраняемые природные территории Ишимбайского района. В ходе маршрута туристы посетят музей имени А. Мухаметкулова, познакомятся с природными ландшафтами района, уникальными природными объектами. Помимо этого, туристы примут участие в экологических акциях, в обустройстве территории заказника. Маршрут имеет экологическую направленность под девизом «Спасение природы начинается с малого с экологической этики самого человека!» Выбор района, сроков проведения маршрута зависит от природно-климатических, ландшафтных особенностей района, обеспечения безопасности участников.","Мугумаева Калимат, Серова Оксана Васильевна Технологическая разработка экологической тропы на территории Ишимбайского района Республики Башкортостан // Региональное развитие. 2017. №2. URL: https://cyberleninka.ru/article/n/tehnologicheskaya-razrabotka-ekologicheskoy-tropy-na-territorii-ishimbayskogo-rayona-respubliki-bashkortostan (дата обращения: 14.11.2024).","Мугумаева Калимат, & Серова Оксана Васильевна (2017). Технологическая разработка экологической тропы на территории Ишимбайского района Республики Башкортостан. Региональное развитие: электронный научно-практический журнал,  (2), 7.",https://cyberleninka.ru/article/n/tehnologicheskaya-razrabotka-ekologicheskoy-tropy-na-territorii-ishimbayskogo-rayona-respubliki-bashkortostan
О необходимости построения и анализа аллометрических моделей фитомассы лесных деревьев как основы корректной оценки углерододепонирующей функции лесов (аналитический обзор),"Усольцев Владимир Андреевич, Колчин Кирилл Владимирович, Маленко Александр Анатольевич",Вестник Алтайского государственного аграрного университета,2017,Биологические науки,"биосферная роль лесов, парниковые газы, экосистемные услуги, изменение климата, аллометрические модели, морфометрические показатели, фитомасса деревьев, пробные площади, лесообразующие породы","biospheric role of forests, greenhouse gases, ecosystem services, climate change, allometric models, morphometric indices, tree biomass, sampling plots, forest-forming species","Леса играют ключевую роль в углеродном балансе биоты и стабилизации климата. Наиболее точно о балансе углерода в лесных экосистемах можно судить по разности её оценок за определённый период. Для подобных оценок имеются базы данных о фитомассе лесных экосистем, полученных разными исследователями на лесных пробных площадях, которые характеризуют некую потенциальную продуктивность лесного покрова, и оценки фитомассы на лесопокрытых площадях с использованием подобных баз данных оказываются неустойчивыми. Более корректную информацию о запасах фитомассы и органического углерода в ней, а также об их изменениях во времени и пространстве даёт база данных о фактической структуре фитомассы деревьев, взятых так называемым «деструктивным» методом на пробных площадях. Авторами сформирована подобная база данных, как основа разработки аллометрических моделей для последующей оценки фитомассы на лесных площадях. Однако даже многофакторные модели подеревной фитомассы не могут претендовать на всеобщее применение из-за расхождений, обусловленных принадлежностью данных к разным природным зонам и влиянием неучтенных факторов. Таким образом, применение аллометрических уравнений при оценке фитомассы насаждений более предпочтительно по сравнению с моделями, оценивающими фитомассу насаждений непосредственно, однако выбор той или иной аллометрической модели в каждом конкретном случае представляет большую проблему. Сформированная авторами база подеревных данных для лесообразующих пород Евразии даёт возможность снизить значительную долю неопределённости и разработать оптимальные аллометрические модели, применимые в заданных регионах России и в заданных диапазонах таксационных характеристик насаждений.","Усольцев Владимир Андреевич, Колчин Кирилл Владимирович, Маленко Александр Анатольевич О необходимости построения и анализа аллометрических моделей фитомассы лесных деревьев как основы корректной оценки углерододепонирующей функции лесов (аналитический обзор) // Вестник АГАУ. 2017. №3 (149). URL: https://cyberleninka.ru/article/n/o-neobhodimosti-postroeniya-i-analiza-allometricheskih-modeley-fitomassy-lesnyh-dereviev-kak-osnovy-korrektnoy-otsenki (дата обращения: 14.11.2024).","Усольцев Владимир Андреевич, Колчин Кирилл Владимирович, & Маленко Александр Анатольевич (2017). О необходимости построения и анализа аллометрических моделей фитомассы лесных деревьев как основы корректной оценки углерододепонирующей функции лесов (аналитический обзор). Вестник Алтайского государственного аграрного университета,  (3 (149)), 78-87.",https://cyberleninka.ru/article/n/o-neobhodimosti-postroeniya-i-analiza-allometricheskih-modeley-fitomassy-lesnyh-dereviev-kak-osnovy-korrektnoy-otsenki
Трансформации соединений углерода и макроэлементов в торфяных залежах болот различной трофности,"Вишнякова Евгения Константиновна, Коронатова Наталья Геннадьевна, Михайлова Елена Владимировна",Интерэкспо Гео-Сибирь,2017,Биологические науки,"болото, углерод, разложение растительных остатков","mire, carbon, plant matter decomposition","Изучение качества и количества запасов растительного вещества, а также процессов и компонентов его разложения позволит оценить основные звенья биологического круговорота макроэлементов и сделать выводы о настоящей и потенциальной роли изучаемых болотных экосистем в региональном балансе питательных элементов при смене климатических характеристик. Образовавшееся в течение вегетационного сезона растительное вещество начинает разлагаться и за первый год теряет 48 % углерода от продуцированного за год растительного вещества. Относительные потери азота в растительных остатках превышают потери углерода в 3-5 раз. При разложении корней вересковых кустарничков и мочажинного мха азот теряется медленнее, чем углерод. Относительные потери фосфора для листьев и корней в 1,5-3,0 раза больше, чем потери углерода.","Вишнякова Евгения Константиновна, Коронатова Наталья Геннадьевна, Михайлова Елена Владимировна Трансформации соединений углерода и макроэлементов в торфяных залежах болот различной трофности // Интерэкспо Гео-Сибирь. 2017. №2. URL: https://cyberleninka.ru/article/n/transformatsii-soedineniy-ugleroda-i-makroelementov-v-torfyanyh-zalezhah-bolot-razlichnoy-trofnosti (дата обращения: 14.11.2024).","Вишнякова Евгения Константиновна, Коронатова Наталья Геннадьевна, & Михайлова Елена Владимировна (2017). Трансформации соединений углерода и макроэлементов в торфяных залежах болот различной трофности. Интерэкспо Гео-Сибирь, 4 (2), 137-140.",https://cyberleninka.ru/article/n/transformatsii-soedineniy-ugleroda-i-makroelementov-v-torfyanyh-zalezhah-bolot-razlichnoy-trofnosti
