Год,Ссылка
2020,https://cyberleninka.ru/article/n/sravnitelnyy-analiz-biologii-i-ekologii-glis-glis-gliridae-rodentia-v-zhigulevskom-zapovednike-rossiya-i-za-ego-predelami
2020,https://cyberleninka.ru/article/n/differentiation-degree-and-developmental-stability-of-chionomys-gud-rodentia-cricetidae-by-nonmetric-cranial-traits
2020,https://cyberleninka.ru/article/n/distribution-of-asiatic-black-bear-and-its-interaction-with-humans-in-jigme-singye-wangchuck-national-park-bhutan
2020,https://cyberleninka.ru/article/n/species-composition-and-community-structure-of-terrestrial-small-mammals-in-tano-ehy-swamp-forest-south-east-ivory-coast-implication-for
2020,https://cyberleninka.ru/article/n/dinamika-fauny-gelmintov-pischevaritelnogo-trakta-perca-fluviatilis-actinopterygii-perciformes-i-ee-vzaimosvyaz-s-zooplanktonom
2020,https://cyberleninka.ru/article/n/the-use-of-simple-crown-traps-for-the-insects-collection
2020,https://cyberleninka.ru/article/n/human-wildlife-conflict-in-the-southwestern-amazon-poaching-and-its-motivations
2020,https://cyberleninka.ru/article/n/harakteristika-olhi-seroy-alnusincana-l-na-territoriii-glinskogo-rayona-respubliki-bashkortostan
2020,https://cyberleninka.ru/article/n/vliyanie-gnezdoviy-seryh-tsapel-ardea-cinerea-l-na-harakter-izmeneniya-podstilok-i-pochv-v-usloviyah-shirokolistvennyh-lesov
2020,https://cyberleninka.ru/article/n/soobschestva-pochvennyh-bespozvonochnyh-zhivotnyh-ohranyaemyh-territoriy-yuzhnogo-berega-kryma
2020,https://cyberleninka.ru/article/n/rekonstruktivnoe-opisanie-plodovitosti-gammarus-lacustris-crustacea-amphipoda-iz-ozera-krivoe-po-dannym-n-p-finogenovoy-opublikovannym-v
2020,https://cyberleninka.ru/article/n/dekorativnye-priznaki-ptitsemlechnikov-v-usloviyah-klimata-respubliki-mariy-el
2020,https://cyberleninka.ru/article/n/aktivnost-katalazy-v-pochkah-drevesnyh-rasteniy-naberezhnoy-yoshkar-oly
2020,https://cyberleninka.ru/article/n/obschee-predstavlenie-o-pochvennyh-fermentah
2020,https://cyberleninka.ru/article/n/otsenka-perspektivnosti-vidov-i-sortov-lapchatok-v-usloviyah-klimata-sredney-volgi
2020,https://cyberleninka.ru/article/n/ustoychivost-populyatsii-oxytropis-includens-basil
2020,https://cyberleninka.ru/article/n/reaction-of-energetic-metabolism-and-antioxidant-enzymes-to-hypoxia-and-reoxygenation-in-deep-water-amphipods-ommatogammarus-carneolus
2020,https://cyberleninka.ru/article/n/heavy-metals-pollution-and-its-genotoxicity-assessment-through-the-green-marine-ulva-lactuca-chlorophyceae-algae-in-the-lattakia-coastline
2020,https://cyberleninka.ru/article/n/chemical-profiling-of-selected-plants-of-zingiberaceae-used-in-ethnomedicine-of-koraput-india
2020,https://cyberleninka.ru/article/n/comparative-allelopathic-effects-of-different-parts-of-parthenium-hysterophorus-l-on-seed-germination-and-biomasses-of-cicer-arietinum-l
2020,https://cyberleninka.ru/article/n/mutation-of-the-mitochondrial-transcription-termination-factor-gene-affects-the-expression-of-organellar-genes-and-nuclear-genes-encoding
2020,https://cyberleninka.ru/article/n/morfometricheskaya-izmenchivost-konhologicheskih-priznakov-mollyuska-lymnaea-stagnalis-linnaeus-1758-gastropoda-lymnaeidae-iz
2020,https://cyberleninka.ru/article/n/o-sovmestimosti-fungitsidov-v-bakovoy-kompozitsii-i-harakter-ih-vzaimodeystviya-v-otnoshenii-vozbuditelya-tvyordoy-golovni-pshenitsy
2020,https://cyberleninka.ru/article/n/geneticheskie-markery-vozbuditeley-osobo-opasnyh-zabolevaniy-harakterizuyuschihsya-prirodnoy-ochagovostyu
2020,https://cyberleninka.ru/article/n/vidovoy-sostav-rastitelnosti-na-zabroshennyh-selhozzemlyah-v-zone-yuzhnoy-taygi
2020,https://cyberleninka.ru/article/n/dinamika-golotsenovyh-arealov-kopytnyh-zhivotnyh-yugo-vostoka-zapadnoy-sibiri
2020,https://cyberleninka.ru/article/n/protein-biosynthesis-due-to-the-influence-of-led-lasers-of-some-strains-of-basidium-fungi
2020,https://cyberleninka.ru/article/n/nablyudenie-predpolagaemogo-gibrida-obyknovennoy-acridotheres-tristis-i-belogolovoy-a-leucocephalus-mayn-v-yuzhnom-vietname
2020,https://cyberleninka.ru/article/n/o-pervoy-pesne-bolshoy-sinitsy-parus-major
2020,https://cyberleninka.ru/article/n/epizod-nablyudeniy-za-territorialnym-povedeniem-obyknovennoy-pustelgi-falco-tinnunculus
2020,https://cyberleninka.ru/article/n/netipichnoe-gnezdovanie-ryabinnika-turdus-pilaris-na-severe-moskvy
2020,https://cyberleninka.ru/article/n/sluchay-neobychnogo-gnezdovaniya-udoda-upupa-epops-v-metallicheskoy-bochke-na-neftyanom-mestorozhdenii
2020,https://cyberleninka.ru/article/n/gnezdovanie-udoda-upupa-epops-v-hozyaystvennyh-postroykah-cheloveka-na-yuzhnom-beregu-ozera-zaysan
2020,https://cyberleninka.ru/article/n/k-ekologii-udoda-upupa-epops-v-uralo-embenskom-mezhdurechie
2020,https://cyberleninka.ru/article/n/k-rasprostraneniyu-udoda-upupa-epops-v-severnom-priaralie-i-na-ustyurte
2020,https://cyberleninka.ru/article/n/nahodka-gnezda-udoda-upupa-epops-v-nore-bolshoy-peschanki-rhombomys-opimus-v-nizovyah-reki-emby
2020,https://cyberleninka.ru/article/n/zametki-k-ornitofaune-nazievskih-torforazrabotok-i-ih-okrestnostey-kirovskiy-rayon-leningradskoy-oblasti
2020,https://cyberleninka.ru/article/n/k-fenologii-otlyota-ptits-v-chuyskoy-doline-v-noyabre-2019-goda
2020,https://cyberleninka.ru/article/n/zimnie-nablyudeniya-stepnogo-orla-aquila-nipalensis-v-buhtarminskoy-doline-na-yuzhnom-altae
2020,https://cyberleninka.ru/article/n/gnezdovanie-berkuta-aquila-chrysaetos-v-vostochnoy-chasti-kazahskogo-melkosopochnika
2020,https://cyberleninka.ru/article/n/vstrecha-vyvodka-sedogo-dyatla-picus-canus-v-plyusskom-rayone-pskovskoy-oblasti
2020,https://cyberleninka.ru/article/n/analiz-smeny-mest-gnezdovaniya-dalnevostochnym-aistom-ciconia-boyciana-v-amurskoy-oblasti
2020,https://cyberleninka.ru/article/n/sovremennoe-sostoyanie-ohotnichie-promyslovyh-vidov-ptits-v-ussuriyskom-zapovednike
2020,https://cyberleninka.ru/article/n/hischnye-ptitsy-reki-agapy-taymyr
2020,https://cyberleninka.ru/article/n/o-gnezdovanii-serogo-zhuravlya-grus-grus-v-sankt-peterburge
2020,https://cyberleninka.ru/article/n/vliyaet-li-rost-chislennosti-orlana-belohvosta-haliaeetus-albicilla-na-populyatsiyu-skopy-pandion-haliaetus-v-belorusskom-poozerie
2020,https://cyberleninka.ru/article/n/zimorodok-alcedo-atthis-v-verhovyah-reki-plyussy-plyusskiy-rayon-pskovskoy-oblasti
2020,https://cyberleninka.ru/article/n/zimnie-vstrechi-belokryloy-krachki-chlidonias-leucopterus-v-delte-dona
2020,https://cyberleninka.ru/article/n/topicheskie-konsortivnye-svyazi-vranovyh-ptits-s-drevesnoy-rastitelnostyu-tiraspolya
2020,https://cyberleninka.ru/article/n/zimnyaya-vstrecha-chirka-svistunka-anas-crecca-na-irtyshe-v-ust-kamenogorske
2020,https://cyberleninka.ru/article/n/ornitofauna-parkov-leningrada-i-ego-okrestnostey
2020,https://cyberleninka.ru/article/n/k-ekologii-tetereva-lyrurus-tetrix-v-dzhungarskom-alatau
2020,https://cyberleninka.ru/article/n/gnezdovanie-shilohvosti-anas-acuta-na-syrdarie
2020,https://cyberleninka.ru/article/n/piskulka-anser-erythropus-na-syrdarie
2020,https://cyberleninka.ru/article/n/massovaya-gibel-zimuyuschih-ptits-v-severnom-prichernomorie
2020,https://cyberleninka.ru/article/n/zimovka-belogo-aista-ciconia-ciconia-na-yugo-zapadnom-poberezhie-kaspiya
2020,https://cyberleninka.ru/article/n/gnezdovaya-biologiya-sizovoronki-coracias-garrulus-v-belorussii
2020,https://cyberleninka.ru/article/n/barhat-phellodendron-i-ptitsy-karpofagi-na-dalnem-vostoke-rossii
2020,https://cyberleninka.ru/article/n/korotkohvostaya-zheltobryuhaya-sinitsa-pardaliparus-venustulus-novyy-gnezdyaschiysya-vid-fauny-rossii
2020,https://cyberleninka.ru/article/n/vstrecha-seroy-slavki-sylvia-communis-na-arhipelage-sem-ostrovov-vostochnyy-murman-barentsevo-more
2020,https://cyberleninka.ru/article/n/vstrechi-udoda-upupa-epops-na-zapade-leningradskoy-oblasti
2020,https://cyberleninka.ru/article/n/zametki-po-osenney-ornitofaune-ostrova-dzherba-tunis
2020,https://cyberleninka.ru/article/n/o-pitanii-beloy-lagopus-lagopus-i-tundryanoy-l-mutus-kuropatok-na-taymyre-v-snezhnyy-period
2020,https://cyberleninka.ru/article/n/o-prisposobleniyah-nekotoryh-vidov-duplognezdnyh-ptits-k-zaschite-potomstva-ot-ektoparazitov
2020,https://cyberleninka.ru/article/n/orlan-belohvost-haliaeetus-albicilla-i-drugie-dnevnye-hischnye-ptitsy-v-basseyne-ozera-bolon-habarovskiy-kray
2020,https://cyberleninka.ru/article/n/razmery-lebedey-gusey-i-kazarok-v-svyazi-s-adaptatsiey-k-polyarnym-usloviyam
2020,https://cyberleninka.ru/article/n/registratsiya-smeshannoy-gnezdovoy-pary-belogo-anser-caerulescens-i-belolobogo-a-albifrons-gusey-v-nizovyah-kolymy
2020,https://cyberleninka.ru/article/n/neobychnaya-vokalizatsiya-kolchatoy-gorlitsy-streptopelia-decaocto
2020,https://cyberleninka.ru/article/n/vstrechi-nekotoryh-redkih-ptits-v-pridnestrovie-v-2016-2019-godah
2020,https://cyberleninka.ru/article/n/pervaya-vstrecha-krasnozoboy-gagary-gavia-stellata-v-pskovskom-poozerie
2020,https://cyberleninka.ru/article/n/novye-svedeniya-o-vstrechah-nekotoryh-redkih-vidov-ptits-v-poyme-reki-pripyat
2020,https://cyberleninka.ru/article/n/pervaya-vstrecha-krasnonosogo-nyrka-netta-rufina-v-pskovskom-poozerie
2020,https://cyberleninka.ru/article/n/migratsii-drozdov-roda-turdus-gnezdyaschihsya-v-karelii-i-popadayuschih-pod-press-ohoty-na-zimovkah-i-putyah-prolyota
2020,https://cyberleninka.ru/article/n/gnezdovanie-mogilnika-aquila-heliaca-v-poyme-irtysha-v-mezhdurechie-uby-i-ulby
2020,https://cyberleninka.ru/article/n/ornitofauna-parka-zaryadie-moskva-itogi-pervyh-dvuh-let-nablyudeniy
2020,https://cyberleninka.ru/article/n/noyabrskaya-vstrecha-rozovogo-flamingo-phoenicopterus-roseus-na-irtyshe-u-serebryanska
2020,https://cyberleninka.ru/article/n/sluchay-gnezdovaniya-na-odnom-dereve-obyknovennoy-pustelgi-falco-tinnunculus-i-chyornoy-vorony-corvus-corone-orientalis-v-alakolskoy
2020,https://cyberleninka.ru/article/n/sezonnye-razlichiya-v-ratsione-filina-bubo-bubo-v-doline-reki-chardym
2020,https://cyberleninka.ru/article/n/vstrechi-teterevinyh-ptits-tetraonidae-v-natsionalnom-parke-mescherskiy
2020,https://cyberleninka.ru/article/n/novye-svedeniya-po-rasprostraneniyu-i-gnezdovoy-biologii-amurskogo-sviristelya-bombycilla-japonica
2020,https://cyberleninka.ru/article/n/prosyanka-emberiza-calandra-v-kaliningradskoy-oblasti-lokalnyy-fenomen-chislennosti-redkogo-vida
2020,https://cyberleninka.ru/article/n/o-prolyote-chyornogo-aista-ciconia-nigra-v-doline-irtysha-mezhdu-gorodami-ust-kamenogorsk-i-semey-semipalatinsk
2020,https://cyberleninka.ru/article/n/chyornyy-aist-ciconia-nigra-i-olyapka-cinclus-cinclus-v-okrestnostyah-ust-kamenogorska
2020,https://cyberleninka.ru/article/n/chyornyy-aist-ciconia-nigra-i-olyapka-cinclus-cinclus-v-ust-kamenogorskom-uezde
2020,https://cyberleninka.ru/article/n/k-nablyudatelyam-prirody-o-zimovke-grachey-corvus-frugilegus-v-semipalatinske
2020,https://cyberleninka.ru/article/n/otsenka-uscherba-nanosimogo-naseleniyu-nekotoryh-vidov-vranovyh-corvidae-pri-otlove-sobolya-martes-zibellina
2020,https://cyberleninka.ru/article/n/dopolneniya-k-vstrecham-redkih-vidov-ptits-v-chelyabinskoy-oblasti-1
2020,https://cyberleninka.ru/article/n/sostoyanie-populyatsiy-zhuravley-v-daurii
2020,https://cyberleninka.ru/article/n/ptitsy-vnesyonnye-v-krasnuyu-knigu-pskovskoy-oblasti-garshnep-lymnocryptes-minimus
2020,https://cyberleninka.ru/article/n/vstrechi-redkih-ptits-v-tveri-i-tverskoy-oblasti-v-2019-godu
2020,https://cyberleninka.ru/article/n/gnezdovanie-i-pervyy-sluchay-zimovki-malogo-baklana-phalacrocorax-pygmaeus-v-delte-tenteka-na-alakol-sasykkolskoy-sisteme-ozyor
2020,https://cyberleninka.ru/article/n/mohnatye-gusenitsy-v-pische-ptentsov-nasekomoyadnyh-ptits
2020,https://cyberleninka.ru/article/n/zametki-o-zmeeyade-circaetus-gallicus-i-filine-bubo-bubo-v-tsentralnom-predkavkazie
