Год,Ссылка
2017,https://cyberleninka.ru/article/n/opyt-atlasnogo-kartografirovaniya-osobo-tsennyh-prirodnyh-obektov-i-sistem-na-primere-doliny-reki-geyzernoy-v-kronotskom-zapovednike
2017,https://cyberleninka.ru/article/n/vliyanie-srednegodovogo-kolichestva-osadkov-na-radialnyy-prirost-nasazhdeniy-mozhzhevelnika-virginskogo-v-gorodskoy-srede-na-primere-g
2017,https://cyberleninka.ru/article/n/struktura-zemelnogo-fonda-tsentralnogo-makrorayona-tyvy-v-postsovetskoe-vremya-na-primere-ulug-hemskogo-rayona
2017,https://cyberleninka.ru/article/n/prishilkinskaya-mineragenicheskaya-zona-fragmenty-mineragenni-i-genezisa
2017,https://cyberleninka.ru/article/n/opredelenie-obema-vnedryayuscheysya-v-zalezh-vody-po-dannym-harakteristiki-vytesneniya-nefti-vodoy
2017,https://cyberleninka.ru/article/n/lokalnoe-protekanie-pochvoobrazovatelnyh-protsessov-kak-faktor-korrektirovki-modeley-plodorodiya-pochv
2017,https://cyberleninka.ru/article/n/alternativnaya-otsenka-haraktera-izmeneniy-vodnosti-basseyna-r-volgi-i-pritoka-vody-v-vodohranilischa-volzhsko-kamskogo-kaskada
2017,https://cyberleninka.ru/article/n/uchyot-neodnorodnosti-porod-zony-aeratsii-v-filtratsionnyh-raschetah-drenirovaniya-na-meliorativnyh-sistemah
2017,https://cyberleninka.ru/article/n/vremennaya-struktura-slozhnyh-sistem-metodicheskiy-obzor
2017,https://cyberleninka.ru/article/n/seysmicheskaya-istoriya-altae-sayanskogo-regiona-i-mesto-v-ney-tuvinskih-zemletryaseniy-2011-2012-gg
2017,https://cyberleninka.ru/article/n/sopostavitelnyy-analiz-rezultatov-geodezicheskih-izmereniy-i-interferometricheskoy-obrabotki-sputnikovyh-snimkov-dlya-tseley
2017,https://cyberleninka.ru/article/n/analiz-ekologicheskogo-sostoyaniya-vodotokov-v-usloviyah-posttehnogennogo-vozdeystviya
2017,https://cyberleninka.ru/article/n/k-voprosu-gsop-dlya-kyrgyzskoy-respubliki
2017,https://cyberleninka.ru/article/n/filtrovalnye-harakteristiki-zernistyh-filtruyuschih-materialov
2017,https://cyberleninka.ru/article/n/osobennosti-proektirovaniya-i-sostavleniya-kart-usloviy-uvlazhneniya
2017,https://cyberleninka.ru/article/n/analiz-harakteristik-i-klassifikatsiya-devastirovannyh-zemel-g-saratova
2017,https://cyberleninka.ru/article/n/osobennosti-mineralnogo-sostava-severo-schigrovskogo-i-rogovskogo-diorit-granodioritovyh-massivov-kurskogo-bloka-tsentralnaya-rossiya
2017,https://cyberleninka.ru/article/n/lokalizatsiya-anomaliy-geopotentsialnyh-poley-na-osnove-primeneniya-chastotnyh-i-korrelyatsionnyh-preobrazovaniy
2017,https://cyberleninka.ru/article/n/reniy-v-otlozheniyah-volzhskogo-yarusa-tsentralnoy-chasti-volzhskogo-slantsevogo-basseyna
2017,https://cyberleninka.ru/article/n/razvitie-informatsionno-metodicheskogo-obespecheniya-bazy-dannyh-o-posledstviyah-proyavleniya-opasnyh-prirodnyh-protsessov-na
2017,https://cyberleninka.ru/article/n/plyum-tektonika-mif-ili-realnost
2017,https://cyberleninka.ru/article/n/sovmestnaya-dvumernaya-inversiya-dannyh-elektrotomografii-i-audiomagnitotelluricheskih-zondirovaniy-pri-reshenii-rudnyh-zadach
2017,https://cyberleninka.ru/article/n/mestorozhdeniya-zoloto-kvartsevoy-formatsii-priamurskoy-provintsii
2017,https://cyberleninka.ru/article/n/vozmozhnosti-seysmorazvedki-pri-izuchenii-kristallicheskogo-fundamenta
2017,https://cyberleninka.ru/article/n/aerogazodinamicheskie-protsessy-vliyayuschie-na-radonovuyu-opasnost-v-ugolnyh-shahtah
2017,https://cyberleninka.ru/article/n/zolnost-rasteniy-v-usloviyah-gorodskoy-sredy-na-primere-goroda-gomelya
2017,https://cyberleninka.ru/article/n/information-systems-and-technology-of-using-substance-properties-in-calculations
2017,https://cyberleninka.ru/article/n/o-vozmozhnosti-distantsionnogo-monitoringa-zarastaniya-geologorazvedochnyh-ploschadok-na-territorii-nenetskogo-avtonomnogo-okruga
2017,https://cyberleninka.ru/article/n/tehnogennaya-transformatsiya-rastitelnosti-na-territorii-ayhalskogo-gorno-obogatitelnogo-kombinata-zapadnaya-yakutiya
2017,https://cyberleninka.ru/article/n/aktualnaya-kniga-o-prirodnyh-resursah-i-problemah-osvoeniya-neftyanyh-mestorozhdeniy-zapadnoy-chasti-arkticheskogo-shelfa-retsenziya-na
2017,https://cyberleninka.ru/article/n/primenenie-ionoobmennoy-elektrosorbtsii-dlya-izvlecheniya-kolloidnogo-zolota
2017,https://cyberleninka.ru/article/n/osobennosti-nakopleniya-i-raspredeleniya-svintsa-v-sisteme-voda-donnye-otlozheniya-v-ustievoy-oblasti-reki-bach-dang-vietnam
2017,https://cyberleninka.ru/article/n/izmenenie-fiziologicheskoy-aktivnosti-daphniamagna-straus-pod-vozdeystviem-razlichnyh-fraktsiy-nefteproduktov
2017,https://cyberleninka.ru/article/n/biogeohimiya-travostoya-yuzhno-gayskogo-mednokolchedannogo-mestorozhdeniya
2017,https://cyberleninka.ru/article/n/novyy-vzglyad-na-geologicheskoe-stroenie-pashiyskogo-gorizonta-d3ps-aznakaevskoy-ploschadi-romashkinskogo-mestorozhdeniya-nefti
2017,https://cyberleninka.ru/article/n/osobennosti-modelirovaniya-dvuh-bitumnyh-zalezhey-ufimskogo-yarusa-sheshminskogo-gorizonta-raspolozhennyh-na-territorii-respubliki
2017,https://cyberleninka.ru/article/n/o-vozraste-nefti-v-zalezhah
2017,https://cyberleninka.ru/article/n/osobennosti-sostava-i-tipa-tsementa-nizhnetriasovyh-kollektorov-severa-timano-pechorskoy-neftegazonosnoy-provintsii
2017,https://cyberleninka.ru/article/n/geohimiya-sery-i-sernistyh-soedineniy-kuonamskogo-kompleksa-nizhnego-i-srednego-kembriya-vostok-sibirskoy-platformy
2017,https://cyberleninka.ru/article/n/k-voprosu-o-migratsionnyh-bitumoidah-v-porodah-semilukskogo-gorizonta-pervomayskogo-mestorozhdeniya-nefti
2017,https://cyberleninka.ru/article/n/innovatsionnye-podhody-k-resheniyu-problemy-poiskov-uglevodorodov-v-glubokozalegayuschih-gorizontah-volgo-uralskoy-neftegazonosnoy
2017,https://cyberleninka.ru/article/n/ustanovlenie-zavisimosti-mezhdu-mineralizatsiey-i-dobrotnostyu-na-osnove-georadiolokatsionnyh-dannyh
2017,https://cyberleninka.ru/article/n/vybor-plasta-akkumulyatora-dlya-zahoroneniya-promyshlennyh-stokov-arbuzovskogo-phg
2017,https://cyberleninka.ru/article/n/sistema-monitoringa-sostoyaniya-atmosfernogo-vozduha-goroda-krasnoyarska
2017,https://cyberleninka.ru/article/n/analiz-i-otsenka-atmosfernogo-vozduha-omskoy-oblasti
2017,https://cyberleninka.ru/article/n/zelenye-nasazhdeniya-kak-osnovnoy-metod-borby-s-shumom-v-gorode-abakane
2017,https://cyberleninka.ru/article/n/otsenka-kachestva-atmosfernogo-vozduha-v-altayskom-krae
2017,https://cyberleninka.ru/article/n/harakteristika-merzlyh-gruntov-pri-inzhenerno-geologicheskih-izyskaniyah
2017,https://cyberleninka.ru/article/n/neftenosnost-surgutskogo-neftegazonosnogo-rayona-zapadno-sibirskoy-neftegazonosnoy-provintsii
2017,https://cyberleninka.ru/article/n/geologicheskaya-harakteristika-prirazlomnogo-neftyanogo-mestorozhdeniya
2017,https://cyberleninka.ru/article/n/neftyanaya-promyshlennost-rossii
2017,https://cyberleninka.ru/article/n/sostoyanie-atmosfery-respubliki-saha-yakutiya
2017,https://cyberleninka.ru/article/n/ekologicheskiy-monitoring-deyatelnosti-zolotodobyvayuschih-predpriyatiy-respubliki-saha-yakutiya
2017,https://cyberleninka.ru/article/n/issledovanie-mehanizma-obrazovaniya-podzemnyh-presnyh-vod-vblizi-magmaticheskih-ochagov-potuhshih-vulkanov-s-primeneniem-apparatury
2017,https://cyberleninka.ru/article/n/vliyanie-planet-solnechnoy-sistemy-na-tektonicheskie-protsessy-na-zemle
2017,https://cyberleninka.ru/article/n/dreyf-lda-v-ohotskom-more-po-sputnikovym-dannym
2017,https://cyberleninka.ru/article/n/mezomasshtabnye-abioticheskie-faktory-v-pribrezhnyh-ekosistemah-zaliva-terpeniya-ohotskoe-more
