Title,Russian Keywords,Annotation,Link,Title_found_phrases,Russian Keywords_found_phrases,Annotation_found_phrases
"['географический', 'условие', 'развитие', 'растительный', 'покров', 'средний', 'поволжье', 'плиоцен']","['плиоцен', 'географический', 'условие', 'климат', 'растительный', 'покров', 'реконструкция', 'средний', 'поволжье', 'волга', 'приволжский', 'возвышенность', 'заволжье', 'общий', 'сырт', 'акчагыльский', 'море', 'акчагыл', 'челнинский', 'свита', 'сокольский', 'свита', 'чистопольский', 'свита', 'домашкинский', 'свита']","['обсуждаться', 'вопрос', 'развитие', 'флор', 'территория', 'средний', 'поволжье', 'плиоцен', 'предпринять', 'попытка', 'реконструкция', 'географический', 'условие', 'растительный', 'покров', 'приводиться', 'краткий', 'характеристика', 'природный', 'условие', 'ландшафт', 'растительный', 'покров', 'средний', 'поволжье', 'прилегать', 'территория', 'приводиться', 'схема', 'сопоставление', 'общий', 'региональный', 'шкала', 'плиоцен', 'верхний', 'граница', 'плиоцен', 'настоящий', 'работа', 'принять', 'верхний', 'граница', 'гелазийский', 'ярус', 'плиоцен', 'очень', 'неспокойный', 'геологический', 'век', 'время', 'который', 'относительно', 'быстро', 'происходить', 'смена', 'теплый', 'холодный', 'этап', 'каждый', 'который', 'характеризоваться', 'ландшафтный', 'климатический', 'изменение', 'преобразование', 'ландшафтный', 'обстановка', 'происходить', 'фон', 'прогрессировать', 'похолодание', 'климат', 'увеличение', 'контрастность', 'летний', 'зимний', 'температура', 'основной', 'геоморфологический', 'структура', 'средний', 'поволжье', 'приволжский', 'возвышенность', 'самарский', 'лука', 'жигулевский', 'гор', 'общий', 'сырт', 'речной', 'сеть', 'возникнуть', 'начало', 'это', 'период', 'течение', 'основной', 'растительный', 'формация', 'широкий', 'понимание', 'тайга', 'широколиственный', 'мелколиственный', 'лес', 'степь', 'сложиться', 'начало', 'плиоцен', 'плиоцен', 'происходить', 'лишь', 'обеднение', 'счет', 'постепенный', 'исчезновение', 'теплолюбивый', 'вид', 'приближение', 'состав', 'современный', 'формация', 'больший', 'часть', 'вид', 'конец', 'плиоцен', 'принять', 'современный', 'облик']",https://cyberleninka.ru/article/n/geograficheskie-usloviya-i-razvitie-rastitelnogo-pokrova-srednego-povolzhya-v-pliotsene,,,климатический изменение
"['эмиссия', 'увеличение', 'термокарстовый', 'озеро', 'центральный', 'якутия']","['парниковый', 'газ', 'метан', 'термокарстовый', 'котловина', 'алас', 'термокарстовый', 'озеро', 'изменение', 'климат', 'увеличение', 'осадки', 'биоценоз', 'ить', 'амгинский', 'междуречье', 'центральный', 'якутия']","['изучение', 'эмиссия', 'проводиться', 'различный', 'биоценоз', 'сухой', 'луг', 'влажный', 'луг', 'озеро', 'водный', 'растительность', 'термокарстовый', 'котловина', 'ить', 'амгинский', 'междуречье', 'якутск', 'протяжение', 'четыре', 'год', 'ежегодный', 'выброс', 'рассчитать', 'путем', 'сопоставление', 'пространственный', 'изменение', 'выделить', 'биоценоз', 'эмиссия', 'различный', 'источник', 'метан', 'внутри', 'алас', 'период', 'общий', 'эмиссия', 'включая', 'луговой', 'источник', 'метан', 'выделиться', 'озеро', 'исследовать', 'алас', 'составить', 'экстремальный', 'увеличение', 'эмиссия', 'произойти', 'второй', 'год', 'затопление', 'вода', 'оказаться', 'огромный', 'количество', 'биомасса', 'период', 'происходить', 'процесс', 'разложение', 'затопить', 'луговой', 'растительность', 'который', 'привести', 'выделение', 'большой', 'количество', 'метан', 'образ', 'озеро', 'являться', 'основный', 'источник', 'внутри', 'алас', 'эмиссия', 'контролироваться', 'пространственно', 'временной', 'фактор', 'затопление', 'луговой', 'угодье', 'площадь', 'весь', 'термокарстовый', 'котловина', 'центральный', 'якутия', 'составлять', 'многий', 'который', 'иметь', 'озеро', 'учитывать', 'это', 'предположить', 'глобальный', 'изменение', 'климат', 'сторона', 'потепление', 'данный', 'регион', 'наблюдаться', 'многократный', 'увеличение', 'выброс', 'метан', 'атмосфера']",https://cyberleninka.ru/article/n/emissiya-ch4-pri-uvelichenii-termokarstovogo-ozera-v-tsentralnoy-yakutii,,парниковый газ,
"['история', 'чечевица', 'крым', 'появление', 'гнездование', 'катастрофический', 'сокращение', 'популяция', 'результат', 'неблагоприятный', 'климатический', 'изменение']",[],"['второй', 'издание', 'первый', 'публикация', 'цвелый', 'история', 'чечевица', 'крым', 'появление', 'гнездование', 'катастрофический', 'сокращение', 'популяция', 'результат', 'неблагоприятный', 'климатический', 'изменение', 'брант']",https://cyberleninka.ru/article/n/istoriya-chechevitsy-carpodacus-erythrinus-v-krymu-poyavlenie-na-gnezdovanii-i-katastroficheskoe-sokraschenie-populyatsii-v-rezultate,климатический изменение,,климатический изменение
"['механизм', 'транспорт', 'субтропический', 'планктон', 'прибрежный', 'вод', 'южный', 'приморье', 'пример']","['зоопланктон', 'кросс', 'шельфовый', 'циркуляция', 'вода', 'летний', 'муссон', 'дрейфовый', 'течение', 'амурский', 'залив', 'климатический', 'изменение']","['обобщить', 'результат', 'многолетний', 'исследование', 'зоопланктон', 'амурский', 'залив', 'японский', 'море', 'отметить', 'сезонный', 'волна', 'поступление', 'залив', 'вид', 'обитать', 'постоянно', 'начало', 'год', 'конец', 'год', 'причем', 'второй', 'волна', 'формироваться', 'субтропический', 'вид', 'видимый', 'приносить', 'южный', 'часть', 'японский', 'море', 'наиболее', 'массовый', 'который', 'ранна', 'осенний', 'сезон', 'мочь', 'занимать', 'доминировать', 'положение', 'прибрежный', 'сообщество', 'зоопланктон', 'помощь', 'эмпирический', 'адвективный', 'модель', 'кросс', 'шельфовый', 'транспорт', 'планктон', 'поток', 'сгонный', 'нагонный', 'циркуляция', 'вода', 'исследовать', 'влияние', 'ветровый', 'режим', 'обилие', 'это', 'вид', 'амурский', 'залив', 'установить', 'сильный', 'летний', 'муссон', 'способствовать', 'формирование', 'высокий', 'численность', 'вид', 'залив', 'условие', 'перенос', 'берег', 'осуществляться', 'компенсационный', 'придонный', 'поток', 'развивающийся', 'смена', 'муссон', 'сгонный', 'ветер', 'поэтому', 'максимум', 'численность', 'наблюдаться', 'осень', 'сентябрь', 'октябрь', 'год', 'слабый', 'летний', 'муссон', 'значительный', 'концентрация', 'залив', 'формироваться', 'август', 'благодаря', 'перенос', 'поверхностный', 'течение', 'смена', 'муссон', 'численность', 'убывать', 'максимум', 'численность', 'год', 'невысокий', 'характер', 'кросс', 'шельфовый', 'транспорт', 'это', 'вид', 'предположительно', 'обусловить', 'глубина', 'расположение', 'концентрация', 'происходить', 'последний', 'год', 'усиление', 'летний', 'муссон', 'способствовать', 'рост', 'обилие', 'осень', 'прибрежный', 'зона', 'однако', 'климатический', 'тренд', 'направить', 'ослабление', 'муссон', 'поэтому', 'близкий', 'перспектива', 'ожидаться', 'уменьшение', 'обилие', 'берег', 'южный', 'приморье']",https://cyberleninka.ru/article/n/mehanizmy-transporta-subtropicheskogo-planktona-v-pribrezhnye-vody-yuzhnogo-primorya-na-primere-paracalanus-parvus,,климатический изменение,
"['десятилетний', 'динамика', 'гнездовый', 'население', 'птица', 'хвойный', 'широколиственный', 'лес', 'пустынский', 'заказник', 'нижегородский', 'область']","['гнездовый', 'период', 'заказник', 'многолетний', 'динамика', 'население', 'птица', 'хвойный', 'широколиственный', 'лес']","['основа', 'материал', 'десятилетний', 'мониторинг', 'гнездовый', 'население', 'птица', 'хвойный', 'широколиственный', 'лес', 'пустынский', 'заказник', 'провести', 'анализ', 'многолетний', 'динамик', 'облик', 'орнитокомплекс', 'заказник', 'расположить', 'граница', 'подтаежный', 'лес', 'дубрава', 'вблизи', 'остров', 'луговой', 'степь', 'орнитологический', 'исследование', 'вестись', 'прошлый', 'столетие', 'использование', 'различный', 'метод', 'учет', 'статья', 'проанализировать', 'основной', 'суммарный', 'показатель', 'видовой', 'богатство', 'обилие', 'характеристика', 'доминанта', 'ярусный', 'распределение', 'население', 'птица', 'последний', 'десятилетие', 'сравнение', 'аналогичный', 'показатель', 'получить', 'разный', 'исследователь', 'протяжение', 'прошлый', 'столетие', 'начало', 'тенденция', 'многолетний', 'изменение', 'орнитокомплекс', 'выявить', 'рубеж', 'век', 'последующий', 'десятилетие', 'усиливаться', 'обусловить', 'преимущественно', 'естественный', 'сукцессионна', 'умеренный', 'антропогенный', 'трансформация', 'местообитание', 'природный', 'климатический', 'изменение', 'особенно', 'аномальный', 'также', 'биотехнический', 'мероприятие', 'провести', 'участок', 'исследование', 'происходить', 'смена', 'лидировать', 'обилие', 'вид', 'зяблик', 'больший', 'синица', 'обратно', 'затем', 'мухоловка', 'пеструшка', 'распространение', 'развитие', 'хвойный', 'порода', 'лесной', 'массив', 'способствовать', 'высокий', 'участие', 'состав', 'орнитокомплекс', 'южный', 'таежный', 'вид', 'желтоголовый', 'королек', 'пухляк', 'увеличение', 'мозаичность', 'лесной', 'массив', 'окружающий', 'территория', 'вести', 'рост', 'число', 'редкий', 'вид', 'это', 'снижение', 'выравненность', 'орнитокомплекс', 'рост', 'доля', 'доминант', 'состав', 'увеличение', 'суммарный', 'обилие', 'население', 'птица', 'целое', 'делать', 'уязвимый', 'уникальность', 'орнитокомплекс', 'хвойный', 'широколиственный', 'лес', 'пустынский', 'заказник', 'сохранить', 'снизить', 'влияние', 'рекреационный', 'нагрузка']",https://cyberleninka.ru/article/n/desyatiletnyaya-dinamika-gnezdovogo-naseleniya-ptits-hvoyno-shirokolistvennyh-lesov-pustynskogo-zakaznika-nizhegorodskaya-oblast,,,климатический изменение
"['зоопланктон', 'индикатор', 'климатический', 'изменение', 'разрез', 'кольский', 'меридиан', 'год']",[],"['работа', 'исследовать', 'межгодовой', 'вариация', 'летний', 'зоопланктон', 'средний', 'численность', 'зоопланктон', 'июль', 'август', 'колебаться', 'экз', 'доминировать', 'веслоногий', 'ракообразный', 'доля', 'который', 'приходиться', 'общий', 'обилие', 'суммарный', 'биомасса', 'изменяться', 'сухой', 'масса', 'прослеживаться', 'тенденция', 'увеличение', 'вклад', 'вид', 'атлантический', 'происхождение', 'общий', 'биомасса', 'зоопланктон', 'протяжение', 'выявить', 'увеличение', 'биомасса', 'возрастание', 'максимальный', 'температура', 'вод', 'слой', 'облов', 'обратный', 'зависимость', 'отметить', 'аномалия', 'температура', 'средний', 'концентрация', 'хлорофилл', 'аномалия', 'ледовый', 'покров']",https://cyberleninka.ru/article/n/zooplankton-indikator-klimaticheskih-izmeneniy-na-razreze-kolskiy-meridian-v-2003-2010-godah,климатический изменение,,
"['запас', 'фитомасса', 'органический', 'углерод', 'тундровый', 'экосистема', 'северный', 'фенноскандий']","['тундра', 'запас', 'фитомасса', 'органический', 'вещество', 'почва', 'углерод', 'абиско', 'фенноскандий']","['рассматриваться', 'запас', 'углерод', 'различаться', 'положение', 'мезоя', 'макрорельеф', 'тундровый', 'экосистема', 'северный', 'фенноскандий', 'связь', 'величина', 'структура', 'фитомасса', 'объемный', 'масса', 'мелкозем', 'почва', 'основной', 'запас', 'углерод', 'экосистема', 'сосредоточить', 'маломощный', 'почва', 'величина', 'почвенный', 'пул', 'элемент', 'оказывать', 'влияние', 'концентрация', 'мощность', 'степень', 'каменистость', 'почвенный', 'горизонт', 'фитомасса', 'второй', 'значимость', 'пул', 'углерод', 'большинство', 'тундровый', 'экосистема', 'установить', 'преимущественный', 'запасание', 'это', 'элемент', 'подземный', 'фитомасса', 'целое', 'отражать', 'соотношение', 'надземный', 'подземный', 'часть', 'запас', 'углерод', 'мортмасса', 'тундровый', 'экосистема', 'сравнимый', 'либо', 'несколько', 'превышать', 'запас', 'элемент', 'живой', 'фитомасса']",https://cyberleninka.ru/article/n/zapasy-fitomassy-i-organicheskogo-ugleroda-v-tundrovyh-ekosistemah-severnoy-fennoskandii,,,запас углерод
"['новый', 'процесс', 'микробный', 'трансформация', 'азот', 'почва', 'источник', 'парниковый', 'газ']","['аммонийокислять', 'архей', 'бактерия', 'почва', 'нарушение', 'местообитание', 'цикл', 'азот']","['выделение', 'днк', 'почва', 'последующий', 'проведение', 'амплификация', 'фрагмент', 'ключевой', 'ген', 'нитрификация', 'амоа', 'архей', 'бактерия', 'указывать', 'наличие', 'продукт', 'весь', 'исследовать', 'образец', 'выявить', 'особенность', 'структура', 'аммонийокисляющий', 'прокариотный', 'комплекс', 'агроценоз', 'ненарушенный', 'почва', 'агроценоз', 'значение', 'близкий', 'нейтральный', 'численность', 'активность', 'доминировать', 'бактерия', 'ненарушенный', 'лесной', 'экосистема', 'низкий', 'значение', 'возрастать', 'доля', 'представитель', 'домен', 'филогенетический', 'группа', 'вклад', 'таумархеот', 'поток', 'закись', 'азот', 'серый', 'лесной', 'почва', 'мочь', 'достигать']",https://cyberleninka.ru/article/n/novye-protsessy-mikrobnoy-transformatsii-azota-v-pochvah-kak-istochnik-parnikovyh-gazov,парниковый газ,,
"['биоинформационный', 'технология', 'оценка', 'цикл', 'углерод', 'управляемый', 'техногенный', 'лес', 'приморский', 'край']","['запас', 'углерод', 'бюджет', 'углерод', 'биоинформатика', 'управляемый', 'лес']","['статья', 'изложить', 'результат', 'исследование', 'проблема', 'использование', 'биоинформационный', 'технология', 'оценка', 'цикл', 'углерод', 'управляемый', 'техногенный', 'лес', 'приморский', 'край', 'явиться', 'цель', 'работа', 'сбор', 'анализ', 'материал', 'использовать', 'следующий', 'методический', 'подход', 'лесоводственный', 'геоэкологический', 'лесотаксационный', 'статистический', 'расчет', 'выполнить', 'программа', 'робула', 'анализ', 'обобщение', 'систематизация', 'литературный', 'данные', 'свидетельствовать', 'значительный', 'количество', 'публикация', 'посвятить', 'различный', 'аспект', 'углеродный', 'бюджет', 'лес', 'россия', 'установить', 'глобальный', 'углеродный', 'цикл', 'лес', 'играть', 'важный', 'роль', 'поскольку', 'характеризоваться', 'больший', 'запас', 'фитомасса', 'однако', 'рост', 'техногенный', 'деятельность', 'человек', 'приводить', 'нарушение', 'баланс', 'углеродный', 'круговорот', 'планет', 'выявить', 'основной', 'тип', 'лесной', 'экосистема', 'описать', 'лесохозяйственный', 'мероприятие', 'влиять', 'баланс', 'углерод', 'управляемый', 'техногенный', 'лес', 'приморский', 'край', 'результат', 'исследование', 'свидетельствовать', 'уменьшение', 'запас', 'углерод', 'исследовать', 'район', 'сравнение', 'обнаружить', 'постепенный', 'увеличение', 'выброс', 'углекислый', 'газ', 'атмосфера', 'покрыть', 'лес', 'площадь', 'приморский', 'край']",https://cyberleninka.ru/article/n/bioinformatsionnye-tehnologii-v-otsenke-tsikla-ugleroda-v-upravlyaemyh-tehnogennyh-lesah-primorskogo-kraya,,запас углерод,запас углерод
"['проблема', 'оценка', 'запас', 'углерод', 'лесной', 'экосистема', 'аридный', 'зона']",[],"['статья', 'представить', 'некоторый', 'предварительный', 'результат', 'проблематика', 'оценка', 'запас', 'углерод', 'лесной', 'экосистема', 'привести', 'результат', 'научный', 'исследование', 'посвятить', 'разносторонний', 'освещение', 'проблема', 'оценка', 'запас', 'углерод', 'использование', 'современный', 'метод', 'лабораторный', 'анализ']",https://cyberleninka.ru/article/n/problema-otsenki-zapasov-ugleroda-lesnyh-ekosistem-aridnoy-zony,запас углерод,,запас углерод
