Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
ЧИСЛЕННОСТЬ НАСЕКОМЫХ КОМПЛЕКСА «ГНУС» И СООТНОШЕНИЕ РАЗЛИЧНЫХ ЕГО КОМПОНЕНТОВ В ЛЕСОСТЕПНОЙ ЗОНЕ ТЮМЕНСКОЙ ОБЛАСТИ,Хлызова Т. А.,Российский паразитологический журнал,2021,Биологические науки,"слепни, комары, мошки, мокрецы, численность, метеорологические условия","common frog, tabanid flies, mosquitoes, midges, sandflies, abundance, meteorological conditions","Цель исследований - сравнить уровни численности кровососущих двукрылых насекомых в лесостепной зоне Тюменской области за 8 лет с разными метеорологическими условиями.Материалы и методы. Исследования выполнены в 2006, 2013-2019 гг. в окрестностях сёл Исетское и Бархатово Исетского района Тюменской области. Сборы и учеты численности слепней проводили с помощью юловидных ловушек стационарно на одном и том же пастбище систематически один раз в 5-7 сут в течение всего периода лёта. При проведении учетов численности комаров, мошек и мокрецов использовали сачок со съемными мешочками. Каждый учет состоял из 10 взмахов восьмеркой «вокруг себя» в 10 повторностях.Результаты и обсуждение. Уровень численности кровососущих двукрылых насекомых в значительной степени определяется природно-климатическими условиями и гидрологическим режимом рек и подвержен значительным колебаниям. Максимальная численность гнуса зарегистрирована в 2014 г., минимальная - в 2006 г. При сравнениипоказателей средней численности за сезоны с максимальными и минимальными показателями выявлено различие в 3,7 раза. Уровень численности и соотношение отдельных компонентов комплекса «гнус» в зависимости от сезона также подвергались значительным изменениям. В 2006 и 2014 гг. в сборах преобладали мошки, а в 2013, 2015 2019 гг. - комары. Наибольшее влияние на уровень численности насекомых комплекса «гнус» оказывают метеорологические и гидрологические условия зимнего и весеннего сезонов. Колебания численности в зависимости от условий сезона у комаров составили 9, слепней - 20, мошек и мокрецов - 39 раз. Основными лимитирующими факторами для массового развития кровососущих двукрылых в условиях лесостепной зоны Тюменской области являются морозные и малоснежные зимы, провоцирующие гибель части насекомых на преимагинальных стадиях развития, а также резкие перепады температуры воздуха в весенне-летний период и малые площади мест выплода.",Хлызова Т. А. ЧИСЛЕННОСТЬ НАСЕКОМЫХ КОМПЛЕКСА «ГНУС» И СООТНОШЕНИЕ РАЗЛИЧНЫХ ЕГО КОМПОНЕНТОВ В ЛЕСОСТЕПНОЙ ЗОНЕ ТЮМЕНСКОЙ ОБЛАСТИ // Российский паразитологический журнал. 2021. №1. URL: https://cyberleninka.ru/article/n/chislennost-nasekomyh-kompleksa-gnus-i-sootnoshenie-razlichnyh-ego-komponentov-v-lesostepnoy-zone-tyumenskoy-oblasti (дата обращения: 14.11.2024).,"Хлызова Т. А. (2021). ЧИСЛЕННОСТЬ НАСЕКОМЫХ КОМПЛЕКСА «ГНУС» И СООТНОШЕНИЕ РАЗЛИЧНЫХ ЕГО КОМПОНЕНТОВ В ЛЕСОСТЕПНОЙ ЗОНЕ ТЮМЕНСКОЙ ОБЛАСТИ. Российский паразитологический журнал, 15 (1), 62-70.",https://cyberleninka.ru/article/n/chislennost-nasekomyh-kompleksa-gnus-i-sootnoshenie-razlichnyh-ego-komponentov-v-lesostepnoy-zone-tyumenskoy-oblasti
"МОНИТОРИНГ CТРЕПЕТА (TETRAX TETRAX LINNAEUS, 1758) НА ТЕРРИТОРИИ ЗАПОВЕДНИКА «РОСТОВСКИЙ» C СЕРЕДИНЫ ХХ ВЕКА ДО 2020 ГОДА","Миноранский Виктор Аркадьевич, Малиновская Юлия Валерьевна, Даньков Василий Иванович, Колесников Сергей Ильич",Известия высших учебных заведений. Северо-Кавказский регион. Естественные науки,2021,Биологические науки,"засушливые степи, заповедник «ростовский», климатические и антропогенные факторы, изменения",tetrax tetrax l,"Цель работы. Выяснение изменений в количестве и распределении стрепета (Tetrax tetrax Linnaeus, 1758 ) на территории заповедника «Ростовский» в ХХ-ХХI вв. и причин их трансформации. Место и методы работы. Заповедник расположен в засушливых восточноевропейских степях. Авторы использовали собственные наблюдения с 1959 г. и публикации по Tetrax tetrax L. Материалы собраны с применением регулярных маршрутных методов и учета животных на отдельных площадках, а также анализа опубликованных сведений. Результаты. Стрепет является характерным степным видом, исторически обитавшим на Донской земле. Начиная с середины ХХ в. степи испытали глубокие антропогенные изменения, что оказало большое влияние на этот вид. В настоящее время стрепет в степной зоне является редким видом. Создание заповедника положительно отразилось на данном виде. В нем стрепет является","Миноранский Виктор Аркадьевич, Малиновская Юлия Валерьевна, Даньков Василий Иванович, Колесников Сергей Ильич МОНИТОРИНГ CТРЕПЕТА (TETRAX TETRAX LINNAEUS, 1758) НА ТЕРРИТОРИИ ЗАПОВЕДНИКА «РОСТОВСКИЙ» C СЕРЕДИНЫ ХХ ВЕКА ДО 2020 ГОДА // Известия вузов. Северо-Кавказский регион. Серия: Естественные науки. 2021. №1 (209). URL: https://cyberleninka.ru/article/n/monitoring-ctrepeta-tetrax-tetrax-linnaeus-1758-na-territorii-zapovednika-rostovskiy-c-serediny-hh-veka-do-2020-goda (дата обращения: 14.11.2024).","Миноранский Виктор Аркадьевич, Малиновская Юлия Валерьевна, Даньков Василий Иванович, & Колесников Сергей Ильич (2021). МОНИТОРИНГ CТРЕПЕТА (TETRAX TETRAX LINNAEUS, 1758) НА ТЕРРИТОРИИ ЗАПОВЕДНИКА «РОСТОВСКИЙ» C СЕРЕДИНЫ ХХ ВЕКА ДО 2020 ГОДА. Известия высших учебных заведений. Северо-Кавказский регион. Естественные науки,  (1 (209)), 113-121.",https://cyberleninka.ru/article/n/monitoring-ctrepeta-tetrax-tetrax-linnaeus-1758-na-territorii-zapovednika-rostovskiy-c-serediny-hh-veka-do-2020-goda
ИНТРОДУКЦИЯ ОХРАНЯЕМОГО ВИДА СИРЕНИ ВЕНГЕРСКОЙ (SYRINGA JOSIKAEA JACG.) НА ЮЖНОМ УРАЛЕ,Полякова Наталья Викторовна,Известия высших учебных заведений. Северо-Кавказский регион. Естественные науки,2021,Биологические науки,"интродукция, фенология, зимостойкость, фенологическая атипичность, южный урал",syringa josikaea,"Представлены результаты многолетнего интродукционного изучения сирени венгерской, эндемика Карпат и Трансильвании, культивируемой в Южно-Уральском ботаническом саду-институте УФИЦ РАН. В исследовании использовались фенологические данные 2005-2020 гг. Начало вегетации у сирени венгерской приходится на период с 14 по 30 апреля, цветение отмечается ежегодно в конце мая - начале июня. Продолжительность цветения за последние 5 лет (2015-2020 гг.) составила в среднем 16 дней, что на 6 дней короче периода цветения этого вида сирени в 2005-2009 гг. Вероятная причина сокращения периода цветения - изменение климата. Полное одревеснение побегов у сирени венгерской происходит во второй половине июля. В условиях Уфы у сирени венгерской отмечается ежегодное плодоношение (семена начинают созревать с 18 по 27 сентября), а также наличие самосева. Начало листопада (завершение вегетационного периода) по срокам совпадает с началом созревания семян. Все фенологические фазы сирени венгерской ежегодно сохраняют свою последовательность. Зимостойкость составляет обычно 1 балл (растения абсолютно зимостойки). Показатель фенологической атипичности равен -0,250, или 4 балла по Зайцеву, что означает полное соответствие фенологии вида климатическим условиям Уфы. Таким образом, интродукцию сирени венгерской на Южном Урале можно характеризовать как успешную и перспективную.",Полякова Наталья Викторовна ИНТРОДУКЦИЯ ОХРАНЯЕМОГО ВИДА СИРЕНИ ВЕНГЕРСКОЙ (SYRINGA JOSIKAEA JACG.) НА ЮЖНОМ УРАЛЕ // Известия вузов. Северо-Кавказский регион. Серия: Естественные науки. 2021. №1 (209). URL: https://cyberleninka.ru/article/n/introduktsiya-ohranyaemogo-vida-sireni-vengerskoy-syringa-josikaea-jacg-na-yuzhnom-urale (дата обращения: 14.11.2024).,"Полякова Наталья Викторовна (2021). ИНТРОДУКЦИЯ ОХРАНЯЕМОГО ВИДА СИРЕНИ ВЕНГЕРСКОЙ (SYRINGA JOSIKAEA JACG.) НА ЮЖНОМ УРАЛЕ. Известия высших учебных заведений. Северо-Кавказский регион. Естественные науки,  (1 (209)), 122-126.",https://cyberleninka.ru/article/n/introduktsiya-ohranyaemogo-vida-sireni-vengerskoy-syringa-josikaea-jacg-na-yuzhnom-urale
ДИНАМИКА РАСТИТЕЛЬНОСТИ В ЗАПОВЕДНИКЕ «КОСТОМУКШСКИЙ» (РОССИЯ) И В ОКРУЖАЮЩЕМ РЕГИОНЕ НА ФОНЕ ИЗМЕНЕНИЯ ПРИРОДНОЙ СРЕДЫ В ГОЛОЦЕНЕ,Филимонова Л. В.,Nature Conservation Research. Заповедная наука,2021,Биологические науки,"карелия, макроостатки растений, радиоуглеродное датирование, реконструкции палеорастительности, спорово-пыльцевой анализ, торфонакопление",,"В связи с современной климатической нестабильностью изучение естественных трендов развития растительности на фоне глобальных изменений климата актуально, особенно на территориях, которые были перекрыты последним Валдайским ледником, а также в дальнейшем не подверглись значительной антропогенной трансформации. Заповедник «Костомукшский», входящий в состав российско-финляндского заповедника «Дружба» и Зеленого пояса Фенноскандии, представляет собой эталон хорошо сохранившихся коренных северотаежных сосновых лесов. С целью получения реконструкции истории их становления в послеледниковое время выполнены стратиграфические, радиоуглеродные и палеоботанические (определение пыльцы, спор, макроостатков растений, водорослей Pediastrum) исследования озерно-болотных отложений двух разрезов болота Межсельговое. Для выявления общих тенденций и локальных особенностей развития суходольной растительности, а также заболачивания района исследований проведено сопоставление новых и ранее полученных автором статьи данных по разрезам болот Härkösuo и Isosuo из финской части заповедника «Дружба» и литературных палеогеографических материалов с близрасположенных территорий. Реконструкции динамики растительности выполнены со времени дегляциации района исследований в пребореале до настоящего времени на фоне изменения природной среды (в том числе палеоклиматических показателей), а также с учетом геоморфологии территории и антропогенного воздействия. Они опираются на 25 радиоуглеродных датировок. Установлено, что дегляциация территории российско-финляндского заповедника «Дружба» началась примерно 9700 лет назад по 14С (л.н.) / 11 160 календарных лет назад (кал.л.н.) и закончилась не позднее 9500 ± 70 л.н. (10 830 ± 160 кал.л.н.). По мере отступания ледника здесь распространились перигляциально-степные полынно-марево-разнотравные, тундровые (ерниково- и кустарничково-зеленомошные, ивовые и осоково-злаковые), а также лесотундровые березовые сообщества. Доля первых близ мест исследований была невысокой. К концу бореала уменьшились и площади, занимаемые тундровой растительностью. Наибольшее распространение в это время имели березовые редколесья. Они сменились березовыми и сосново-березовыми редкостойными лесами, которые были еще широко представлены на протяжении большей части бореала близ болот Межсельговое, Härkösuo (9110 ± 80 л.н. / 10 300 ± 100 кал.л.н.) и Isosuo (8370 ± 60 л.н. / 9370 ± 80 кал.л.н.). Значительное увеличение участия Pinus в составе лесов отмечено с 8750 ± 50 л.н. (9750 ± 120 кал.л.н.) до максимума в конце бореала, что подтверждено датировками 8240 ± 60 л.н. (9220 ± 100 кал.л.н.) и 8090 ± 200 л.н. (9000 ± 260 кал.л.н.). Сосновые и березово-сосновые леса преобладали на протяжении всего атлантического периода. Потепление и увеличение влажности климата в это время способствовало тому, что леса приобрели среднетаежный облик, создало условия для расселения Alnus, возможно, Ulmus. Picea начала распространяться на территории исследований не позднее 5700 л.н. (6500 кал.л.н.) и со времени 5440 ± 40 л.н. (6240 ± 50 кал.л.н.) играла существенную роль в растительном покрове. Наибольшего распространения еловые леса достигли в суббореале, особенно после 3290 ± 70 л.н. (3520 ± 80 кал.л.н.), когда они согосподствовали с сосновыми лесами. Глобальное похолодание в начале субатлантического периода вызвало выпадение из растительного покрова района исследований и южнее расположенных территорий неморальных видов, изреживание сосновых и еловых лесов, в результате чего они приобрели северотаежный облик. Участие Picea в составе лесов снизилось, особенно в последние 800 (700) лет. В настоящее время здесь господствуют сосновые леса. Наряду с доминирующей растительностью, начиная с бореала, встречались березовые и ольхово-березовые постпирогенные сообщества, с атлантического времени - ольховники. К настоящему времени лесные массивы, пострадавшие от природных пожаров (молний), практически восстановились. Леса в основном девственные, поскольку не испытали существенного антропогенного воздействия. Согласно данным, заболачивание некоторых обводненных депрессий началось в пребореале (9500 ± 70 л.н. / 10 830 ± 160 кал.л.н.). В бореальное и атлантическое время улучшение прогрева обмелевших палеоводоемов способствовало сапропелеобразованию, зарастанию их водно-болотной растительностью и переходу на тельматический путь развития. Представленная в статье детальная реконструкция истории становления современных северотаежных сосновых лесов на фоне изменения палеоклиматических показателей в голоцене содержит информацию о вероятностных их изменениях в будущем при различных климатических сценариях. Особый интерес представляют сведения о времени миграции Picea на территорию российско-финляндского заповедника «Дружба», которые дополняют и уточняют имеющиеся картографические модели ее распространения на северо-западе России и на востоке Балтийского щита. Полученный комплекс палинологических и радиоуглеродных (20 датировок) данных может быть использован в дальнейшем для корреляции с палеогеографическими материалами из других регионов с целью реконструкции пространственно-временной динамики растительности.",Филимонова Л. В. ДИНАМИКА РАСТИТЕЛЬНОСТИ В ЗАПОВЕДНИКЕ «КОСТОМУКШСКИЙ» (РОССИЯ) И В ОКРУЖАЮЩЕМ РЕГИОНЕ НА ФОНЕ ИЗМЕНЕНИЯ ПРИРОДНОЙ СРЕДЫ В ГОЛОЦЕНЕ // Nature Conservation Research. Заповедная наука. 2021. №Приложение 1. URL: https://cyberleninka.ru/article/n/dinamika-rastitelnosti-v-zapovednike-kostomukshskiy-rossiya-i-v-okruzhayuschem-regione-na-fone-izmeneniya-prirodnoy-sredy-v (дата обращения: 14.11.2024).,"Филимонова Л. В. (2021). ДИНАМИКА РАСТИТЕЛЬНОСТИ В ЗАПОВЕДНИКЕ «КОСТОМУКШСКИЙ» (РОССИЯ) И В ОКРУЖАЮЩЕМ РЕГИОНЕ НА ФОНЕ ИЗМЕНЕНИЯ ПРИРОДНОЙ СРЕДЫ В ГОЛОЦЕНЕ. Nature Conservation Research. Заповедная наука, 6 (Приложение 1), 98-115.",https://cyberleninka.ru/article/n/dinamika-rastitelnosti-v-zapovednike-kostomukshskiy-rossiya-i-v-okruzhayuschem-regione-na-fone-izmeneniya-prirodnoy-sredy-v
"ВОЗРАСТНАЯ ДИНАМИКА СВОБОДНЫХ АМИНОКИСЛОТ В ТКАНЯХ МЕДИЦИНСКОЙ ПИЯВКИ (HIRUDO VERBANA CARENA, 1820) ПРИ ИСКУССТВЕННОМ ВОСПРОИЗВОДСТВЕ В АКВАКУЛЬТУРЕ","Ковальчук Л.А., Черная Л.В., Микшевич Н.В.",Сельскохозяйственная биология,2021,Биологические науки,"медицинские пиявки, гирудокультура, свободные аминокислоты, возраст, физиологический статус",,"Медицинские пиявки (в том числе Hirudo verbana Carena, 1820) используемые в ветеринарии, медицине и фармакологии, в настоящее время выращиваются в искусственно созданных условиях на биофабриках. Технология гирудокультуры как cоставляющая биотехники аквакультуры основана на методе ускоренного роста и развития пиявок при интенсивном вскармливании, что позволяет получить качественную продукцию в достаточно короткие сроки (8-10 мес). При этом проблема оценки физиологического статуса выращенных особей в условиях искусственного воспроизводства остается не до конца решенной. Нами впервые представлены результаты, подтверждающие возможность использования данных о возрастной специфике аминокислотного состава тканей при оценке физиологического состояния и благополучия медицинской пиявки в природе и в аквакультуре. Цель работы - изучение содержания свободных аминокислот в тканях медицинских пиявок при искусственном воспроизводстве в аквакультуре в зависимости от возраста. Исследования проводили в 2012 году на особях аптечной пиявки без признаков заболевания, приобретенных на биофабрике «Международный центр медицинской пиявки» (Московская обл., п. Удельная). Пиявок содержали в лаборатории в стеклянных сосудах с дехлорированной водой при температуре 20-22 °C и один раз в месяц кормили свежей бычьей кровью, полученной от здоровых животных. Возраст экспериментальных особей H. verbana составлял 5 сут (новорожденные нитчатки, 0+ мес), 1, 3, 5, 7 и 9 мес, средняя масса тела - соответственно 0,029; 0,09; 0,25; 0,61; 1,33 и 1,81 г. Контролем служили новорожденные особи. Концентрацию свободных аминокислот (АК) в кожно-мышечной ткани определяли на анализаторе ААА-339М («Mikrotechna», Чехия). Всего было использовано 105 особей пиявок, подготовлено 30 биопроб, выполнено 660 элементоопределений. Рассчитывали суммарный фонд метаболических групп АК: заменимых (ЗАК) - аланин, аспарагиновая кислота, глицин, глутаминовая кислота + глутамин, пролин, серин, тирозин, цистеин; незаменимых (НАК) - аргинин, валин, гистидин, изолейцин, лейцин, лизин, метионин, треонин, триптофан, фенилаланин; с разветвленной углеродной цепью (АКРУЦ) - валин, изолейцин, лейцин; ароматических (АРАК) - тирозин, фенилаланин; серосодержащих (ССАК) - метионин, цистеин, цистеиновая кислота. Показано, что аминокислотный состав тканей H. verbana был представлен 23 АК и их дериватами. Вне зависимости от возраста пиявок доминирующими АК с антиоксидантными свойствами были глутамин и глутаминовая кислота, аланин, валин, лейцин, глицин, суммарное содержание которых составляло у нитчаток 65 %, у 9-месячных особей - 58 % от общего пула АК. В тканях у медицинских пиявок, как и у теплокровных животных, был выявлен полный состав незаменимых аминокислот: треонин, валин, лизин, лейцин, изолейцин, гистидин, аргинин, метионин, фенилаланин, триптофан. С возрастом уменьшались суммарные концентрации свободных аминокислот ( r = -0,98 при р = 0,000), что было обусловлено резким снижением содержания аргинина (в 24,0 раза), пролина (в 13,4 раза), изолейцина (в 12,2 раза), глицина (в 8,5 раза), лизина (в 6,8 раза), гистидина (в 6,6 раза), лейцина (в 5,2 раза), орнитина (в 4,0 раза), глутаминовой кислоты и глутамина (в 3,8 раза), аланина (в 2,9 раза). В возрасте 5, 7 и 9 мес у пиявок полностью расходовались вторичные метаболиты: таурин, цитруллин и триптофан (p < 0,001). Однако аминокислотный баланс азотистого и белкового обмена не нарушался, поскольку соотношение незаменимые/заменимые АК существенно не менялось, и его величина составляла 0,60 у нитчаток, 0,73 - у 9-месячных пиявок. Установлено, что рост и развитие H. verbana сопровождались снижением величины индикатора зрелости (соотношение глицин/аланин) - с 0,75 у нитчаток до 0,25 у пиявок в возрасте 9 мес. Имеющиеся в литературе сведения и данные наших исследований дают основание полагать, что функциональные аминокислоты могут использоваться в качестве биомаркеров при разработке технологий промышленного разведения этих амфибионтов.","Ковальчук Л. А., Черная Л. В., Микшевич Н. В. ВОЗРАСТНАЯ ДИНАМИКА СВОБОДНЫХ АМИНОКИСЛОТ В ТКАНЯХ МЕДИЦИНСКОЙ ПИЯВКИ (HIRUDO VERBANA CARENA, 1820) ПРИ ИСКУССТВЕННОМ ВОСПРОИЗВОДСТВЕ В АКВАКУЛЬТУРЕ // С.-х. биол., Сельхозбиология, S-h biol, Sel-hoz biol, Sel\u0027skokhozyaistvennaya biologiya, Agricultural Biology. 2021. №2. URL: https://cyberleninka.ru/article/n/vozrastnaya-dinamika-svobodnyh-aminokislot-v-tkanyah-meditsinskoy-piyavki-hirudo-verbana-carena-1820-pri-iskusstvennom (дата обращения: 14.11.2024).","Ковальчук Л.А., Черная Л.В., & Микшевич Н.В. (2021). ВОЗРАСТНАЯ ДИНАМИКА СВОБОДНЫХ АМИНОКИСЛОТ В ТКАНЯХ МЕДИЦИНСКОЙ ПИЯВКИ (HIRUDO VERBANA CARENA, 1820) ПРИ ИСКУССТВЕННОМ ВОСПРОИЗВОДСТВЕ В АКВАКУЛЬТУРЕ. Сельскохозяйственная биология, 56 (2), 335-346.",https://cyberleninka.ru/article/n/vozrastnaya-dinamika-svobodnyh-aminokislot-v-tkanyah-meditsinskoy-piyavki-hirudo-verbana-carena-1820-pri-iskusstvennom
К БИОЛОГИИ И ЭКОЛОГИИ PLANTAGO MEDIA L. И P. MAJOR L. НА ТЕРРИТОРИИ САМАРСКОЙ ОБЛАСТИ (ДЕМОГРАФИЧЕСКАЯ И ВИТАЛИТЕТНАЯ СТРУКТУРА ЦЕНОПОПУЛЯЦИЙ),"А.Е. Митрошенкова, В.Н. Ильина",Фиторазнообразие Восточной Европы,2021,Биологические науки,"структура ценопопуляций, самарская область","plantago media l., plantago major l., plantago media l., plantago major l., structure of cenopopulations, samara region","Приведены данные трехлетних исследований демографической и виталитетной структуры ценопопуляций Plantago media L. и P. major L. на территории Самарской области (в лесном, степном фитоценозах и городском парке). Выявлено, что антропогенная нагрузка малой и средней степени интенсивности не оказывает негативного влияния на состояние ценопопуляций. Виды обладают высокой лабильностью, однако чувствительны к изменению климатических условий.","А Е. Митрошенкова, В Н. Ильина К БИОЛОГИИ И ЭКОЛОГИИ PLANTAGO MEDIA L. И P. MAJOR L. НА ТЕРРИТОРИИ САМАРСКОЙ ОБЛАСТИ (ДЕМОГРАФИЧЕСКАЯ И ВИТАЛИТЕТНАЯ СТРУКТУРА ЦЕНОПОПУЛЯЦИЙ) // Фиторазнообразие Восточной Европы. 2021. №2. URL: https://cyberleninka.ru/article/n/k-biologii-i-ekologii-plantago-media-l-i-p-major-l-na-territorii-samarskoy-oblasti-demograficheskaya-i-vitalitetnaya-struktura (дата обращения: 14.11.2024).","А.Е. Митрошенкова, & В.Н. Ильина (2021). К БИОЛОГИИ И ЭКОЛОГИИ PLANTAGO MEDIA L. И P. MAJOR L. НА ТЕРРИТОРИИ САМАРСКОЙ ОБЛАСТИ (ДЕМОГРАФИЧЕСКАЯ И ВИТАЛИТЕТНАЯ СТРУКТУРА ЦЕНОПОПУЛЯЦИЙ). Фиторазнообразие Восточной Европы, XV (2), 36-42. doi: 10.24412/2072-8816-2021-15-2-36-42",https://cyberleninka.ru/article/n/k-biologii-i-ekologii-plantago-media-l-i-p-major-l-na-territorii-samarskoy-oblasti-demograficheskaya-i-vitalitetnaya-struktura
МОДЕЛЬ ОБЪЕМА СТВОЛА ИВЫ: МЕТА-АНАЛИЗ,"Усольцев В.А., Парамонов А.А., Третьяков С.В., Коптев С.В., Цепордей И.С.",Известия высших учебных заведений. Лесной журнал,2021,Биологические науки,"род salix l, объем ствола, всеобщая модель, мета-анализ, регрессионный анализ",,"Прогнозы последствий глобального потепления стимулируют исследования углероддепонирующей способности растительного покрова. Ствол представляет собой основную часть биомассы дерева, и от точности характеристики объема ствола зависит возможность корректного мониторинга и предварительной оценки будущего состояния лесных ресурсов. В российском лесоустройстве ива не входила в число основных лесообразующих видов, и поэтому необходимости в разработке таксационных нормативов для нее не было. Однако в связи с возросшей актуальностью оценки углероддепонирующей функции лесов России и необходимостью учета вклада в углеродный баланс всех видов растительности возникла потребность в создании подобных нормативов. Это может быть обеспечено разработкой всеобщей модели (или таблицы), учитывающей морфологию ив в пределах всего рода Salix L. и построенной по опубликованным в разных регионах и странах данным. Объект исследования - данные об объемах стволов ивы, размещенные в свободном доступе в России, Казахстане, Болгарии и Норвегии в виде таблиц или регрессионных моделей. Насколько каждая локальная модель применима в других регионах неизвестно. Для снятия этой неопределенности нами использован мета-анализ как статистическая процедура, объединяющая результаты нескольких независимых исследований с целью нахождения общей закономерности. Получена универсальная модель объема стволов рода Salix, которая характеризуется высоким коэффициентом детерминации и может быть применена для оценки объема ствола любого вида данного рода с минимальными отклонениями от расчетных значений. Результаты направлены на повышение точности учета лиственных насаждений при проведении лесоустроительных и мониторинговых работ, таксации древостоев на постоянных и временных пробных площадях. Применение унифицированных нормативов при использовании, воспроизводстве, охране и защите древостоев ивы древовидной при всем многообразии ее видов позволит решить ряд практических вопросов. Для цитирования: Усольцев В.А., Парамонов А.А., Третьяков С.В., Коптев С.В., Цепордей И.С. Модель объема ствола ивы: мета-анализ // Изв. вузов. Лесн. журн. 2021.  № 3. С. 49-58. DOI: 10.37482/0536-1036-2021-3-49-58","Усольцев В. А., Парамонов А. А., Третьяков С. В., Коптев С. В., Цепордей И. С. МОДЕЛЬ ОБЪЕМА СТВОЛА ИВЫ: МЕТА-АНАЛИЗ // Известия ВУЗов. Лесной журнал. 2021. №3 (381). URL: https://cyberleninka.ru/article/n/model-obema-stvola-ivy-meta-analiz (дата обращения: 14.11.2024).","Усольцев В.А., Парамонов А.А., Третьяков С.В., Коптев С.В., & Цепордей И.С. (2021). МОДЕЛЬ ОБЪЕМА СТВОЛА ИВЫ: МЕТА-АНАЛИЗ. Известия высших учебных заведений. Лесной журнал,  (3 (381)), 49-58.",https://cyberleninka.ru/article/n/model-obema-stvola-ivy-meta-analiz
СОВРЕМЕННОЕ БИОЛОГИЧЕСКОЕ РАЗНООБРАЗИЕ И ПЕРСПЕКТИВЫ РАЗВИТИЯ ПРИРОДНЫХ КОМПЛЕКСОВ ЗОНЫ ПРИЧЕРНОМОРСКИХ СТЕПЕЙ,В.А. Лобков,Степи Северной Евразии: материалы IХ международного симпозиума,2021,Биологические науки,"климатическая эпоха, адаптации к аридизации, биологическое разнообразие","climatic epoch, adaptation to aridization, biological diversity",Наступление сухой и теплой климатической эпохи приводит к изменениям условий существования растений и животных. На примерах отдельных видов показаны пути адаптации аборигенных степных животных и растений к особенностям климата. Рассмотрены и обоснованы перспективы формирования биологического разнообразия путем интродукции новых видов.,В А. Лобков СОВРЕМЕННОЕ БИОЛОГИЧЕСКОЕ РАЗНООБРАЗИЕ И ПЕРСПЕКТИВЫ РАЗВИТИЯ ПРИРОДНЫХ КОМПЛЕКСОВ ЗОНЫ ПРИЧЕРНОМОРСКИХ СТЕПЕЙ // Степи Северной Евразии: материалы IХ международного симпозиума. 2021. №. URL: https://cyberleninka.ru/article/n/sovremennoe-biologicheskoe-raznoobrazie-i-perspektivy-razvitiya-prirodnyh-kompleksov-zony-prichernomorskih-stepey (дата обращения: 14.11.2024).,"В.А. Лобков (2021). СОВРЕМЕННОЕ БИОЛОГИЧЕСКОЕ РАЗНООБРАЗИЕ И ПЕРСПЕКТИВЫ РАЗВИТИЯ ПРИРОДНЫХ КОМПЛЕКСОВ ЗОНЫ ПРИЧЕРНОМОРСКИХ СТЕПЕЙ. Степи Северной Евразии: материалы IХ международного симпозиума, 9 , 487-491. doi: 10.24412/cl-36359-2021-487-491",https://cyberleninka.ru/article/n/sovremennoe-biologicheskoe-raznoobrazie-i-perspektivy-razvitiya-prirodnyh-kompleksov-zony-prichernomorskih-stepey
"СОВРЕМЕННЫЕ КЛИМАТИЧЕСКИЕ ИЗМЕНЕНИЯ, ДИНАМИКА АРЕАЛОВ И РАЗНООБРАЗИЕ ПТИЦ АРИДНЫХ ТЕРРИТОРИЙ ВНУТРЕННЕЙ АЗИИ",Ю.И. Мельников,Степи Северной Евразии: материалы IХ международного симпозиума,2021,Биологические науки,"внутренняя азия, потепление климата, прибрежные птицы, динамика ареалов и видового разнообразия, степные виды птиц","inner asia, climate warming, coastal birds, dynamics of habitats and species diversity, steppe bird species","Смена атмосферной циркуляции, вызванная повышением солнечной активности, с широтной на меридиональную привела в середине XX столетия к формированию во Внутренней Азии обширных и сильных засух. Они сопровождались смещением ареалов птиц к северу и резким сокращением их обилия в южных регионах, представленных зонами пустыни и степи. Однако подобные изменения были характерны для птиц интразональных местообитаний водно-болотных экосистем. Исконно степные виды птиц реагировали на потепление климата в меньшей степени. У них отмечены только залеты к северным границам ареалов, частота которых постепенно увеличивалась, обеспечивая рост разнообразия птиц в северных регионах Азии.","Ю И. Мельников СОВРЕМЕННЫЕ КЛИМАТИЧЕСКИЕ ИЗМЕНЕНИЯ, ДИНАМИКА АРЕАЛОВ И РАЗНООБРАЗИЕ ПТИЦ АРИДНЫХ ТЕРРИТОРИЙ ВНУТРЕННЕЙ АЗИИ // Степи Северной Евразии: материалы IХ международного симпозиума. 2021. №. URL: https://cyberleninka.ru/article/n/sovremennye-klimaticheskie-izmeneniya-dinamika-arealov-i-raznoobrazie-ptits-aridnyh-territoriy-vnutrenney-azii (дата обращения: 14.11.2024).","Ю.И. Мельников (2021). СОВРЕМЕННЫЕ КЛИМАТИЧЕСКИЕ ИЗМЕНЕНИЯ, ДИНАМИКА АРЕАЛОВ И РАЗНООБРАЗИЕ ПТИЦ АРИДНЫХ ТЕРРИТОРИЙ ВНУТРЕННЕЙ АЗИИ. Степи Северной Евразии: материалы IХ международного симпозиума, 9 , 548-554. doi: 10.24412/cl-36359-2021-548-554",https://cyberleninka.ru/article/n/sovremennye-klimaticheskie-izmeneniya-dinamika-arealov-i-raznoobrazie-ptits-aridnyh-territoriy-vnutrenney-azii
