Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
Состояние популяций Calypso bulbosa и Cypripedium calceolus (Orchidaceae) в Пинежском заповеднике,Пучнина Л.В.,Nature Conservation Research. Заповедная наука,2017,Биологические науки,"динамика ценопопуляций, онтогенетический спектр, пинежский заповедник","calypso bulbosa, cypripedium calceolus, abundance dynamics in populations, ontogenetic spectrum, pinega state nature reserve","В статье представлены результаты мониторинга 34 ценопопуляций редких видов флоры Calypso bulbosa и Cypripedium calceolus, произрастающих в лесных сообществах поймы реки Сотки, в редколесьях на склонах ее долины и карстовых логов (Архангельская область). В пойменных ценозах онтогенетический спектр популяций обоих видов, как правило, неполночленный с преобладанием взрослых вегетативных и генеративных особей. В популяциях, произрастающих на склонах, преобладает полночленный двухвершинный онтогенетический спектр. Выявлены различные тренды динамики численности Calypso bulbosa и Cypripedium calceolus в северной части ареала. С 2002 по 2016 гг. наблюдается значительное снижение численности локальной популяции Calypso bulbosa, с 2006 г. она находится на стабильно низком уровне. Снижение численности популяции вида связано с климатическими изменениями последних десятилетий, ростом температур июля и августа, участившимися засушливыми периодами. Климатические изменения приводят к изменению в структуре ценозов, смене доминантов нижних ярусов, увеличению проективного покрытия травяно-кустарничкового яруса. Предположительно, эти изменения являются причиной снижения численности Calypso bulbosa в условиях заповедного режима. Число особей Cypripedium calceolus на стационарных площадях за период наблюдений возросло вдвое. Одной из причин роста численности ценопопуляций вида является увеличение температуры августа, в результате чего складываются благоприятные условия для вегетативного размножения вида в следующем сезоне.",Пучнина Л. В. Состояние популяций Calypso bulbosa и Cypripedium calceolus (Orchidaceae) в Пинежском заповеднике // Nature Conservation Research. Заповедная наука. 2017. №Приложение 1. URL: https://cyberleninka.ru/article/n/sostoyanie-populyatsiy-calypso-bulbosa-i-cypripedium-calceolus-orchidaceae-v-pinezhskom-zapovednike (дата обращения: 14.11.2024).,"Пучнина Л.В. (2017). Состояние популяций Calypso bulbosa и Cypripedium calceolus (Orchidaceae) в Пинежском заповеднике. Nature Conservation Research. Заповедная наука, 2 (Приложение 1), 125-150.",https://cyberleninka.ru/article/n/sostoyanie-populyatsiy-calypso-bulbosa-i-cypripedium-calceolus-orchidaceae-v-pinezhskom-zapovednike
Параметры морфологических признаков вегетативных и генеративных органов можжевельника обыкновенного в условиях г. Оренбурга,Кухлевская Юлия Фаргатовна,Известия Оренбургского государственного аграрного университета,2017,Биологические науки,"можжевельник, морфометрические параметры, коэффициент вариации","juniper, morphometric parameters, coefficient of variation","Изучена морфометрическая изменчивость Juniperu scommunis L., произрастающего в городе Оренбурге, обусловленная усилением антропогенного влияния и климатическими изменениями. Исследованы динамика длины и ширины хвои можжевельника обыкновенного 1-3 лет жизни, длина годичного прироста побегов. У генеративных органов изучались линейные параметры семян и шишкоягод, число семян в шишкоягоде, масса шишкоягод и семян. Анализ полученных результатов показал, что можжевельник обыкновенный в городе Оренбурге по параметрам генеративных органов лишь незначительно уступает можжевельникам Южного Урала и Сибири. Больше различий наблюдается при сравнении с видами, произрастающими в Поволжье и Архангельской области. Коэффициенты вариации изменчивости линейных размеров шишкоягод составляют 9 и 12%, что позволяет отнести их к признакам с низким уровнем изменчивости.",Кухлевская Юлия Фаргатовна Параметры морфологических признаков вегетативных и генеративных органов можжевельника обыкновенного в условиях г. Оренбурга // Известия ОГАУ. 2017. №2 (64). URL: https://cyberleninka.ru/article/n/parametry-morfologicheskih-priznakov-vegetativnyh-i-generativnyh-organov-mozhzhevelnika-obyknovennogo-v-usloviyah-g-orenburga (дата обращения: 14.11.2024).,"Кухлевская Юлия Фаргатовна (2017). Параметры морфологических признаков вегетативных и генеративных органов можжевельника обыкновенного в условиях г. Оренбурга. Известия Оренбургского государственного аграрного университета,  (2 (64)), 42-44.",https://cyberleninka.ru/article/n/parametry-morfologicheskih-priznakov-vegetativnyh-i-generativnyh-organov-mozhzhevelnika-obyknovennogo-v-usloviyah-g-orenburga
Мониторинг климата и биоты Стрелецкого участка Центрально-Черноземного заповедника,"Рыжков О.В., Власов А.А., Рыжкова Г.А., Филатова Т.Д., Золотухин Н.И., Золотухина И.Б., Непочатых Л.В., Власова О.П., Власов Е.А.",Труды Мордовского государственного природного заповедника им. П. Г. Смидовича,2017,Биологические науки,"динамика климата, биота, центрально-черноземный заповедник",,"Приводятся новые данные по влиянию климата на биоту Стрелецкого участка Централь-но-Черноземного заповедника за период с 2000 по 2013 гг. Особое внимание уделено его экстремальным проявлениям, в первую очередь, летним засухам и оценке их последствий для развития отдельных видов растений и животных и их популяций. Представлен ана-лиз ответных реакций древесной и травянистой растительности, животного населения на климатические изменения последних лет.","Рыжков О. В., Власов А. А., Рыжкова Г. А., Филатова Т. Д., Золотухин Н. И., Золотухина И. Б., Непочатых Л. В., Власова О. П., Власов Е. А. Мониторинг климата и биоты Стрелецкого участка Центрально-Черноземного заповедника // Труды Мордовского государственного природного заповедника им. П. Г. Смидовича. 2017. №18. URL: https://cyberleninka.ru/article/n/monitoring-klimata-i-bioty-streletskogo-uchastka-tsentralno-chernozemnogo-zapovednika (дата обращения: 14.11.2024).","Рыжков О.В., Власов А.А., Рыжкова Г.А., Филатова Т.Д., Золотухин Н.И., Золотухина И.Б., Непочатых Л.В., Власова О.П., & Власов Е.А. (2017). Мониторинг климата и биоты Стрелецкого участка Центрально-Черноземного заповедника. Труды Мордовского государственного природного заповедника им. П. Г. Смидовича,  (18), 17-32.",https://cyberleninka.ru/article/n/monitoring-klimata-i-bioty-streletskogo-uchastka-tsentralno-chernozemnogo-zapovednika
О необходимости построения и анализа аллометрических моделей фитомассы лесных деревьев как основы корректной оценки углерододепонирующей функции лесов (аналитический обзор),"Усольцев Владимир Андреевич, Колчин Кирилл Владимирович, Маленко Александр Анатольевич",Вестник Алтайского государственного аграрного университета,2017,Биологические науки,"биосферная роль лесов, парниковые газы, экосистемные услуги, изменение климата, аллометрические модели, морфометрические показатели, фитомасса деревьев, пробные площади, лесообразующие породы","biospheric role of forests, greenhouse gases, ecosystem services, climate change, allometric models, morphometric indices, tree biomass, sampling plots, forest-forming species","Леса играют ключевую роль в углеродном балансе биоты и стабилизации климата. Наиболее точно о балансе углерода в лесных экосистемах можно судить по разности её оценок за определённый период. Для подобных оценок имеются базы данных о фитомассе лесных экосистем, полученных разными исследователями на лесных пробных площадях, которые характеризуют некую потенциальную продуктивность лесного покрова, и оценки фитомассы на лесопокрытых площадях с использованием подобных баз данных оказываются неустойчивыми. Более корректную информацию о запасах фитомассы и органического углерода в ней, а также об их изменениях во времени и пространстве даёт база данных о фактической структуре фитомассы деревьев, взятых так называемым «деструктивным» методом на пробных площадях. Авторами сформирована подобная база данных, как основа разработки аллометрических моделей для последующей оценки фитомассы на лесных площадях. Однако даже многофакторные модели подеревной фитомассы не могут претендовать на всеобщее применение из-за расхождений, обусловленных принадлежностью данных к разным природным зонам и влиянием неучтенных факторов. Таким образом, применение аллометрических уравнений при оценке фитомассы насаждений более предпочтительно по сравнению с моделями, оценивающими фитомассу насаждений непосредственно, однако выбор той или иной аллометрической модели в каждом конкретном случае представляет большую проблему. Сформированная авторами база подеревных данных для лесообразующих пород Евразии даёт возможность снизить значительную долю неопределённости и разработать оптимальные аллометрические модели, применимые в заданных регионах России и в заданных диапазонах таксационных характеристик насаждений.","Усольцев Владимир Андреевич, Колчин Кирилл Владимирович, Маленко Александр Анатольевич О необходимости построения и анализа аллометрических моделей фитомассы лесных деревьев как основы корректной оценки углерододепонирующей функции лесов (аналитический обзор) // Вестник АГАУ. 2017. №3 (149). URL: https://cyberleninka.ru/article/n/o-neobhodimosti-postroeniya-i-analiza-allometricheskih-modeley-fitomassy-lesnyh-dereviev-kak-osnovy-korrektnoy-otsenki (дата обращения: 14.11.2024).","Усольцев Владимир Андреевич, Колчин Кирилл Владимирович, & Маленко Александр Анатольевич (2017). О необходимости построения и анализа аллометрических моделей фитомассы лесных деревьев как основы корректной оценки углерододепонирующей функции лесов (аналитический обзор). Вестник Алтайского государственного аграрного университета,  (3 (149)), 78-87.",https://cyberleninka.ru/article/n/o-neobhodimosti-postroeniya-i-analiza-allometricheskih-modeley-fitomassy-lesnyh-dereviev-kak-osnovy-korrektnoy-otsenki
Влияние оросительной мелиорации на эмиссию углерода с наземных геосистем Селенгинской Даурии,"Семенова М.В., Ильин Ю.М.",Вестник Красноярского государственного аграрного университета,2017,Биологические науки,"эмиссия, углекислый газ, почва, мелиорация, орошение, осадки","emission, carbon dioxide, soil, rec-lamation, irrigation, precipitation","Газообмен является одним из важнейших процессов углеродного цикла почвенных сис-тем. Цель работы: изучение влияния ороси-тельной мелиорации на эмиссию углерода с наземных геосистем Селенгинской Даурии. Задачи: определение закономерностей интен-сификации дыхания аллювиальной луговой почвы, сравнительная оценка продуцирования углекислоты при различном способе ее ис-пользования в сельскохозяйственном произ-водстве и выявление возможности системно-го регулирования СО2-потоков. Исследования проводились в пределах Иволгинской межгор-ной котловины Селенгинской Даурии. Дыхание аллювиальной луговой почвы определяли аб-сорбционным методом один раз в декаду в че-тырех геотопах двух полевых опытов с двумя вариантами с орошением и без орошения. Суммарное выделение СО2 рассчитывали пу-тем линейного интерполирования. Показано, что эмиссия СО2 из почвы в годы исследований заметно отличается как во времени, так и в пространстве. Выявлено: при сельскохозяй-ственной использовании, распашке резко сни-жается выброс СО2 в атмосферу. Это связано с тотальным разрушением среды обитания почвенных животных и невозможностью их существования. Стимулирование экологиче-ских факторов посредством оросительной мелиорации интенсифицирует метаболиче-ские процессы биотических сообществ поч-венной системы. В результате орошаемый залежный фитоценоз, обладающий обилием мезопедобионтов, развитым травяным покро-вом и разветвленной корневой системой, вы-деляет максимально возможное количество СО2: 555,5-665,5 г/м2. Общие потери углерода с поверхности в виде углекислоты за теплый период из аллювиальной луговой почвы варьи-руют от 147,0 до 665,5 г/м2. Максимальное количество СО2 эмитирует залежный фито-ценоз при орошении. В течение вегетационно-го периода растений дыхание почвы, незави-симо от способа ее использования, зависит от температуры воздуха, количества выпа-дающих осадков и искусственного дождевания. Эмиссия углекислого газа с поверхности поч-вы тесно и напрямую связана с работой живо-го вещества в биокосном теле биосферы.","Семенова М. В., Ильин Ю. М. Влияние оросительной мелиорации на эмиссию углерода с наземных геосистем Селенгинской Даурии // Вестник КрасГАУ. 2017. №6. URL: https://cyberleninka.ru/article/n/vliyanie-orositelnoy-melioratsii-na-emissiyu-ugleroda-s-nazemnyh-geosistem-selenginskoy-daurii (дата обращения: 14.11.2024).","Семенова М.В., & Ильин Ю.М. (2017). Влияние оросительной мелиорации на эмиссию углерода с наземных геосистем Селенгинской Даурии. Вестник Красноярского государственного аграрного университета,  (6), 121-128.",https://cyberleninka.ru/article/n/vliyanie-orositelnoy-melioratsii-na-emissiyu-ugleroda-s-nazemnyh-geosistem-selenginskoy-daurii
Палеоэкологические условия левобережья Куры в неоплейстоцене,"Гусейн А. Халилов, Гюлнара Ш. Мамедова","Вестник Кемеровского государственного университета. Серия: Биологические, технические науки и науки о Земле",2017,Биологические науки,"каспийское море, большой кавказ, река кур, палеогеография, палеоэкология, неоплейстоцен, трансгрессивная фаза","caspian sea, greater caucasus, kura river, paleogeography, paleoecology, neopleistocene","На основе литофациальных анализов, химических морских и континентальных отложений, спорово-пыльцевых остатков животных комплексно было идентифицировано палеогеографическое состояние исследованной территории. Исследования показали, что на этой территории произошли климатические изменения, оледенения холма гор и трансгрессии Каспийского моря во время Тюрканского века, Позднебакинского века, Раннехазарского века (второй этап), Позднехазарского века (второй этап), Раннехвалынского века. В Позднебакинском веке, Раннехазарском веке (первый этап) и Раннехвалынском веке происходили потепление и трансгрессии Каспийского моря.","Гусейн А. Халилов, Гюлнара Ш. Мамедова Палеоэкологические условия левобережья Куры в неоплейстоцене // Вестник Кемеровского государственного университета. Серия: Биологические, технические науки и науки о Земле. 2017. №1 (1). URL: https://cyberleninka.ru/article/n/paleoekologicheskie-usloviya-levoberezhya-kury-v-neopleystotsene (дата обращения: 14.11.2024).","Гусейн А. Халилов, & Гюлнара Ш. Мамедова (2017). Палеоэкологические условия левобережья Куры в неоплейстоцене. Вестник Кемеровского государственного университета. Серия: Биологические, технические науки и науки о Земле,  (1 (1)), 60-66.",https://cyberleninka.ru/article/n/paleoekologicheskie-usloviya-levoberezhya-kury-v-neopleystotsene
Оболочники – наши ближайшие беспозвоночные родственники,"Исаева Валерия Васильевна, Голубев Алексей Георгиевич",Биосфера,2017,Биологические науки,"оболочники, хордовые, филогенез, эмбриогенез, жизненный цикл, эволюционная геномика","tunicates, chordates, phylogenesis, embryogenesis, life cycle, evolutionary genomics","Представители подтипа Tunicata (Оболочники), из которых наиболее известны асцидии, по морфологии, жизненным циклам и способам питания и размножения резко отличаются от всех других хордовых и более всего от позвоночных (Vertebrata). Однако данные сравнительной геномики и эволюционной биологии развития свидетельствуют, что наиболее близки к позвоночным не головохордовые (Cephalochordata), обычно именуемые ланцетниками, а именно оболочники. По этой причине молекулярно-биологические исследования оболочников важны для исследований по широкому кругу биологических вопросов. Ключевым событием, определившим ответвление оболочников от остальных хордовых, было приобретение гена синтазы целлюлозы путем горизонтального переноса от актинобактерий. Возникшая на этой основе способность образовывать оболочку, выполняющую защитную и опорную функции, снизила давление естественного отбора на повышение подвижности и сложности поведения для самосохранения и питания. Утрата генов, обеспечивающих ставшие ненужными функции, и соответствующее упрощение генотипа и фенотипа создали условия для быстрой, сравнительно с головохордовыми и позвоночными, скорости эволюции оболочников. Альтернативные эволюционные траектории Tunicata и Vertebrata оказались сопряженными с существенными различиями по клеточным ресурсам и длительности развития. Высокая генетическая пластичность оболочников способствует их адаптации к происходящим в настоящее время климатическим изменениям и, соответственно, их инвазивности, что делает ряд видов опасными для экологического баланса в морских экосистемах.","Исаева Валерия Васильевна, Голубев Алексей Георгиевич Оболочники – наши ближайшие беспозвоночные родственники // Биосфера. 2017. №3. URL: https://cyberleninka.ru/article/n/obolochniki-nashi-blizhayshie-bespozvonochnye-rodstvenniki-1 (дата обращения: 14.11.2024).","Исаева Валерия Васильевна, & Голубев Алексей Георгиевич (2017). Оболочники – наши ближайшие беспозвоночные родственники. Биосфера, 9 (3), 242-260. doi: 10.24855/BIOSFERA.V9I3.374",https://cyberleninka.ru/article/n/obolochniki-nashi-blizhayshie-bespozvonochnye-rodstvenniki-1
Запасы легкоминерализуемого органического вещества при возделывании пропашных кормовых культур в Красноярской лесостепи,Власенко О.А.,Вестник Красноярского государственного аграрного университета,2017,Биологические науки,"легкоминерализуемое органическое вещество, запасы растительно-го вещества, подвижный гумус, кукуруза, под-солнечник, агрочернозем","easily mineralized organic sub-stance, stocks of vegetable substance, mobile hu-mus, corn, sunflower, agrochernozyom","В сложившихся экономических и экологиче-ских условиях большой интерес вызывает изу-чение динамики легкоминерализуемого органи-ческого вещества (ЛМОВ) в агропочвах. Ис-точниками ЛМОВ в почвах агроэкосистем яв-ляются запасы мортмассы и отмирающие корни растений. Это ближайший резерв для разложения, за счет которого формируются запасы питательных элементов и обновля-ются гумусовые вещества. После уборки уро-жая в верхнем слое почвы в агроэкосистеме кукурузы остается около 13 т/га, в агроэкоси-стеме подсолнечника 28 т/га растительных остатков, состоящих из корней и крупной мортмассы (> 0,5 мм). Максимальный запас мелкой мортмассы в агроэкосистеме кукурузы был во второй половине июля (1,75 т/га), в агроэкосистеме подсолнечника в середине августа (1,55 т/га). Общий запас углерода гу-муса в почве при возделывании кукурузы и под-солнечника составил 67,2 т/га. В его составе преобладали запасы углерода стабильного гумуса, которые в агроэкосистеме кукурузы составили 61 %, в агроэкосистеме подсолнеч-ника 72 %. Легкоминерализуемое органиче-ское вещество в основном состоит из сово-купности водорастворимых и щелочегидроли-зуемых форм углерода (подвижный углерод гумуса), а также из углерода лабильного орга-нического вещества (мелкой мортмассы). На долю углерода лабильного органического ве-щества в агроэкосистеме кукурузы пришлось 4,9 т/га, в агроэкосистеме подсолнечника 5,3 т/га, что составило 7 % от Сорг. Запасы щелочегидролизуемого углерода гумуса в аг-роэкосистеме кукурузы составили 22,8 т/га, в их составе преобладали новообразованные фульвокислоты, соотношение Сгк/Сфк в сред-нем было 0,8. В агроэкосистеме подсолнечника запасы щелочегидролизуемого углерода гуму-са составили 14,5 т/га, соотношение новооб-разованных гуминовых и фульвокислот оказа-лось 1,1. Запас водорастворимых форм угле-рода в черноземе при возделывании кукурузы и подсолнечника составил 1 % от Сорг.",Власенко О. А. Запасы легкоминерализуемого органического вещества при возделывании пропашных кормовых культур в Красноярской лесостепи // Вестник КрасГАУ. 2017. №9. URL: https://cyberleninka.ru/article/n/zapasy-legkomineralizuemogo-organicheskogo-veschestva-pri-vozdelyvanii-propashnyh-kormovyh-kultur-v-krasnoyarskoy-lesostepi (дата обращения: 14.11.2024).,"Власенко О.А. (2017). Запасы легкоминерализуемого органического вещества при возделывании пропашных кормовых культур в Красноярской лесостепи. Вестник Красноярского государственного аграрного университета,  (9), 157-165.",https://cyberleninka.ru/article/n/zapasy-legkomineralizuemogo-organicheskogo-veschestva-pri-vozdelyvanii-propashnyh-kormovyh-kultur-v-krasnoyarskoy-lesostepi
Ферментативная активность и эмиссия закиси азота из дерново-подзолистой супесчаной почвы с биоуглем,"Рижия Е.Я., Мухина И.М., Вертебный В.Е., Хорак Я., Конончук П.Ю., Хомяков Ю.В.",Сельскохозяйственная биология,2017,Биологические науки,"дерново-подзолистая супесчаная почва, биоуголь, нитроаммофоска, ферментативная активность, уреаза, каталаза, пероксидаза, полифенолоксидаза, эмиссия закиси азота","loamy sand spodosol, biochar, mineral n-fertilizer, enzymatic activity, urease, catalase, peroxidase, polyphenol oxidase, nitrous oxide emission","В сельскохозяйственных исследованиях, связанных с применением биоугля, раскрытию механизмов его взаимодействия с почвой уделяется значительное внимание. Один из информативных подходов анализ ферментативной активности почвы как наиболее чувствительного индикатора ее состояния. Для оценки влияния древесного биоугля на ферментативную активность дерново-подзолистой супесчаной почвы и кумулятивную эмиссию закиси азота (N2O) мы провели 90-суточный лабораторный эксперимент, сравнив в 9-кратной повторности показатели в контроле (почва, К), в почве с биоуглем (Б), с минеральным удобрением (нитроаммофоска N16P16K16, N90) и при сочетании минерального удобрения с биоуглем (N90 + Б). Исследовали катализирующей эффект уреазы (карбамид-амидогидролаза, КФ 3.5.1.5), каталазы (H2O2:Н2О2-оксидоредуктаза, КФ 1.11.1.6), пероксидазы (1,2,3-пирогаллол:Н2О2-оксидоредуктаза, КФ 1.11.1.7) и полифенолоксидазы (О-дифенол:кислород-оксидоредуктаза, КФ 1.10.3.1). Выбор этих ферментов обусловлен их высокой чувствительностью к различным воздействиям и значимой ролью в трансформации органического вещества, от которой зависит цикл азота. Результаты исследований показали, что внесение биоугля в дозе 10 т/га достоверно (p < 0,05) снижало кумулятивную эмиссию N2O из почвы в 1,4 раза по сравнению как с контролем, так и с вариантом N90. Наличие биоугля в почве не оказывало существенного влияния на уреазную активность. В то же время активность изучаемых оксидоредуктаз в почве с биоуглем достоверно (p < 0,05) возрастала в среднем в 1,2 раза, что связано с изменением физических свойств почвы при внесении биоугля, и в первую очередь с аэрацией. Между эмиссией N2O и каталазной активностью были установлены высокие корреляционные связи ( r = 0,85 и r = 0,87 соответственно для Б и N90 + Б). Расчет соотношения активности полифенолоксидазы и пероксидазы свидетельствовал об усилении (на 10-13 %) процессов минерализации гумусовых веществ в присутствии биоугля по сравнению с показателями в вариантах без биоугля. Таким образом, биоуголь достоверно обусловил смену окислительно-восстановительных условий в почве, что нашло отражение в изменении активности оксидоредуктаз, усилении минерализации гумусовых веществ, уменьшении эмиссии N2O. Изученные ферменты и эмиссия N2O оказались чувствительными биоиндикаторами состояния почвы с биоуглем и могут быть использованы для экологической оценки эмиссии парниковых газов в системах землепользования","Рижия Е. Я., Мухина И. М., Вертебный В. Е., Хорак Я., Конончук П. Ю., Хомяков Ю. В. Ферментативная активность и эмиссия закиси азота из дерново-подзолистой супесчаной почвы с биоуглем // С.-х. биол., Сельхозбиология, S-h biol, Sel-hoz biol, Sel\u0027skokhozyaistvennaya biologiya, Agricultural Biology. 2017. №3. URL: https://cyberleninka.ru/article/n/fermentativnaya-aktivnost-i-emissiya-zakisi-azota-iz-dernovo-podzolistoy-supeschanoy-pochvy-s-biouglem (дата обращения: 14.11.2024).","Рижия Е.Я., Мухина И.М., Вертебный В.Е., Хорак Я., Конончук П.Ю., & Хомяков Ю.В. (2017). Ферментативная активность и эмиссия закиси азота из дерново-подзолистой супесчаной почвы с биоуглем. Сельскохозяйственная биология, 52 (3), 464-470.",https://cyberleninka.ru/article/n/fermentativnaya-aktivnost-i-emissiya-zakisi-azota-iz-dernovo-podzolistoy-supeschanoy-pochvy-s-biouglem
Элементы круговорота с и n в природных и антропогенных экосистемах полупустыни Северного Прикаспия,"Кулакова Н.Ю., Абатуров Б.Д., Нухимовская Ю.Д.",Аридные экосистемы,2017,Биологические науки,"круговорот с и n, экосистемы полупустыни, искусственные лесные насаждения, пастбища","c and n cycle, forest plantations, grazing, semi-desert","Прослежены изменения в количестве и динамике депонирования поступающих на поверхность почвы углерода и азота в антропогенных пастбищных и лесных экосистемах Северного Прикаспия, созданных на месте естественных степных и пустынных растительных ассоциаций. Показано, что в подстилке насаждения дуба черешчатого ( Quércus róbur ) через два года после поступления депонируется в 1.3 раза больше углерода и примерно такое же количество азота, как в степной подстилке, несмотря на то, что масса поступающего опада в лесном насаждении в 1.4 раза меньше, чем в травяной экосистеме. При близких значениях запасов углерода и азота в почве под степной растительностью и под насаждением, отмечено перераспределение запасов углерода и азота в лесной почве: запасы углерода в лесной подстилке и слое 0-5 см составляют 33% от запасов в подстилке и в слое почвы 0-50 см, а под степной растительностью 22%; запасы азота соответственно 2.9 и 2.0%. В результате интенсивного выпаса в экосистемы западин поступает в 1.6-1.7 раз меньше углерода и азота, в экосистемы микроповышений в 1.4 раза меньше этих элементов, чем на заповедных участках. Достоверное уменьшение запасов углерода и азота отмечено в подстилке и слое 0-5 см лугово-каштановых почв западин, находящихся под прессингом интенсивного выпаса.","Кулакова Н. Ю., Абатуров Б. Д., Нухимовская Ю. Д. Элементы круговорота с и n в природных и антропогенных экосистемах полупустыни Северного Прикаспия // Аридные экосистемы. 2017. №1 (70). URL: https://cyberleninka.ru/article/n/elementy-krugovorota-s-i-n-v-prirodnyh-i-antropogennyh-ekosistemah-polupustyni-severnogo-prikaspiya (дата обращения: 14.11.2024).","Кулакова Н.Ю., Абатуров Б.Д., & Нухимовская Ю.Д. (2017). Элементы круговорота с и n в природных и антропогенных экосистемах полупустыни Северного Прикаспия. Аридные экосистемы, 23 (1 (70)), 17-25.",https://cyberleninka.ru/article/n/elementy-krugovorota-s-i-n-v-prirodnyh-i-antropogennyh-ekosistemah-polupustyni-severnogo-prikaspiya
