Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
ИЗУЧЕНИЕ ФЕРМЕНТОВ МАЛАТ-АСПАРТАТНОЙ ЧЕЛНОЧНОЙ СИСТЕМЫ У ГЕНОТИПОВ ПШЕНИЦЫ,"Гурбанова Улдуза Ахмед, Мирзалиева Минара Адиль",Бюллетень науки и практики,2023,Агробиотехнологии,"пшеница, стресс вызванный засухой",,"Одной из важных проблем сельского хозяйства является снижение продуктивности сортов мягкой пшеницы, выращиваемых на территории Азербайджана, в условиях водного дефицита вызванного климатическими изменениями. В связи с этим засуха, являющийся одним из абиотических стрессовых факторов, способных прямо или косвенно влиять на метаболизм растений, остается активной темой дискуссий в исследованиях, проводимых в этой области в последние десятилетия. Изучена активность ферментов малат-аспартатной челночной системы у растений пшеницы, выращенной в условиях водного дефицита. Установлено, что активность ферментов аспартатаминотрансферазы и НАД-малатдегидрогеназы выше у засухоустойчивых генотипов.","Гурбанова Улдуза Ахмед, Мирзалиева Минара Адиль ИЗУЧЕНИЕ ФЕРМЕНТОВ МАЛАТ-АСПАРТАТНОЙ ЧЕЛНОЧНОЙ СИСТЕМЫ У ГЕНОТИПОВ ПШЕНИЦЫ // Бюллетень науки и практики. 2023. №5. URL: https://cyberleninka.ru/article/n/izuchenie-fermentov-malat-aspartatnoy-chelnochnoy-sistemy-u-genotipov-pshenitsy (дата обращения: 24.10.2024).","Гурбанова Улдуза Ахмед, & Мирзалиева Минара Адиль (2023). ИЗУЧЕНИЕ ФЕРМЕНТОВ МАЛАТ-АСПАРТАТНОЙ ЧЕЛНОЧНОЙ СИСТЕМЫ У ГЕНОТИПОВ ПШЕНИЦЫ. Бюллетень науки и практики, 9 (5), 42-48.",https://cyberleninka.ru/article/n/izuchenie-fermentov-malat-aspartatnoy-chelnochnoy-sistemy-u-genotipov-pshenitsy
КЛИМАТИЧЕСКИЙ СИГНАЛ В ГОДИЧНЫХ СЛОЯХ ДУБА ЧЕРЕШЧАТОГО (QUERCUSROBUR L.) НА ЮГО ВОСТОЧНОЙ ГРАНИЦЕ ЕГО АРЕАЛА В БАССЕЙНЕ Р. УРАЛ,"Кучеров Сергей Е., Кучерова Светлана В., Мартыненко Василий Б., Вельмовский Павел В.","Юг России: экология, развитие",2023,Биологические науки,"бассейн реки урал, хребет дзяу тюбе, дуб черешчатый, радиальный прирост, климатический сигнал",quercus robur,"Цель. Выявление и анализ климатического сигнала, содержащегося в годичных слоях дуба черешчатого на юго восточной границе своего ареала на территории России (бассейн реки Урал). Материал и методы. Материалам для исследования были годичные слои в образцах древесины дуба черешчатого, взятых на трех участках в южной части хребта Дзяу тюбе. Измерения ширины годичных слоев были выполнены на бинокулярном микроскопе МБС и на измерительном комплексе Lintab с программным пакетом TSAP-WinTM. Построение хронологий радиального прироста осуществлялось в программе ARSTAN. Дендроклиматический анализ проводился в пакете TreeClim в среде программирования R. Результаты. Лимитирующим климатическим фактором для радиального прироста дуба черешчатого на юго восточной границе своего ареала является количество атмосферных осадков за зимне весенний сезон и начальный период вегетации и в наибольшей степени с суммой осадков марта мая. Показано, что сила этого климатического сигнала в годичных слоях дуба не была постоянной во времени. В динамике этого сигнала характерно наличие локальных участков его снижения, начало которых приурочено к годам массовых размножений непарного шелкопряда. Заключение. Начиная с начала 80-х гг. XX столетия произошло значительное уменьшение связи прироста с количеством осадков за март май. Причиной этого изменения, по нашему мнению, могло быть сильное изменение состояния деревьев и древостоев, вызванное воздействием сильной дефолиации дуба непарным шелкопрядом.","Кучеров Сергей Е., Кучерова Светлана В., Мартыненко Василий Б., Вельмовский Павел В. КЛИМАТИЧЕСКИЙ СИГНАЛ В ГОДИЧНЫХ СЛОЯХ ДУБА ЧЕРЕШЧАТОГО (QUERCUSROBUR L.) НА ЮГО ВОСТОЧНОЙ ГРАНИЦЕ ЕГО АРЕАЛА В БАССЕЙНЕ Р. УРАЛ // Юг России: экология, развитие. 2023. №1 (66). URL: https://cyberleninka.ru/article/n/klimaticheskiy-signal-v-godichnyh-sloyah-duba-chereshchatogo-quercusrobur-l-na-yugo-vostochnoy-granitse-ego-areala-v-basseyne-r (дата обращения: 14.11.2024).","Кучеров Сергей Е., Кучерова Светлана В., Мартыненко Василий Б., & Вельмовский Павел В. (2023). КЛИМАТИЧЕСКИЙ СИГНАЛ В ГОДИЧНЫХ СЛОЯХ ДУБА ЧЕРЕШЧАТОГО (QUERCUSROBUR L.) НА ЮГО ВОСТОЧНОЙ ГРАНИЦЕ ЕГО АРЕАЛА В БАССЕЙНЕ Р. УРАЛ. Юг России: экология, развитие, 18 (1 (66)), 34-45.",https://cyberleninka.ru/article/n/klimaticheskiy-signal-v-godichnyh-sloyah-duba-chereshchatogo-quercusrobur-l-na-yugo-vostochnoy-granitse-ego-areala-v-basseyne-r
ОЦЕНКА ЗАПАСОВ УГЛЕРОДА В ТОРФЯНЫХ ЗАЛЕЖАХ РАЗЛИЧНОГО ГЕНЕЗИСА НА БОЛОТАХ СЕВЕРО-ВОСТОКА СРЕДНЕРУССКОЙ ВОЗВЫШЕННОСТИ,Леонова Ольга Андреевна,Известия Тульского государственного университета. Естественные науки,2023,Биологические науки,"запасы углерода, торфяные залежи, болота","carbon stocks, peat deposits, mires","В статье обсуждаются результаты определения запасов углерода в торфяных залежах различного происхождения на болотах Тульской области. Показано, что запас углерода зависит от ботанического состава торфов, степени их разложения, мощности торфяных залежей и продолжительности торфообразовательного процесса. Выявленные показатели свидетельствуют о специфике функционирования разных типов болот.",Леонова Ольга Андреевна ОЦЕНКА ЗАПАСОВ УГЛЕРОДА В ТОРФЯНЫХ ЗАЛЕЖАХ РАЗЛИЧНОГО ГЕНЕЗИСА НА БОЛОТАХ СЕВЕРО-ВОСТОКА СРЕДНЕРУССКОЙ ВОЗВЫШЕННОСТИ // Известия ТулГУ. Естественные науки. 2023. №1. URL: https://cyberleninka.ru/article/n/otsenka-zapasov-ugleroda-v-torfyanyh-zalezhah-razlichnogo-genezisa-na-bolotah-severo-vostoka-srednerusskoy-vozvyshennosti (дата обращения: 14.11.2024).,"Леонова Ольга Андреевна (2023). ОЦЕНКА ЗАПАСОВ УГЛЕРОДА В ТОРФЯНЫХ ЗАЛЕЖАХ РАЗЛИЧНОГО ГЕНЕЗИСА НА БОЛОТАХ СЕВЕРО-ВОСТОКА СРЕДНЕРУССКОЙ ВОЗВЫШЕННОСТИ. Известия Тульского государственного университета. Естественные науки,  (1), 129-138. doi: 10.24412/2071-6176-2023-1-129-138",https://cyberleninka.ru/article/n/otsenka-zapasov-ugleroda-v-torfyanyh-zalezhah-razlichnogo-genezisa-na-bolotah-severo-vostoka-srednerusskoy-vozvyshennosti
АДВЕНТИВНЫЕ ВИДЫ ВО ФЛОРЕ ТЫВЫ,"Шауло Дмитрий Николаевич, Зыкова Елена Юрьевна, Шмаков Александр Иванович",Turczaninowia,2023,Биологические науки,"адвентивные виды, инвазивные растения, республика тыва, флора, центральная азия",,"Нарушение естественных экосистем, происходящее в результате хозяйственного освоения любого региона, приводит к изменениям в структуре растительного покрова. В начале XXI века на территории Тывы было известно около 70 адвентивных видов. К настоящему времени в адвентивной флоре региона отмечено присутствие 117 видов. Из них большая часть - ксенофиты, эргазиофитов (ушедших из культуры) - 31 вид. По степени натурализации преобладают эфемерофиты - 73 вида. В адвентивной флоре Тывы содержится 41 вид, внесенный в «Список инвазивных и потенциально инвазивных видов Сибири» (2014). В сравнении с другими сибирскими регионами, в Тыве меньше инвазивных и потенциально инвазивных видов, что связано как с природно-климатическими условиями региона, так и с более поздним хозяйственным освоением территории. Наиболее уязвимыми для внедрения чужеродных видов оказались северные и центральные районы республики, характеризующиеся наибольшей степенью рекреационной нагрузки. Напротив, достаточно защищены от вторжения адвентиков сравнительно удаленные от Центрально-Тувинской котловины окраинные территории республики, где при внедрении во флору чужеродных, преимущественно мезофитных, видов лимитирующим фактором выступает суровый резко-континентальный климат. Успешное внедрение на залежных землях чужеродных видов обусловлено ослаблением, вплоть до полного уничтожения, естественных местообитаний и растительных сообществ.","Шауло Дмитрий Николаевич, Зыкова Елена Юрьевна, Шмаков Александр Иванович АДВЕНТИВНЫЕ ВИДЫ ВО ФЛОРЕ ТЫВЫ // Turczaninowia. 2023. №1. URL: https://cyberleninka.ru/article/n/adventivnye-vidy-vo-flore-tyvy (дата обращения: 14.11.2024).","Шауло Дмитрий Николаевич, Зыкова Елена Юрьевна, & Шмаков Александр Иванович (2023). АДВЕНТИВНЫЕ ВИДЫ ВО ФЛОРЕ ТЫВЫ. Turczaninowia, 26 (1), 13-25.",https://cyberleninka.ru/article/n/adventivnye-vidy-vo-flore-tyvy
ИЗМЕНЕНИЯ ПОРОДНОГО СОСТАВА ЛЕСОВ КАРЕЛИИ: ИСТОРИКО-ГЕОЭКОЛОГИЧЕСКИЙ ПОДХОД,"Вампилова Людмила Борисовна, Сикан Александр Владимирович",Региональные геосистемы,2023,Биологические науки,"историко-географическое районирование, изменение породного состава лесов, историко-географические срезы, диахронический метод, гис-технологии, интегральная кривая температур воздуха",,"Актуальность изучения динамики породного состава лесов Карельского региона связана с масштабными антропогенными преобразованиями за историческое время. Новизна исследования заключается в создании новой методики историко-геоэкологической направленности с использованием ГИС-технологий посредством ретроспективного анализа. Количественный анализ модификации породного состава лесов Карелии за историческое время с целью идентификации антропогенного и природного (климатического) фактора проведен впервые. Получены количественные оценки масштабов преобразования человеком лесных ландшафтов за прошедшие 1500 лет и последнее столетие. Анализ выполнен посредством наложения схемы историко-географического районирования Карелии на имеющиеся разновременные карты растительности. Современные карты растительности опытных полигонов созданы на основе космических снимков. Для установления причин изменения состава лесов проведены экспедиционные исследования и анализ изменения климатических параметров. Значительные трансформации породного состава лесов установлены для Обонежской провинции, где площадь ельников к концу XX в. сократилась с 66 % до 33 %. Обнаружено, что в пределах Поморской провинции еловые леса были замещены сосняками в процессе многовековой хозяйственной деятельности и под влиянием изменений климата.","Вампилова Людмила Борисовна, Сикан Александр Владимирович ИЗМЕНЕНИЯ ПОРОДНОГО СОСТАВА ЛЕСОВ КАРЕЛИИ: ИСТОРИКО-ГЕОЭКОЛОГИЧЕСКИЙ ПОДХОД // Региональные геосистемы. 2023. №1. URL: https://cyberleninka.ru/article/n/izmeneniya-porodnogo-sostava-lesov-karelii-istoriko-geoekologicheskiy-podhod (дата обращения: 14.11.2024).","Вампилова Людмила Борисовна, & Сикан Александр Владимирович (2023). ИЗМЕНЕНИЯ ПОРОДНОГО СОСТАВА ЛЕСОВ КАРЕЛИИ: ИСТОРИКО-ГЕОЭКОЛОГИЧЕСКИЙ ПОДХОД. Региональные геосистемы, 47 (1), 126-144.",https://cyberleninka.ru/article/n/izmeneniya-porodnogo-sostava-lesov-karelii-istoriko-geoekologicheskiy-podhod
КОНТРОЛЬ АВСТРАЛИЙСКОГО ЖЕЛОБЧАТОГО ЧЕРВЕЦА (ICERYA PURCHASI MASKELL) ПРИ ПОМОЩИ ИННОВАЦИОННОГО ОЛИГОНУКЛЕОТИДНОГО ИНСЕКТИЦИДА АВЖЕЧ-11,"Гальчинский Н. В., Усеинов Р. Ж., Новиков И. А., Оберемок В. В.",Экосистемы,2023,Биологические науки,"австралийский желобчатый червец, олигонуклеотидные инсектициды, днк-инсектициды, олинциды, изменение климата, углеродный след, защита растений",icerya purchasi,"Изменение климата создает благоприятные условия для роста популяций насекомых-вредителей. В настоящее время в мире наблюдается увеличение числа вспышек насекомых-вредителей, связанное с многолетним повышением средней температуры климатических систем. Ущерб, наносимый вредителем цитрусовых австралийским желобчатым червецом Icerya purchasi Maskell, в последние годы тоже увеличивается. Борьба с этим видом крайне затруднена, поскольку не все современные химические инсектициды способны контролировать его численность. Кроме этого, использование химических инсектицидов для борьбы с этим вредителем нежелательно, так как плоды цитрусовых употребляют в пищу, а химические средства кумулятивно накапливаются в организме и наносят системный вред здоровью человека. Таким образом, изменение климата вызывает потребность как сельского, так лесного хозяйства в безопасных и эффективных инсектицидах с низким углеродным следом и длительным операционным сроком действия, таких как инсектициды на основе олигонуклеотидов (олигонуклеотидных инсектицидов) - ДНК-инсектицидов, разработанных на основе дезоксирибонуклеиновой кислоты. В этой статье мы впервые демонстрируем успешное использование короткого одноцепочечного фрагмента гена 28S рибосомальной РНК (рРНК), который мы назвали Авжеч-11, для борьбы с австралийским желобчатым червецом и предлагаем использование олигонуклеотидных инсектицидов с нулевым углеродным следом для крупномасштабного внедрения в сельском и лесном хозяйстве.","Гальчинский Н. В., Усеинов Р. Ж., Новиков И. А., Оберемок В. В. КОНТРОЛЬ АВСТРАЛИЙСКОГО ЖЕЛОБЧАТОГО ЧЕРВЕЦА (ICERYA PURCHASI MASKELL) ПРИ ПОМОЩИ ИННОВАЦИОННОГО ОЛИГОНУКЛЕОТИДНОГО ИНСЕКТИЦИДА АВЖЕЧ-11 // Экосистемы. 2023. №33. URL: https://cyberleninka.ru/article/n/kontrol-avstraliyskogo-zhelobchatogo-chervetsa-icerya-purchasi-maskell-pri-pomoschi-innovatsionnogo-oligonukleotidnogo-insektitsida (дата обращения: 14.11.2024).","Гальчинский Н. В., Усеинов Р. Ж., Новиков И. А., & Оберемок В. В. (2023). КОНТРОЛЬ АВСТРАЛИЙСКОГО ЖЕЛОБЧАТОГО ЧЕРВЕЦА (ICERYA PURCHASI MASKELL) ПРИ ПОМОЩИ ИННОВАЦИОННОГО ОЛИГОНУКЛЕОТИДНОГО ИНСЕКТИЦИДА АВЖЕЧ-11. Экосистемы,  (33), 32-37.",https://cyberleninka.ru/article/n/kontrol-avstraliyskogo-zhelobchatogo-chervetsa-icerya-purchasi-maskell-pri-pomoschi-innovatsionnogo-oligonukleotidnogo-insektitsida
"ВЛИЯНИЕ КЛИМАТИЧЕСКИХ ИЗМЕНЕНИЙ НА АРЕАЛЫ БЕСПОЗВОНОЧНЫХ (DIPTERA, MOLLUSKA) ТАВУШСКОЙ ОБЛАСТИ АРМЕНИИ","Оганесян Варужан С., Мирумян Людмила С., Гаспарян Армен С., Аванесян Людмила Г., Шогерян Сирине А., Магомедова Мадина З., Магомедова Патимат Д., Арутюнова Лаура Д.","Юг России: экология, развитие",2023,Биологические науки,"изменение климата, расширение ареала, беспозвоночные, слепни, галлицы, моллюски, тавушская область",,"Цель. Целью работы является изучение видового состава беспозвоночных (Insecta, Molluska) Тавушской области и изменения их ареалов под влиянием климатических условий. Материал и методы. Материалом послужили собственные сборы, проведенные в 2021-2022 гг. в разных пунктах Тавушской области Армении, а также коллекции беспозвоночных Института зоологии НЦЗГЭ. Сбор и определение двукрылых насекомых и моллюсков проводился по общепринятым методикам. Работа выполнена в Институте зоологии НЦЗГЭ. Научный материал хранится в коллекционном фонде НЦ. Результаты. В результате исследований видового состава беспозвоночных к настоящему времени для Тавушской области приводятся 28 видов слепней (Tabanidae); 27 видов галлиц - фитофагов (Cecidomyiidae), 10 видов моллюсков. В результате изменения климата в сторону потепления, для 6-и видов слепней S. (N.) caucasicus , Ch. (H.) f. flavipes , Ch. ludens , T. unifasciatus , T. indrae vappa , T. miki ; 4-х видов галлиц - фитофагов - A. verbasci , D. tortrix , S. euphorbiae , R. terminalis; 1-го вида моллюска H. buchi отмечены новые локалитеты. Указанные виды расширили ареал обитания: у слепней наблюдаются изменения ареала по вертикальной зональности. Заключение. В результате проведенных исследований выявлено, что в связи с изменением климата, ареалы некоторых видов беспозвоночных - слепней, галлиц - фитофагов, моллюсков по сравнению с данными прошлых лет, расширились. Все виды, у которых наблюдается прямая зависимость изменения ареала от климатических условий могут в дальнейшем рассматриваться как биондикаторы на изменения климата.","Оганесян Варужан С., Мирумян Людмила С., Гаспарян Армен С., Аванесян Людмила Г., Шогерян Сирине А., Магомедова Мадина З., Магомедова Патимат Д., Арутюнова Лаура Д. ВЛИЯНИЕ КЛИМАТИЧЕСКИХ ИЗМЕНЕНИЙ НА АРЕАЛЫ БЕСПОЗВОНОЧНЫХ (DIPTERA, MOLLUSKA) ТАВУШСКОЙ ОБЛАСТИ АРМЕНИИ // Юг России: экология, развитие. 2023. №2 (67). URL: https://cyberleninka.ru/article/n/vliyanie-klimaticheskih-izmeneniy-na-arealy-bespozvonochnyh-diptera-molluska-tavushskoy-oblasti-armenii (дата обращения: 14.11.2024).","Оганесян Варужан С., Мирумян Людмила С., Гаспарян Армен С., Аванесян Людмила Г., Шогерян Сирине А., Магомедова Мадина З., Магомедова Патимат Д., & Арутюнова Лаура Д. (2023). ВЛИЯНИЕ КЛИМАТИЧЕСКИХ ИЗМЕНЕНИЙ НА АРЕАЛЫ БЕСПОЗВОНОЧНЫХ (DIPTERA, MOLLUSKA) ТАВУШСКОЙ ОБЛАСТИ АРМЕНИИ. Юг России: экология, развитие, 18 (2 (67)), 15-20.",https://cyberleninka.ru/article/n/vliyanie-klimaticheskih-izmeneniy-na-arealy-bespozvonochnyh-diptera-molluska-tavushskoy-oblasti-armenii
МИКРОБНАЯ БИОМАССА И ФЕРМЕНТАТИВНАЯ АКТИВНОСТЬ ЛЕСНЫХ ПОЧВ РАИФСКОГО УЧАСТКА ВОЛЖСКО-КАМСКОГО ЗАПОВЕДНИКА,"Кулагина В.И., Сунгатуллина Л.М., Рязанов С.С., Шагидуллин Р.Р., Александрова А.Б., Рупова Э.Х.",Российский журнал прикладной экологии,2023,Биологические науки,"почва, микробная биомасса, инвертаза, каталаза, запасы микробного углерода",,"В статье приведены результаты определения запасов микробного углерода, показателей активности каталазы и инвертазы в почвах разновозрастных лесов Раифского участка Волжско-Камского государственного природного биосферного заповедника. Содержание микробного углерода в верхних горизонтах почв колеблется от 0.44 до 1.24 мгС/г, а в слое 0-30 см его запасы варьируют от 1.33 до 2.69 тС/га. Относительное содержание микробного углерода от общего органического углерода почвы с глубиной увеличивается. В гумусовых горизонтах она составляет 2.5-4.4%, в иллювиальных достигает 14-70%. Минимальные значения содержания углерода микробной биомассы, инвертазной и каталазной активности наблюдаются в почвах под сосняками, в почвах под лиственными лесами эти показатели выше. Показана корреляционная связь между количеством микробной биомассы в почвах и активностью инвертазы (r=0.87), активностью каталазы и гумуса (0.73), активностью каталазы и инвертазы (0.79). Средняя корреляционная зависимость отмечена между содержанием микробного углерода и гумуса в верхних горизонтах почв (r=0.53), активностью инвертазы и содержанием гумуса (0.48), активностью каталазы и содержанием микробного углерода (0.60)","Кулагина В. И., Сунгатуллина Л. М., Рязанов С. С., Шагидуллин Р. Р., Александрова А. Б., Рупова Э. Х. МИКРОБНАЯ БИОМАССА И ФЕРМЕНТАТИВНАЯ АКТИВНОСТЬ ЛЕСНЫХ ПОЧВ РАИФСКОГО УЧАСТКА ВОЛЖСКО-КАМСКОГО ЗАПОВЕДНИКА // Российский журнал прикладной экологии. 2023. №2 (34). URL: https://cyberleninka.ru/article/n/mikrobnaya-biomassa-i-fermentativnaya-aktivnost-lesnyh-pochv-raifskogo-uchastka-volzhsko-kamskogo-zapovednika (дата обращения: 14.11.2024).","Кулагина В.И., Сунгатуллина Л.М., Рязанов С.С., Шагидуллин Р.Р., Александрова А.Б., & Рупова Э.Х. (2023). МИКРОБНАЯ БИОМАССА И ФЕРМЕНТАТИВНАЯ АКТИВНОСТЬ ЛЕСНЫХ ПОЧВ РАИФСКОГО УЧАСТКА ВОЛЖСКО-КАМСКОГО ЗАПОВЕДНИКА. Российский журнал прикладной экологии,  (2 (34)), 49-56.",https://cyberleninka.ru/article/n/mikrobnaya-biomassa-i-fermentativnaya-aktivnost-lesnyh-pochv-raifskogo-uchastka-volzhsko-kamskogo-zapovednika
ОЦЕНКА ЗАПАСОВ УГЛЕРОДА В ЛЕСНЫХ ПОДСТИЛКАХ РАИФСКОГО УЧАСТКА ВОЛЖСКО-КАМСКОГО ЗАПОВЕДНИКА,"Александрова А.Б., Кулагина В.И., Иванов Д.В., Маланин В.В., Марасов А.А.",Российский журнал прикладной экологии,2023,Биологические науки,"запасы углерода, секвестрация углерода, лесная подстилка, волжско-камский биосферный заповедник",,"Приведены численные характеристики запасов углерода в подстилках разновозрастных лесных фитоценозов Раифского участка Волжско-Камского государственного природного биосферного заповедника. Запасы углерода в подстилках различных типов леса отличаются вариабельностью и в среднем равны: березняки 4.1 тС/га, липняки 4.8 тС/га, сосняки 12.9 тС/га.","Александрова А. Б., Кулагина В. И., Иванов Д. В., Маланин В. В., Марасов А. А. ОЦЕНКА ЗАПАСОВ УГЛЕРОДА В ЛЕСНЫХ ПОДСТИЛКАХ РАИФСКОГО УЧАСТКА ВОЛЖСКО-КАМСКОГО ЗАПОВЕДНИКА // Российский журнал прикладной экологии. 2023. №2 (34). URL: https://cyberleninka.ru/article/n/otsenka-zapasov-ugleroda-v-lesnyh-podstilkah-raifskogo-uchastka-volzhsko-kamskogo-zapovednika (дата обращения: 14.11.2024).","Александрова А.Б., Кулагина В.И., Иванов Д.В., Маланин В.В., & Марасов А.А. (2023). ОЦЕНКА ЗАПАСОВ УГЛЕРОДА В ЛЕСНЫХ ПОДСТИЛКАХ РАИФСКОГО УЧАСТКА ВОЛЖСКО-КАМСКОГО ЗАПОВЕДНИКА. Российский журнал прикладной экологии,  (2 (34)), 57-62.",https://cyberleninka.ru/article/n/otsenka-zapasov-ugleroda-v-lesnyh-podstilkah-raifskogo-uchastka-volzhsko-kamskogo-zapovednika
ОСОБЕННОСТИ КРАНИОЛОГИЧЕСКИХ ПРИЗНАКОВ MYODES GLAREOLUS SCHREBER НА ТЕРРИТОРИИ КОСТРОМСКОЙ ОБЛАСТИ,"Климова Алена Сергеевна, Сиротина Марина Валерьевна",Самарский научный вестник,2023,Биологические науки,"грызуны, краниометрические признаки, изменчивость, гпз кологривский лес, опх минское, костромская область",myodes glareolus schreber,"В рамках комплексного мониторинга состояния экосистем заповедника «Кологривский лес» в течение одиннадцати лет (2012-2022 гг.) проводились исследования популяционной организации Myodes glareolus Schreber. Для сравнения значений краниологических признаков «контрольной» популяции рассмотрены аналогичные промеры у грызунов, обитающих на территории Костромского лесничества ОПХ «Минское» (2021-2022 гг.). В статье приведены данные о размерах и пропорциях черепа данного вида. Рассчитаны остеологические индексы, характеризующие экологию питания исследованных популяций и их «краниометрический облик». Дан анализ изменчивости и скоррелированности 17 краниометрических признаков Myodes glareolus с целью диагностики степени оптимальности условий для существования популяций данного вида, а также для оценки состояния среды в комплексных программах биологического мониторинга. Получены данные о закономерностях изменчивости метрических и неметрических признаков черепа в ряду лет, а также изучено влияние половой структуры популяции, хода динамики ее численности, погодно-климатических факторов на детерминированность краниологических промеров. Половой диморфизм по данным параметрам выражен незначительно. Наблюдается положительная скоррелированность признаков у грызунов, обитающих на территории биосферного резервата как наиболее оптимального местообитания по сравнению с территорией ОПХ «Минское», где преимущественно выявлена отрицательная корреляционная связь. Установлена сильная корреляция некоторых краниометрических признаков, характеризующих специфику питания, от плотности популяций, среднего количества осадков и средней температуры воздуха. Кроме того, выявлены слабые корреляционные связи между массой тела особей и промерами черепа. При исследовании флуктуирующей асимметрии неметрических признаков левой и правой сторон верхней и нижней челюсти установлен низкий уровень коэффициента FAnm в исследованных популяциях. Динамические изменения уровня флуктуирующей асимметрии грызунов незначительные. Установлена слабая отрицательная корреляция флуктуирующей асимметрии и значений среднего количества осадков в периоды исследований. По остальным факторам достоверной значимой корреляции не установлено. Результаты представленного комплексного исследования краниометрических признаков Myodes glareolus на территории Костромской области указывают на устойчивое состояние популяций в рассматриваемых экологических условиях окружающей среды.","Климова Алена Сергеевна, Сиротина Марина Валерьевна ОСОБЕННОСТИ КРАНИОЛОГИЧЕСКИХ ПРИЗНАКОВ MYODES GLAREOLUS SCHREBER НА ТЕРРИТОРИИ КОСТРОМСКОЙ ОБЛАСТИ // СНВ. 2023. №1. URL: https://cyberleninka.ru/article/n/osobennosti-kraniologicheskih-priznakov-myodes-glareolus-schreber-na-territorii-kostromskoy-oblasti (дата обращения: 14.11.2024).","Климова Алена Сергеевна, & Сиротина Марина Валерьевна (2023). ОСОБЕННОСТИ КРАНИОЛОГИЧЕСКИХ ПРИЗНАКОВ MYODES GLAREOLUS SCHREBER НА ТЕРРИТОРИИ КОСТРОМСКОЙ ОБЛАСТИ. Самарский научный вестник, 12 (1), 48-56.",https://cyberleninka.ru/article/n/osobennosti-kraniologicheskih-priznakov-myodes-glareolus-schreber-na-territorii-kostromskoy-oblasti
