Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
АНАЛИЗ ПРИМЕНЕНИЯ ИНЖЕНЕРНО-ЭКОЛОГИЧЕСКОГО СТРОИТЕЛЬСТВА,Выставкина Е.В.,The Scientific Heritage,2021,Экологические биотехнологии,"инженерия окружающей среды, устойчивое развитие, экологический город.","environmental engineering, sustainable development, ecological city.","В настоящее время, с постоянным ухудшением экологической среды и постепенным углублением человеческого понимания взаимоотношений между человеком и природой, строительство экологического города стало тенденцией. Гармоничное развитие городов, людей и окружающей среды посредством создания экологической среды неизбежный выбор для человеческого и городского развития. В этой статье представлены две важные концепции экологической среды и экологической инженерии, а также необходимость экологического строительства.",Выставкина Е. В. АНАЛИЗ ПРИМЕНЕНИЯ ИНЖЕНЕРНО-ЭКОЛОГИЧЕСКОГО СТРОИТЕЛЬСТВА // The Scientific Heritage. 2021. №58-1. URL: https://cyberleninka.ru/article/n/analiz-primeneniya-inzhenerno-ekologicheskogo-stroitelstva (дата обращения: 25.10.2024).,"Выставкина Е.В. (2021). АНАЛИЗ ПРИМЕНЕНИЯ ИНЖЕНЕРНО-ЭКОЛОГИЧЕСКОГО СТРОИТЕЛЬСТВА. The Scientific Heritage,  (58-1), 63-65. doi: 10.24412/9215-0365-2021-58-1-63-65",https://cyberleninka.ru/article/n/analiz-primeneniya-inzhenerno-ekologicheskogo-stroitelstva
ИССЛЕДОВАНИЕ ПРОЦЕССА КОМБИНИРОВАННОЙ ОЧИСТКИ СТОЧНЫХ ВОД,Умуров Феруз Фахриддинович,Universum: химия и биология,2021,Экологические биотехнологии,"коагулянт, сточные воды, очистка, процесс, частицы, сорбент, реагент, бентонит, каолин","coagulant, waste water, treatment, process, particles, sorbent, reagent, bentonite, kaolin","Выявлены оптимальные дозы минеральных коагулянтов на степень очистки сточных вод шелкомотального производства. Выявлено использование более эффективных реагентов на этапе сорбции и коагуляции. Установлена адсорбционная способность бентонитового и каолинового адсорбента и определено, что оптимальное соотношение бентонит:каолин составляет 1:1.",Умуров Феруз Фахриддинович ИССЛЕДОВАНИЕ ПРОЦЕССА КОМБИНИРОВАННОЙ ОЧИСТКИ СТОЧНЫХ ВОД // Universum: химия и биология. 2021. №1-1 (79). URL: https://cyberleninka.ru/article/n/issledovanie-protsessa-kombinirovannoy-ochistki-stochnyh-vod (дата обращения: 25.10.2024).,"Умуров Феруз Фахриддинович (2021). ИССЛЕДОВАНИЕ ПРОЦЕССА КОМБИНИРОВАННОЙ ОЧИСТКИ СТОЧНЫХ ВОД. Universum: химия и биология,  (1-1 (79)), 95-98.",https://cyberleninka.ru/article/n/issledovanie-protsessa-kombinirovannoy-ochistki-stochnyh-vod
ПРИМЕНЕНИЕ МИКРОБИОЛОГИЧЕСКОГО ПРЕПАРАТА «ЭКОБАКТЕР» ДЛЯ ОЧИСТКИ СТОЧНЫХ ВОД И КОМПОСТИРОВАНИЯ ИЛОВЫХ ОСАДКОВ,"Аллахвердиев С.Р., Ерошенко В.И., Будниченко А.В.",Deutsche Internationale Zeitschrift für zeitgenössische Wissenschaft,2021,Экологические биотехнологии,"«экобактер», сточные воды, компостирование.","«ecobacter», wastewater, composting.",В данной статье приведены рекомендации по применению микробиологического препарата «Экобактер» при очистке промышленных и бытовых сточных вод и компостировании иловых осадков.,"Аллахвердиев С. Р., Ерошенко В. И., Будниченко А. В. ПРИМЕНЕНИЕ МИКРОБИОЛОГИЧЕСКОГО ПРЕПАРАТА «ЭКОБАКТЕР» ДЛЯ ОЧИСТКИ СТОЧНЫХ ВОД И КОМПОСТИРОВАНИЯ ИЛОВЫХ ОСАДКОВ // DIZWW. 2021. №4-2. URL: https://cyberleninka.ru/article/n/primenenie-mikrobiologicheskogo-preparata-ekobakter-dlya-ochistki-stochnyh-vod-i-kompostirovaniya-ilovyh-osadkov (дата обращения: 25.10.2024).","Аллахвердиев С.Р., Ерошенко В.И., & Будниченко А.В. (2021). ПРИМЕНЕНИЕ МИКРОБИОЛОГИЧЕСКОГО ПРЕПАРАТА «ЭКОБАКТЕР» ДЛЯ ОЧИСТКИ СТОЧНЫХ ВОД И КОМПОСТИРОВАНИЯ ИЛОВЫХ ОСАДКОВ. Deutsche Internationale Zeitschrift für zeitgenössische Wissenschaft,  (4-2), 4-5. doi: 10.24412/2701-8377-2021-4-2-4-5",https://cyberleninka.ru/article/n/primenenie-mikrobiologicheskogo-preparata-ekobakter-dlya-ochistki-stochnyh-vod-i-kompostirovaniya-ilovyh-osadkov
АНАЛИЗ ПРОЕКТА РЕКУЛЬТИВАЦИИ НАРУШЕННЫХ ЗЕМЕЛЬ,"Мартынова Наталья Григорьевна, Бударова Валентина Алексеевна",International agricultural journal,2021,Экологические биотехнологии,"рекультивация, нарушенные земли, технологическая карта рекультивации, техногенез ландшафтов, техногенез недр","reclamation, disturbed lands, technological map of reclamation, technogenesis of landscapes, technogenesis of subsurface resources","Рациональное пользование земель и сохранение плодородных свойств почвенного покрова на сегодняшний день подчиняются строгим экологическим требованиям государства. Поэтому регулирование вопросов рекультивации земель в промышленном производстве является одним из главных факторов. Поэтому важен точный расчет экологического риска при проведении строительных работ. В связи с чем, важно определять этапы процесса рекультивации. Поэтому в статье рассмотрены вопросы разработки проекта рекультивации и приведен пример технологической карты. В статье обоснована роль рекультивации нарушенных земель.","Мартынова Наталья Григорьевна, Бударова Валентина Алексеевна АНАЛИЗ ПРОЕКТА РЕКУЛЬТИВАЦИИ НАРУШЕННЫХ ЗЕМЕЛЬ // IACJ. 2021. №1. URL: https://cyberleninka.ru/article/n/analiz-proekta-rekultivatsii-narushennyh-zemel (дата обращения: 25.10.2024).","Мартынова Наталья Григорьевна, & Бударова Валентина Алексеевна (2021). АНАЛИЗ ПРОЕКТА РЕКУЛЬТИВАЦИИ НАРУШЕННЫХ ЗЕМЕЛЬ. International agricultural journal,  (1). doi: 10.24412/2588-0209-2021-10291",https://cyberleninka.ru/article/n/analiz-proekta-rekultivatsii-narushennyh-zemel
МОНИТОРИНГ СОДЕРЖАНИЯ ТЯЖЕЛЫХ МЕТАЛЛОВ В ПОЧВАХ ПРИДОРОЖНЫХ ТЕРРИТОРИЙ (НА ПРИМЕРЕ Г. УЛЬЯНОВСКА),"Казакова Н.А., Садретдинова Л.Р., Мухаметшин А.А.",Международный научно-исследовательский журнал,2021,Экологические биотехнологии,"тяжелые металлы, автодорога, транспорт, загрязнение, экологический мониторинг","heavy metals, highway, transportation, pollution, environmental monitoring","В данной статье рассматривается содержание тяжелых металлов в почвах придорожных территорий на примере города Ульяновска, так как проблема постоянно растущего количества автомобилей обостряется из года в год. Соответственно, было изучено влияние автотранспорта на загрязнение почв по мере приближения к автодороге на расстоянии в 50 метров, 100 метров и 150 метров. На основе полученных данных был высчитан коэффициент концентрации тяжелых металлов в выбранном районе исследования, а также установлена их последовательность по мере влияния на почву, выявлены приоритетные загрязнители. В конце научной работы, резюмируя все полученные результаты, приведены рекомендации по экологическому мониторингу данных территорий.","Казакова Н. А., Садретдинова Л. Р., Мухаметшин А. А. МОНИТОРИНГ СОДЕРЖАНИЯ ТЯЖЕЛЫХ МЕТАЛЛОВ В ПОЧВАХ ПРИДОРОЖНЫХ ТЕРРИТОРИЙ (НА ПРИМЕРЕ Г. УЛЬЯНОВСКА) // МНИЖ. 2021. №1-2 (103). URL: https://cyberleninka.ru/article/n/monitoring-soderzhaniya-tyazhelyh-metallov-v-pochvah-pridorozhnyh-territoriy-na-primere-g-ulyanovska (дата обращения: 25.10.2024).","Казакова Н.А., Садретдинова Л.Р., & Мухаметшин А.А. (2021). МОНИТОРИНГ СОДЕРЖАНИЯ ТЯЖЕЛЫХ МЕТАЛЛОВ В ПОЧВАХ ПРИДОРОЖНЫХ ТЕРРИТОРИЙ (НА ПРИМЕРЕ Г. УЛЬЯНОВСКА). Международный научно-исследовательский журнал,  (1-2 (103)), 84-87.",https://cyberleninka.ru/article/n/monitoring-soderzhaniya-tyazhelyh-metallov-v-pochvah-pridorozhnyh-territoriy-na-primere-g-ulyanovska
ТЕХНОЛОГИЯ ОЧИСТКИ И ОБЕЗЗАРАЖИВАНИЯ БАЛЛАСТНОЙ ВОДЫ,"Решняк Валерий Иванович, Каляуш Александр Иванович, Рочев Дмитрий Игоревич",Вестник Астраханского государственного технического университета. Серия: Морская техника и технология,2021,Экологические биотехнологии,"балластная вода, технология, очистка, обеззараживание, ультрафиолетовое излучение, озонирование","ballast water, technology, purifying, disinfection, ultraviolet radiation, ozonization","Обоснована актуальность вопроса переноса микроорганизмов с балластной водой, используемой при эксплуатации судов. Отмечено, что поиск решения вышеуказанной проблемы занимает значительное количество времени и требует создания устройств для очистки и обеззараживания балластной воды. В настоящее время существуют различные подобные устройства, снижение количества микроорганизмов в которых обеспечивается в процессах очистки или обеззараживания. Предлагается новая технология очистки и обеззараживания балластной воды, предусматривающая образование осадка, содержащего микроорганизмы, удаление этого осадка из общего объема балластной воды с последующим обеззараживанием озоном. Отмечено, что объем воды, содержащий осадок и обеззараживаемый озоном, значительно меньше всего объема балластной воды и составляет от него не более 3-5 %. Образование осадка обеспечивается применением коагуляции и седиментации. Приведена схема технологии очистки и обеззараживания балластной воды. Принципиальная схема установки для очистки и обеззараживания балластной воды включает в себя судовую балластную емкость, приемный трубопровод, реагентную емкость, насос-дозатор, коагулянт, сборник, переборку, контактную колонну, генератор озона, устройство для обезвоживания и ультрафиолетовые лампы. Условия эксплуатации судовых установок характеризуются значительными ограничениями в пространстве и во времени. Представленные технологические решения предполагают проведение части операций (коагуляция, седиментация) и обеззараживание ультрафиолетовыми лампами в балластных емкостях, что способствует экономии пространства судовых помещений. Предлагаемая технология может применяться как в судовых установках, так и во внесудовых природоохранных технических средствах - плавучих или береговых (например, портовых сооружениях).","Решняк Валерий Иванович, Каляуш Александр Иванович, Рочев Дмитрий Игоревич ТЕХНОЛОГИЯ ОЧИСТКИ И ОБЕЗЗАРАЖИВАНИЯ БАЛЛАСТНОЙ ВОДЫ // Вестник АГТУ. Серия: Морская техника и технология. 2021. №1. URL: https://cyberleninka.ru/article/n/tehnologiya-ochistki-i-obezzarazhivaniya-ballastnoy-vody (дата обращения: 25.10.2024).","Решняк Валерий Иванович, Каляуш Александр Иванович, & Рочев Дмитрий Игоревич (2021). ТЕХНОЛОГИЯ ОЧИСТКИ И ОБЕЗЗАРАЖИВАНИЯ БАЛЛАСТНОЙ ВОДЫ. Вестник Астраханского государственного технического университета. Серия: Морская техника и технология,  (1), 32-38.",https://cyberleninka.ru/article/n/tehnologiya-ochistki-i-obezzarazhivaniya-ballastnoy-vody
ИССЛЕДОВАНИЕ ВЛИЯНИЯ ИОНОВ ТЯЖЕЛЫХ МЕТАЛЛОВ НА РЯСКУ МАЛУЮ,"Шугуров П.В., Тищенко В.П., Мищенко О.А.",Инновации и инвестиции,2021,Экологические биотехнологии,"растение, биомасса, экологический фактор, ионы тяжелых металлов, сорбционная скорость, эксперимент, фитоиндикатор, жизнедеятельность","heavy metal ions, experiment, phytoindicator, sorption rate, plant, biomass, ecological factor","В статье приведены результаты совместных экспериментальных исследований, проводимые сотрудниками Токийского университета сельского хозяйства и технологий (Япония) и сотрудниками Тихоокеанского государственного университета (Россия) на предмет изучения аккумулирующей способности Ряски малой. В представленной работе был проведен анализ и построена математическая модель процесса сорбции Ряски малой ионами цинка. В качестве объекта исследования был выбран цинк, поскольку качественный анализ состава тяжелых металлов в шламонакопителе сточных вод ряда предприятий Хабаровского края показал наличие в большей степени с превышением ПДК почв именно цинка. Результат проведенного эксперимента выявил влияние ионов тяжелых металлов, присутствующих в воде, на жизнедеятельность растений (изменение цвета, репродукционной способности) и показал возможность применение Ряски малой в качестве фиторемедиатора и индикатора содержания ионов тяжелых металлов.","Шугуров П. В., Тищенко В. П., Мищенко О. А. ИССЛЕДОВАНИЕ ВЛИЯНИЯ ИОНОВ ТЯЖЕЛЫХ МЕТАЛЛОВ НА РЯСКУ МАЛУЮ // Инновации и инвестиции. 2021. №2. URL: https://cyberleninka.ru/article/n/issledovanie-vliyaniya-ionov-tyazhelyh-metallov-na-ryasku-maluyu (дата обращения: 25.10.2024).","Шугуров П.В., Тищенко В.П., & Мищенко О.А. (2021). ИССЛЕДОВАНИЕ ВЛИЯНИЯ ИОНОВ ТЯЖЕЛЫХ МЕТАЛЛОВ НА РЯСКУ МАЛУЮ. Инновации и инвестиции,  (2), 90-95.",https://cyberleninka.ru/article/n/issledovanie-vliyaniya-ionov-tyazhelyh-metallov-na-ryasku-maluyu
СТИМУЛИРОВАНИЕ СОРТИРОВКИ ОТХОДОВ,Сасинович Анна,Наука и инновации,2021,Экологические биотехнологии,"объем отходов, раздельный сбор мусора, экономическое стимулирование, вторичные материальные ресурсы, переработка","waste volume, separate garbage collection, economic incentive, secondary raw material, recycling","Анализируется развитие стратегии Республики Беларусь в области раздельного сбора бытовых отходов и обосновывается необходимость введения новой для нашей страны депозитно-залоговой системы, которая успешно применяется во многих странах Европы и в 2015 г. была разработана в Беларуси. Исследуются предпосылки возникновения данной концепции, ее экономическая целесообразность и последующие этапы переработки вторсырья.",Сасинович Анна СТИМУЛИРОВАНИЕ СОРТИРОВКИ ОТХОДОВ // Наука и инновации. 2021. №2 (216). URL: https://cyberleninka.ru/article/n/stimulirovanie-sortirovki-othodov (дата обращения: 25.10.2024).,"Сасинович Анна (2021). СТИМУЛИРОВАНИЕ СОРТИРОВКИ ОТХОДОВ. Наука и инновации,  (2 (216)), 61-65.",https://cyberleninka.ru/article/n/stimulirovanie-sortirovki-othodov
ОПЫТ ОЦЕНКИ ДЕГРАДАЦИИ ДЕРНОВО-ПОДЗОЛИСТЫХ ПОЧВ ПРИ ПОМОЩИ МИКРОБИОЛОГИЧЕСКИХ ПОКАЗАТЕЛЕЙ (НА ПРИМЕРЕ АГРОХОЗЯЙСТВА КАЛИНИНГРАДСКОЙ ОБЛАСТИ),"О.А. Макаров, В.С. Красильникова, Е.Н. Кубарев, А.С. Строков, Д.Р. Абдулханова",Агрохимический вестник,2021,Экологические биотехнологии,"деградация почв и земель, микробное дыхание почв, микробный метаболический коэффициент, калининградская область","soil and land degradation, soil microbial respiration, microbial metabolic coefficient, the kaliningrad region","Дана оценка деградации почв агрохозяйства Калининградской области при помощи интегрального показателя функционирования почвенной микробиоты – микробного метаболического коэффициента (qCО2), определяемого как отношение базального дыхания к углероду микробной биомассы почв. Установлено, что изучаемые дерново-подзолистые почвы на площади около 21 га характеризуются значительным варьированием свойств: содержание гумуса меняется от 1,19 до 4,27%, степень кислотности – от среднекислой до нейтральной, степень обеспеченности подвижным калием – от средней до высокой, подвижным фосфором – от очень низкой до высокой, плотность сложения почв – от 1,10 до 1,76 г/см3. Подобная существенная изменчивость показателей значений основных почвенных свойств на относительно небольшой площади может быть, как следствием неравномерной агротехнической обработки, так и естественной неоднородности почвенного покрова, связанной с ярко выраженными мезои микрорельефом. Для ранжирования степени деградации по показателю qCО2 была использована пятибалльная шкала, основанная на степени отклонения измеренного значения от эталонного. В результате, для каждой точки пробоотбора почв агрохозяйства была рассчитана степень их деградации и определено пространственное расположение ареалов почв, деградированных по показателю qCО2. На изучаемой территории абсолютно преобладают почвы, характеризующиеся 3-й и 4-й степенями деградации, что свидетельствует о высоком уровне антропогенной нагрузки при проведении сельскохозяйственных мероприятий. Величина ущерба, рассчитанная в соответствии с «Методикой определения размеров ущерба от деградации почв и земель», по показателю qCО2 составляет в среднем 153 391,79 руб/га.","О А. Макаров, В С. Красильникова, Е Н. Кубарев, А С. Строков, Д Р. Абдулханова ОПЫТ ОЦЕНКИ ДЕГРАДАЦИИ ДЕРНОВО-ПОДЗОЛИСТЫХ ПОЧВ ПРИ ПОМОЩИ МИКРОБИОЛОГИЧЕСКИХ ПОКАЗАТЕЛЕЙ (НА ПРИМЕРЕ АГРОХОЗЯЙСТВА КАЛИНИНГРАДСКОЙ ОБЛАСТИ) // Агрохимический вестник. 2021. №1. URL: https://cyberleninka.ru/article/n/opyt-otsenki-degradatsii-dernovo-podzolistyh-pochv-pri-pomoschi-mikrobiologicheskih-pokazateley-na-primere-agrohozyaystva (дата обращения: 25.10.2024).","О.А. Макаров, В.С. Красильникова, Е.Н. Кубарев, А.С. Строков, & Д.Р. Абдулханова (2021). ОПЫТ ОЦЕНКИ ДЕГРАДАЦИИ ДЕРНОВО-ПОДЗОЛИСТЫХ ПОЧВ ПРИ ПОМОЩИ МИКРОБИОЛОГИЧЕСКИХ ПОКАЗАТЕЛЕЙ (НА ПРИМЕРЕ АГРОХОЗЯЙСТВА КАЛИНИНГРАДСКОЙ ОБЛАСТИ). Агрохимический вестник,  (1), 13-18. doi: 10.24412/1029-2551-2021-1-003",https://cyberleninka.ru/article/n/opyt-otsenki-degradatsii-dernovo-podzolistyh-pochv-pri-pomoschi-mikrobiologicheskih-pokazateley-na-primere-agrohozyaystva
РЕШЕНИЕ ПРОБЛЕМЫ УТИЛИЗАЦИИ ХЛОРОРГАНИЧЕСКИХ ОТХОДОВ ПУТЕМ СОЗДАНИЯ СОРБЦИОННЫХ МАТЕРИАЛОВ ДЛЯ ОЧИСТКИ СТОЧНЫХ ВОД С ДОСТИЖЕНИЕМ ЭКОЛОГО-ЭКОНОМИЧЕСКОГО ЭФФЕКТА ПРИМЕНЯЕМЫХ ТЕХНОЛОГИЙ,"Обуздина М.В., Руш Е.А.",Sciences of Europe,2021,Экологические биотехнологии,"хлорорганические отходы, эпихлоргидрин, цеолиты, сорбция, сточные воды, модификация, серный полимер, ионы тяжелых металлов, предотвращенный ущерб, экономический эффект.","organochlorine waste, epichlorohydrin, zeolites, sorption, wastewater, modification, sulfur polymer, heavy metal ions, prevented damage, economic effect.","В статье рассмотрена проблема накопления хлорорганических отходов и их влияния на окружающую среду и человека. Рассмотрены возможные варианты утилизации хлорорганических отходов. Отходы производства эпихлоргидрина, основным компонентов которого является 1,2,3 – трихлорпропан, могут быть использованы при создании сорбционных материалов, эффективных по отношению к ионам тяжелых металлов. Проанализированы существующие технологии создания серосодержащих сорбентов, содержащих в том числе хлорорганические отходы. В качестве новой матрицы для нанесения серосодержащего полимера, содержащего отходы производства эпихлоргидрина, предлагаются цеолиты клиноптилолитового типа Холинского месторождения. Также для очистки сточных вод от ионов тяжелых металлов и нефтепродуктов предлагается использовать природные цеолиты, модифицированные высококремнеорганическими соединениями ГМДС [(CH3)3Si-]2NH и ТЭОС (С2H5O)4Si. Представлены результаты расчета эколого-экономической эффективности применения предлагаемого сорбционного материалы при очистке промышленных сточных вод. Рассчитана величина предотвращенного ущерба водным ресурсам.","Обуздина М. В., Руш Е. А. РЕШЕНИЕ ПРОБЛЕМЫ УТИЛИЗАЦИИ ХЛОРОРГАНИЧЕСКИХ ОТХОДОВ ПУТЕМ СОЗДАНИЯ СОРБЦИОННЫХ МАТЕРИАЛОВ ДЛЯ ОЧИСТКИ СТОЧНЫХ ВОД С ДОСТИЖЕНИЕМ ЭКОЛОГО-ЭКОНОМИЧЕСКОГО ЭФФЕКТА ПРИМЕНЯЕМЫХ ТЕХНОЛОГИЙ // Sciences of Europe. 2021. №66-1. URL: https://cyberleninka.ru/article/n/reshenie-problemy-utilizatsii-hlororganicheskih-othodov-putem-sozdaniya-sorbtsionnyh-materialov-dlya-ochistki-stochnyh-vod-s (дата обращения: 25.10.2024).","Обуздина М.В., & Руш Е.А. (2021). РЕШЕНИЕ ПРОБЛЕМЫ УТИЛИЗАЦИИ ХЛОРОРГАНИЧЕСКИХ ОТХОДОВ ПУТЕМ СОЗДАНИЯ СОРБЦИОННЫХ МАТЕРИАЛОВ ДЛЯ ОЧИСТКИ СТОЧНЫХ ВОД С ДОСТИЖЕНИЕМ ЭКОЛОГО-ЭКОНОМИЧЕСКОГО ЭФФЕКТА ПРИМЕНЯЕМЫХ ТЕХНОЛОГИЙ. Sciences of Europe,  (66-1), 47-54. doi: 10.24412/3162-2364-2021-66-1-47-54",https://cyberleninka.ru/article/n/reshenie-problemy-utilizatsii-hlororganicheskih-othodov-putem-sozdaniya-sorbtsionnyh-materialov-dlya-ochistki-stochnyh-vod-s
