Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
РАСЧЕТЫ ОЗОНИРОВАНИЯ ВОДНЫХ РАСТВОРОВ ДЛЯ ОБЕЗЗАРАЖИВАНИЯ РАСТЕНИЙ,"Александр Алексеевич Симонов, Мухамаджон Парпиевич Парпиев, Абдулазиз Муминович Назаров, Алексей Иванович Камардин",Academic research in educational sciences,2021,Химические технологии,"концентрация, озон, обеззараживание, пузырьки, диффузия, массопередача, растворение, ламинарный режим","concentration, ozone, disinfection, bubbles, diffusion, mass transfer, dissolution, laminar mode.","Проведены оценки концентрации озона в воде и растворах, используемых для полива сельскохозяйственных растений и обеззараживания различных объектов. Показана целесообразность использования пузырьков озоносодержащего газа диаметром менее 100 мкм и оптимальных соотношений обрабатываемого объема и производительности озонатора.","Александр Алексеевич Симонов, Мухамаджон Парпиевич Парпиев, Абдулазиз Муминович Назаров, Алексей Иванович Камардин РАСЧЕТЫ ОЗОНИРОВАНИЯ ВОДНЫХ РАСТВОРОВ ДЛЯ ОБЕЗЗАРАЖИВАНИЯ РАСТЕНИЙ // Academic research in educational sciences. 2021. №1. URL: https://cyberleninka.ru/article/n/raschety-ozonirovaniya-vodnyh-rastvorov-dlya-obezzarazhivaniya-rasteniy (дата обращения: 14.11.2024).","Александр Алексеевич Симонов, Мухамаджон Парпиевич Парпиев, Абдулазиз Муминович Назаров, & Алексей Иванович Камардин (2021). РАСЧЕТЫ ОЗОНИРОВАНИЯ ВОДНЫХ РАСТВОРОВ ДЛЯ ОБЕЗЗАРАЖИВАНИЯ РАСТЕНИЙ. Academic research in educational sciences, 2 (1), 600-608. doi: 10.24411/2181-1385-2021-00076",https://cyberleninka.ru/article/n/raschety-ozonirovaniya-vodnyh-rastvorov-dlya-obezzarazhivaniya-rasteniy
СРАВНИТЕЛЬНЫЙ АНАЛИЗ МАТЕМАТИЧЕСКИХМОДЕЛЕЙ АНАЭРОБНОГО БРОЖЕНИЯ БИОМАССЫ,"Исмаилов Б., Исмаилов Х.",Deutsche Internationale Zeitschrift für zeitgenössische Wissenschaft,2021,Химические технологии,"биогаз, модель, анаэроб, кобозев, параметры, численное, эксперимент, брожение, биомасса, анализ.","biogas, model, anaerobic, kobozev, parameters, numerical, experiment, fermentation, biomass, analysis",Проведен анализ существующих моделей анаэробного брожения биомассы. Рассмотрены возможности выбора оптимальных параметров процесса для разных видов биомассы. Проведен систематический численный эксперимент с моделью Кобозева. Найдены оптимальные для исследуемых видов биомасс значения основных физико-химических и входных параметров.,"Исмаилов Б., Исмаилов Х. СРАВНИТЕЛЬНЫЙ АНАЛИЗ МАТЕМАТИЧЕСКИХМОДЕЛЕЙ АНАЭРОБНОГО БРОЖЕНИЯ БИОМАССЫ // DIZWW. 2021. №4-1. URL: https://cyberleninka.ru/article/n/sravnitelnyy-analiz-matematicheskihmodeley-anaerobnogo-brozheniya-biomassy (дата обращения: 14.11.2024).","Исмаилов Б., & Исмаилов Х. (2021). СРАВНИТЕЛЬНЫЙ АНАЛИЗ МАТЕМАТИЧЕСКИХМОДЕЛЕЙ АНАЭРОБНОГО БРОЖЕНИЯ БИОМАССЫ. Deutsche Internationale Zeitschrift für zeitgenössische Wissenschaft,  (4-1), 60-62. doi: 10.24412/2701-8377-2021-4-1-60-62",https://cyberleninka.ru/article/n/sravnitelnyy-analiz-matematicheskihmodeley-anaerobnogo-brozheniya-biomassy
СОСТАВЫ МОЮЩИХ КОМПОЗИЦИЙ ДЛЯ ПРОМЫВКИ АВИАЦИОННОГО ДВИГАТЕЛЯ (ОБЗОР),"Кравченко Н.Г., Козлов И.А., Щекин В.К., Ефимова Е.А.",Труды ВИАМ,2021,Химические технологии,"моющее средство, состав моющей композиции, авиационный двигатель, коррозионная агрессивность, газовоздушный тракт, лопатки газотурбинного двигателя, защитные составы","detergent compositions, components of detergent compositions, aircraft engine, metal corrosion, engine flow path, gas turbine blades, protective coatings","Рассмотрены различные составы моющих композиций для удаления загрязнений с металлических поверхностей. Описано назначение компонентов в составе моющих средств и их влияние на свойства моющих композиций. Приводятся примеры перспективных направлений развития данной области, в том числе касающиеся улучшения моющих свойств, антикоррозионных характеристик, пожаробезопасности и экологичности. Уделено внимание составам, обеспечивающим одновременно и промывку, и консервацию металлических изделий. Показана актуальность определения воздействия составов на другие материалы изделия, с которыми возможен контакт применяемых моющих средств при промывке без разборки двигателя.","Кравченко Н. Г., Козлов И. А., Щекин В. К., Ефимова Е. А. СОСТАВЫ МОЮЩИХ КОМПОЗИЦИЙ ДЛЯ ПРОМЫВКИ АВИАЦИОННОГО ДВИГАТЕЛЯ (ОБЗОР) // Труды ВИАМ. 2021. №1 (95). URL: https://cyberleninka.ru/article/n/sostavy-moyuschih-kompozitsiy-dlya-promyvki-aviatsionnogo-dvigatelya-obzor (дата обращения: 14.11.2024).","Кравченко Н.Г., Козлов И.А., Щекин В.К., & Ефимова Е.А. (2021). СОСТАВЫ МОЮЩИХ КОМПОЗИЦИЙ ДЛЯ ПРОМЫВКИ АВИАЦИОННОГО ДВИГАТЕЛЯ (ОБЗОР). Труды ВИАМ,  (1 (95)), 105-113.",https://cyberleninka.ru/article/n/sostavy-moyuschih-kompozitsiy-dlya-promyvki-aviatsionnogo-dvigatelya-obzor
ВЛИЯНИЕ МИКРОСФЕР НА СВОЙСТВА АГРЕССИВОСТОЙКИХ РЕЗИН,"Ушмарин Николай Филиппович, Егоров Евгений Николаевич, Кольцов Николай Иванович",Известия высших учебных заведений. Химия и химическая технология,2021,Химические технологии,"полые корундовые, стеклянные и гранатовые керамические микросферы, резиновые смеси, реометрические, физико-механические и эксплуатационные свойства","hollow corundum, glass and pomegranate ceramic microspheres, rubber mixtures, rheometric, physical, mechanical and operational properties","Целью работы является исследование влияния полых корундовых, стеклянных и гранатовых керамических микросфер на реометрические характеристики агрессивостойких резиновых смесей и физико-механические показатели их вулканизатов с конечной задачей определения содержания наполнителей этого типа, при котором обеспечивается улучшение приоритетных свойств изделий и, как следствие, повышение их долговечности. Объектами исследования явились две базовые резиновые смеси, предназначенные для компрессионного формования и литья под давлением. Смесь для компрессионного формования базируется на комбинации бутадиен-нитрильных, изопренового и бутадиен-α-метилстирольного каучуков с коллоидными кремнекислотами в качестве основных наполнителей, а смесь для литья под давлением - на комбинации синтетического изопренового и бутадиенового каучуков, наполненных мелом, техническим углеродом П 234 и карбоном 100. В работе использовали полые корундовые (HMC-L), стеклянные (МС-В) и гранатовые керамические (МВМД-170) микросферы. Оценку реометрических свойств резиновых смесей проводили по величинам минимального и максимального крутящих моментов, продолжительности индукционного периода, времени достижения технологического оптимума и максимальной скорости вулканизации. При испытании вулканизатов определяли условную прочность при растяжении, относительное удлинение при разрыве, сопротивление раздиру, твердость, истираемость и эластичность по отскоку, а также приоритетные показатели, в наибольшей мере коррелирующих с долговечностью изделий в процессе эксплуатации - относительные изменения условной прочности при растяжении и относительного удлинения при разрыве, твердости после теплового старения в воздушной среде и стандартной жидкости СЖР-1, изменение массы образцов после набухания в индустриальном масле И-20А и нефрасе С-80/120. Для смеси для компрессионного формования исследовано влияние типа микросфер, вводимых в дозировке 5 мас. ч. на 100 мас. ч. каучуков, на свойства невулканизованных композиций и вулканизатов. Установлено, что резиновая смесь со стеклянными микросферами несколько ниже по вулканизационной активности, а ее вулканизат по стойкости к истиранию, тепловому старению, особенно в воздушной среде, уступает двум смесям и резинам с корундовыми и гранатовыми микросферами. Во второй смеси опробовано применение корундовых микросфер с дозировкой от 3,0 до 7,0 мас. ч. на 100 мас. ч. каучуков при одновременном уменьшении на соответствующее количество техуглерода. Установлено, что с увеличением дозировки микросфер наблюдается снижение вулканизационной активности смеси, минимального и максимального крутящих моментов, а также их разности, что указывает на некоторое уменьшение степени сшивания резин. Следствием является увеличение относительного удлинения при разрыве вулканизатов. В наименьшей мере этот эффект проявляется при введении корундовых микросфер в дозировке 3 мас. ч. Таким образом, преимуществом резин с микросферами является пониженная истираемость, более высокое сопротивление раздиру при сохранении стойкости к действию физически и химически агрессивных сред на уровне резин, не содержащих микросферы.","Ушмарин Николай Филиппович, Егоров Евгений Николаевич, Кольцов Николай Иванович ВЛИЯНИЕ МИКРОСФЕР НА СВОЙСТВА АГРЕССИВОСТОЙКИХ РЕЗИН // Известия ВУЗов. Химия и химическая технология. 2021. №2. URL: https://cyberleninka.ru/article/n/vliyanie-mikrosfer-na-svoystva-agressivostoykih-rezin (дата обращения: 14.11.2024).","Ушмарин Николай Филиппович, Егоров Евгений Николаевич, & Кольцов Николай Иванович (2021). ВЛИЯНИЕ МИКРОСФЕР НА СВОЙСТВА АГРЕССИВОСТОЙКИХ РЕЗИН. Известия высших учебных заведений. Химия и химическая технология, 64 (2), 49-55.",https://cyberleninka.ru/article/n/vliyanie-mikrosfer-na-svoystva-agressivostoykih-rezin
МОДИФИКАЦИЯ СМЕСЕЙ НА ОСНОВЕ ЭТИЛЕНПРОПИЛЕНОВОГО КАУЧУКА И КРЕМНЕКИСЛОТНОГО НАПОЛНИТЕЛЯ,"Соловьева Oльга Юрьевна, Ветошкин Андрей Борисович, Гудков Сергей Вениаминович, Никитина Елена Леонидовна",Известия высших учебных заведений. Химия и химическая технология,2021,Химические технологии,"этилен-пропиленовый каучук, кремнекислотный наполнитель, органосилан, эффект пейна, вулканизационные характеристики резиновых смесей, упруго-прочностные свойства резин","ethylenepropylene rubber, silica filler, organosilane, payne effect, rubber compounds vulcanization characteristics, rubber elastic- strength properties","Целью работы явилось исследование влияния бис-(триэтоксисилилпропил)-тетрасульфида (ТЭСПТ), смешанного с техуглеродом N 330 в соотношении 1 : 1, в виде технического продукта OFS 6945 на структуру и свойства резиновых смесей и резин на основе этиленпропиленового каучука марки Vistalon 2504N и кремнекислотного наполнителя (ККН) марки Росил-175, взятого в дозировке 30 мас. ч. на 100 мас. ч. каучука. Содержание ТЭСПТ составляло 0,035; 0,050 и 0,070 ммоль/100 г каучука. Вулканизующая группа включала серу, тиурам, каптакс, белила цинковые и стеарин технический. Резиновые смеси готовили на вальцах Лб 320 160/160. Органосилан вводили в каучук одновременно с Росилом-175. Оценку однородности распределения наполнителя в готовых смесях осуществляли по результатам испытания образцов на виброреометре RPA-2000, вулканизационные характеристики определяли с помощью прибора MDR-2000. Структуру смесей и резин исследовали методом равновесного набухания образцов в толуоле. Показано, что при увеличении содержания ТЭСПТ возрастает доля связанного каучука в трехкомпонентной смеси каучук - наполнитель - органосилан за счет образования межфазных связей, повышается однородность распределения кремнекислотного наполнителя в каучуковой матрице, улучшается обрабатываемость смесей на валковом оборудовании, возрастают скорость сшивания в основном периоде и степень сшивания макромолекул при одном и том же времени вулканизации. Как следствие, улучшаются упруго-прочностные свойства резин, определяемые в статическом режиме испытания, наилучший комплекс которых обеспечивается при содержании органосилана 0,050 ммоль/100 г каучука.","Соловьева Oльга Юрьевна, Ветошкин Андрей Борисович, Гудков Сергей Вениаминович, Никитина Елена Леонидовна МОДИФИКАЦИЯ СМЕСЕЙ НА ОСНОВЕ ЭТИЛЕНПРОПИЛЕНОВОГО КАУЧУКА И КРЕМНЕКИСЛОТНОГО НАПОЛНИТЕЛЯ // Известия ВУЗов. Химия и химическая технология. 2021. №2. URL: https://cyberleninka.ru/article/n/modifikatsiya-smesey-na-osnove-etilenpropilenovogo-kauchuka-i-kremnekislotnogo-napolnitelya (дата обращения: 14.11.2024).","Соловьева Oльга Юрьевна, Ветошкин Андрей Борисович, Гудков Сергей Вениаминович, & Никитина Елена Леонидовна (2021). МОДИФИКАЦИЯ СМЕСЕЙ НА ОСНОВЕ ЭТИЛЕНПРОПИЛЕНОВОГО КАУЧУКА И КРЕМНЕКИСЛОТНОГО НАПОЛНИТЕЛЯ. Известия высших учебных заведений. Химия и химическая технология, 64 (2), 81-86.",https://cyberleninka.ru/article/n/modifikatsiya-smesey-na-osnove-etilenpropilenovogo-kauchuka-i-kremnekislotnogo-napolnitelya
ИЗВЛЕЧЕНИЕ РЕДКОЗЕМЕЛЬНЫХ ЭЛЕМЕНТОВ ИЗ РАСТВОРОВ ПОДЗЕМНОГО ВЫЩЕЛАЧИВАНИЯ УРАНА,"Петухов О.Ф., Рузиев Б.Т., Шарафутдинов У.З.",Горный информационно-аналитический бюллетень (научно-технический журнал),2021,Химические технологии,"редкоземельные металлы, растворы подземного выщелачивания, сорбция, десорбция, азотная кислота, осаждение, щавелевая кислота, кальций, железо, алюминий, технологическая схема","rare earth metals, in-situ leaching solutions, sorption, desorption, nitric acid, settling, ethane diacid, calcium, iron, aluminum, process flow chart","Целью исследований явилась разработка технологии попутного извлечения редкоземельных элементов (РЗЭ) из растворов подземного выщелачивания (ПВ) урана. Исследования проведены на реальных растворах ПВ после извлечения из них урана. Сорбцию РЗЭ проводили с использованием сульфокатионита марки ТОКЕМ (гелевой структуры), определена полная динамическая обменная емкость катионита по РЗЭ и основным примесям. Исследована десорбция РЗЭ и примесей от концентрации азотной кислоты. Показано, что для десорбции основной части примесей металлов необходимо использовать азотную кислоту с концентрацией 22,5 г/л, с последующей десорбцией РЗЭ и оставшихся примесей раствором азотной кислоты с концентрацией 180 г/л. Осаждение РЗЭ из азотнокислого десорбата проводили с помощью щавелевой кислоты. Показано, что в пределах рН 2,2-2,7 щавелевая кислота практически количественно осаждает РЗЭ из раствора. При осаждении оксалатов (рН = 2,2-2,3) в осадок преимущественно переходит кальций, а при рН 2,5-2,7 - железо и алюминий. Для отмывки черновых концентратов окислов РЗЭ от примеси окиси кальция использовали растворы хлорида и нитрата аммония. Установлено, что при использовании 20% растворов NH4NO3 или NH4Cl удается резко снизить содержание окиси кальция и повысить содержание окислов РЗЭ в концентрате. Предложена принципиальная технологическая схема сорбционного извлечения РЗЭ из растворов ПВ и получения 30% концентрата окислов РЗЭ.","Петухов О. Ф., Рузиев Б. Т., Шарафутдинов У. З. ИЗВЛЕЧЕНИЕ РЕДКОЗЕМЕЛЬНЫХ ЭЛЕМЕНТОВ ИЗ РАСТВОРОВ ПОДЗЕМНОГО ВЫЩЕЛАЧИВАНИЯ УРАНА // ГИАБ. 2021. №1. URL: https://cyberleninka.ru/article/n/izvlechenie-redkozemelnyh-elementov-iz-rastvorov-podzemnogo-vyschelachivaniya-urana (дата обращения: 14.11.2024).","Петухов О.Ф., Рузиев Б.Т., & Шарафутдинов У.З. (2021). ИЗВЛЕЧЕНИЕ РЕДКОЗЕМЕЛЬНЫХ ЭЛЕМЕНТОВ ИЗ РАСТВОРОВ ПОДЗЕМНОГО ВЫЩЕЛАЧИВАНИЯ УРАНА. Горный информационно-аналитический бюллетень (научно-технический журнал),  (1), 58-67.",https://cyberleninka.ru/article/n/izvlechenie-redkozemelnyh-elementov-iz-rastvorov-podzemnogo-vyschelachivaniya-urana
МОДЕЛИРОВАНИЕ ТЕПЛОМАССООБМЕННЫХ ПРОЦЕССОВ ВЫЩЕЛАЧИВАНИЯ В РУДНОМ ШТАБЕЛЕ ПРИ НИЗКИХ ТЕМПЕРАТУРАХ ОКРУЖАЮЩЕЙ СРЕДЫ,"Курилко А.С., Попов В.И.",Горный информационно-аналитический бюллетень (научно-технический журнал),2021,Химические технологии,"тепломассоперенос при фазовых превращениях, диффузия, фильтрация, математическое моделирование, химические реагенты, кучное выщелачивание, рудный штабель, цианиды, замерзание и оттаивание","head and mass transfer during phase transitions, diffusion, percolation, mathematical modeling, chemical reagents, heap leaching, ore pile, cyanides, freezing and thawing","Представлен вычислительный алгоритм, разработанный для моделирования процесса выщелачивания металла в поперечном сечении штабеля золотосодержащей руды. Модель позволяет прогнозировать процессы конвективного теплои массообмена в теле штабеля и включает уравнения конвективного теплопереноса с учетом возможных фазовых превращений выщелачивающего раствора и изменением его температуры при подаче, а также уравнений конвективной диффузии выщелачивающего раствора и растворенного металла. Отдельным этапом определяется приближенное решение процесса диффузии этих же компонентов в кусковом рудном материале. Суммарные вклады диффузионных потоков по всем рудным кускам, находящимся в реакционной зоне, используются как стоки и источники для соответствующих уравнений конвективной диффузии. Данные, используемые в модели, включают физико-химические, геометрические и эксплуатационные параметры, такие как: содержание выщелачиваемой руды, скорость подачи и концентрация цианида, распределение по размеру кускового материала руды, поперечные габариты штабеля. На основе представленной модели можно прогнозировать как извлечение металла, так и потребление реагентов, используя доступные исходные параметры. Моделирование обеспечит получение обоснованных данных как для предварительного технико-экономические обоснования, так и выбора оптимального режима эксплуатации.","Курилко А. С., Попов В. И. МОДЕЛИРОВАНИЕ ТЕПЛОМАССООБМЕННЫХ ПРОЦЕССОВ ВЫЩЕЛАЧИВАНИЯ В РУДНОМ ШТАБЕЛЕ ПРИ НИЗКИХ ТЕМПЕРАТУРАХ ОКРУЖАЮЩЕЙ СРЕДЫ // ГИАБ. 2021. №1. URL: https://cyberleninka.ru/article/n/modelirovanie-teplomassoobmennyh-protsessov-vyschelachivaniya-v-rudnom-shtabele-pri-nizkih-temperaturah-okruzhayuschey-sredy (дата обращения: 14.11.2024).","Курилко А.С., & Попов В.И. (2021). МОДЕЛИРОВАНИЕ ТЕПЛОМАССООБМЕННЫХ ПРОЦЕССОВ ВЫЩЕЛАЧИВАНИЯ В РУДНОМ ШТАБЕЛЕ ПРИ НИЗКИХ ТЕМПЕРАТУРАХ ОКРУЖАЮЩЕЙ СРЕДЫ. Горный информационно-аналитический бюллетень (научно-технический журнал),  (1), 111-119.",https://cyberleninka.ru/article/n/modelirovanie-teplomassoobmennyh-protsessov-vyschelachivaniya-v-rudnom-shtabele-pri-nizkih-temperaturah-okruzhayuschey-sredy
ПЕРЕРАБОТКА ПОКРОВНЫХ ТКАНЕЙ ГИДРОБИОНТОВ В ОРГАНИЧЕСКИХ ЖИДКОСТЯХ ПРИРОДНОГО ПРОИСХОЖДЕНИЯ,Воробьев В. И.,Известия КГТУ,2021,Химические технологии,"яблочный сок прямого отжима, рыбья кожа и чешуя, сокосодержащий коллагеновый напиток, рыбный коллаген, покровные ткани рыб","directly squeezed apple juice, fish skin and scales, juice-containing collagen drink, fish collagen, fish integumentary tissues","Исследовано влияние температурных режимов обработки покровных тканей рыб (кожи и чешуи судака) в яблочном соке прямого отжима. Определен общий химический и аминокислотный состав исходного сырья (яблочного сока, рыбьей кожи и чешуи) и полученных термически обработанных продуктов (сокосодержащих коллагеновых напитков, порошка чешуи, кожи). Показано, что при термической обработке в яблочном соке (110 °C) и давлении 0,11 МПа очищенной рыбьей кожи массовая доля белка в полученном сокосодержащем коллагеновом напитке увеличилась с 0,3 до 4,1 % (в 13,7 раза), сухих веществ - с 9,5 до 11,4 % при уменьшении золы с 0,3 до 0,2 % и углеводов с 8,9 до 7,1 %. Массовая доля глицина в напитке увеличилась более чем в 12,4 раза, пролина - в 13,1 раза (основные аминокислоты коллагеновых белков). При аналогичной переработке чешуи массовая доля белка в напитке увеличилась с 0,3 до 2,0 % (в 6,7 раза), сухих веществ - с 9,5 до 10,5 %, золы - с 0,3 до 0,5 %, глицина - более чем в 7 раз, пролина - в 7,1 раза при уменьшении углеводов с 8,9 до 8,0 %. В полученной чешуе значительно снизилась массовая доля белка - с 42,0 до 26,4 % (в 1,6 раза) при увеличении углеводов до 16,1 %, о чем свидетельствовало изменение цвета порошка чешуи на светло-коричневый. Сравнительный аминокислотный анализ стерилизованного (110 °C) и пастеризованного (95 °C) напитков показал существенное влияние температуры обработки на увеличение массовой доли глицина, пролина, аланина, валина, аргинина и серина в жидкости.",Воробьев В. И. ПЕРЕРАБОТКА ПОКРОВНЫХ ТКАНЕЙ ГИДРОБИОНТОВ В ОРГАНИЧЕСКИХ ЖИДКОСТЯХ ПРИРОДНОГО ПРОИСХОЖДЕНИЯ // Известия КГТУ. 2021. №60. URL: https://cyberleninka.ru/article/n/pererabotka-pokrovnyh-tkaney-gidrobiontov-v-organicheskih-zhidkostyah-prirodnogo-proishozhdeniya (дата обращения: 14.11.2024).,"Воробьев В. И. (2021). ПЕРЕРАБОТКА ПОКРОВНЫХ ТКАНЕЙ ГИДРОБИОНТОВ В ОРГАНИЧЕСКИХ ЖИДКОСТЯХ ПРИРОДНОГО ПРОИСХОЖДЕНИЯ. Известия КГТУ,  (60), 74-84.",https://cyberleninka.ru/article/n/pererabotka-pokrovnyh-tkaney-gidrobiontov-v-organicheskih-zhidkostyah-prirodnogo-proishozhdeniya
ИССЛЕДОВАНИЕ ХИМИЧЕСКИХ И СТРУКТУРНЫХ СВОЙСТВ НАТУРАЛЬНОГО МОРЕНОГО ДУБА МЕТОДОМ СКАНИРУЮЩЕЙ МИКРОСКОПИИ,"Леонович Олег Константинович, Дупанов Сергей Александрович","Труды БГТУ. Серия 1: Лесное хозяйство, природопользование и переработка возобновляемых ресурсов",2021,Химические технологии,"древесина, мореный дуб, микроскопия, структура, состав","wood, stained oak, microscopy, structure, composition","В статье проведен химический и структурный анализ образцов мореного дуба - ценнейшего природного ресурса различных периодов залегания в поймах реки СОЖ. В результате исследований установлено увеличение содержания химических соединений железа и кальция и уменьшение содержания углерода в структуре натурального мореного дуба в зависимости от периодов залегания: 1000, 1500, 2000, 3000, 4000, 5000 лет. Абсолютный возраст образцов определен радиоуглеродным методом путем счета В активности 14С в бензоле, синтезируемом из углеродсодержащего образца Изменение минерального состава (натурального мореного дуба) зависит от минерального состава среды залегания и циклического движения уровня грунтовых вод со своим химическим составом. При залегании в грунте древесина мореного дуба также будет находиться под циклическим влиянием грунтовых вод со своим химическим составом. В зависимости от периода пребывания в той или иной среде минеральный состав древесины мореного дуба будет увеличивать процентное содержание соединений железа и кальция по сравнению с натуральной древесиной дуба. С увеличением срока залегания происходят значительные структурные изменения микроскопического строения древесины. Крупные сосуды ранней зоны и мелкие сосуды поздней зоны имеют сплющенную форму. Сердцевинные лучи извилистые. Микроскопическая структура строения мореного дуба стала более искаженной и плотной. Стенки сосудов утолщены, а мелкие сосуды практически заполнены минеральными веществами, накопленными в течение тысячелетнего залегания в поймах рек и в результате химического взаимодействия дубильных веществ древесины дуба с солями железа, кальция и других соединений.","Леонович Олег Константинович, Дупанов Сергей Александрович ИССЛЕДОВАНИЕ ХИМИЧЕСКИХ И СТРУКТУРНЫХ СВОЙСТВ НАТУРАЛЬНОГО МОРЕНОГО ДУБА МЕТОДОМ СКАНИРУЮЩЕЙ МИКРОСКОПИИ // Труды БГТУ. Серия 1: Лесное хозяйство, природопользование и переработка возобновляемых ресурсов. 2021. №1 (240). URL: https://cyberleninka.ru/article/n/issledovanie-himicheskih-i-strukturnyh-svoystv-naturalnogo-morenogo-duba-metodom-skaniruyuschey-mikroskopii (дата обращения: 14.11.2024).","Леонович Олег Константинович, & Дупанов Сергей Александрович (2021). ИССЛЕДОВАНИЕ ХИМИЧЕСКИХ И СТРУКТУРНЫХ СВОЙСТВ НАТУРАЛЬНОГО МОРЕНОГО ДУБА МЕТОДОМ СКАНИРУЮЩЕЙ МИКРОСКОПИИ. Труды БГТУ. Серия 1: Лесное хозяйство, природопользование и переработка возобновляемых ресурсов,  (1 (240)), 150-155.",https://cyberleninka.ru/article/n/issledovanie-himicheskih-i-strukturnyh-svoystv-naturalnogo-morenogo-duba-metodom-skaniruyuschey-mikroskopii
АНАЛИЗ СОВРЕМЕННЫХ ТЕХНОЛОГИЙ ТЕРМОМЕХАНИЧЕСКОГО МОДИФИЦИРОВАННИЯ ДРЕВЕСИНЫ,"Утгоф Светлана Сергеевна, Куневич Валерия Олеговна","Труды БГТУ. Серия 1: Лесное хозяйство, природопользование и переработка возобновляемых ресурсов",2021,Химические технологии,"прессование древесины, термическая обработка, физико-механические свойства, прочность","wood pressing, heat treatment, physical and mechanical properties, strength","Мягколиственные породы древесины являются одним из основных ресурсов для деревообрабатывающей промышленности, но низкая прочность и жесткость, небольшой срок службы, невыразительные цвет и текстура ограничивают их применение в качестве облицовочных материалов. Большинство мягколиственных пород отличаются быстрым ростом, следствием чего является высокий процент возобновляемости. В связи с этим проводятся исследования по улучшению эстетических, физических и механических свойств, таких как твердость и прочность древесины, без применения химических составов. В качестве способа улучшения физико-механических свойств древесины широко применяется метод термомеханического модифицирования. В данной работе обоснована необходимость исследования и развития технологий термомеханической модификации древесины. Рассмотрены уже существующие и применяемые способы модификации. Проведен анализ исследований на тему модифицирования древесины термомеханическим путем, описаны методики и применяемое оборудование. Целью данного анализа является необходимость нахождения оптимальных режимов обработки мягколиственных пород древесины для получения деталей, по физико-механическим свойствам не уступающих аналогичным деталям из твердолиственных пород древесины. Выбор оптимальных режимов может обеспечить применение высокопроизводительного оборудования. В ходе проведения анализа информации из литературных источников установлены оптимальные диапазоны значений технологических факторов, таких как давление (Р, МПа), температура (t, °С) и время (т, с), для проведения дальнейших испытаний.","Утгоф Светлана Сергеевна, Куневич Валерия Олеговна АНАЛИЗ СОВРЕМЕННЫХ ТЕХНОЛОГИЙ ТЕРМОМЕХАНИЧЕСКОГО МОДИФИЦИРОВАННИЯ ДРЕВЕСИНЫ // Труды БГТУ. Серия 1: Лесное хозяйство, природопользование и переработка возобновляемых ресурсов. 2021. №1 (240). URL: https://cyberleninka.ru/article/n/analiz-sovremennyh-tehnologiy-termomehanicheskogo-modifitsirovanniya-drevesiny (дата обращения: 14.11.2024).","Утгоф Светлана Сергеевна, & Куневич Валерия Олеговна (2021). АНАЛИЗ СОВРЕМЕННЫХ ТЕХНОЛОГИЙ ТЕРМОМЕХАНИЧЕСКОГО МОДИФИЦИРОВАННИЯ ДРЕВЕСИНЫ. Труды БГТУ. Серия 1: Лесное хозяйство, природопользование и переработка возобновляемых ресурсов,  (1 (240)), 176-181.",https://cyberleninka.ru/article/n/analiz-sovremennyh-tehnologiy-termomehanicheskogo-modifitsirovanniya-drevesiny
