Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
"Ядерная энергия в дискуссии об углеродном следе: чистая среди главных, стабильная среди чистых","М. Е. Рублева, К. И. Хоцинская, Р. А. Шарафутдинов, В. Л. Гавриков, В. В. Нагорская",Проблемы региональной экологии,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","углеродный след, парижское соглашение, ядерная энергетика, компенсация эмиссии со2, лесные экосистемы","carbon footprint, the paris agreement, nuclear power, compensation of co2 emissions, forest ecosystems","В статье дается обзор публикаций, сравнивающих углеродный след различных способов генерации энергии. Среди существующих способов есть только два главных, которые обладают ключевыми свойствами: 1) низким значением углеродного следа и 2) высоким потенциалом валовой продукции электроэнергии, требуемой для функционирования современной экономики. Ядерная энергетика, наряду с гидроэнергетикой, принадлежит к таким способам. Низкое значение углеродного следа при ядерной генерации электроэнергии делает реалистичными планы компенсации эмиссии парниковых газов с помощью управления лесными массивами России, приводятся расчеты, согласно которым в санитарнозащитных зонах российских промышленных предприятий ядерного топливного цикла произрастающие здесь леса в оптимальных условиях могут депонировать до 29—32 % углерода, выбрасываемого в результате генерации энергии на атомных электростанциях.","М Е. Рублева, К И. Хоцинская, Р А. Шарафутдинов, В Л. Гавриков, В В. Нагорская Ядерная энергия в дискуссии об углеродном следе: чистая среди главных, стабильная среди чистых // Проблемы региональной экологии. 2018. №1. URL: https://cyberleninka.ru/article/n/yadernaya-energiya-v-diskussii-ob-uglerodnom-slede-chistaya-sredi-glavnyh-stabilnaya-sredi-chistyh (дата обращения: 12.02.2025).","М. Е. Рублева, К. И. Хоцинская, Р. А. Шарафутдинов, В. Л. Гавриков, & В. В. Нагорская (2018). Ядерная энергия в дискуссии об углеродном следе: чистая среди главных, стабильная среди чистых. Проблемы региональной экологии,  (1), 73-79. doi: 10.24411/1728-323X-2018-11073",https://cyberleninka.ru/article/n/yadernaya-energiya-v-diskussii-ob-uglerodnom-slede-chistaya-sredi-glavnyh-stabilnaya-sredi-chistyh
Экологическая норма и экономически обоснованный выбор плана устойчивого землепользования(опыт изучения проблемы на примере учебноопытного почвенно-экологического центра МГУ имени М. В. Ломоносова),"Макаров О.А., Яковлев А.С., Цветнов Е.В., Строков А.С., Бондаренко Е.В., Ермияев Я.Р.",Земледелие,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","экологическая норма, экосистемные услуги, землепользование","ecological norm, ecosystem services, land use","Проведена оценка потребности в мероприятиях по рекультивации земель Учебно -опытного почвенно-экологического центра МГУ имени М.В. Ломоносова (Московская область, Солнечногорский район) посредством расчета показателя потери экологического качества почв, выведенного из пятиуровневой критериальной таблицы оценки состояния окружающей природной среды, и применения методики Йоахима фон Брауна, основанной на определении стоимости и выгоды от «действия» или «бездействия» программы по восстановлению деградированных земель. Анализ показателей деградации и загрязнения почв и земель Учебно-опытного почвенноэкологического центра (увеличение кислотности, уменьшение содержания гумуса, доступного фосфора и подвижного калия, по сравнению с недеградированным аналогом, повышенное содержание цинка и кадмия) позволил рассчитать величину показателя потери экологического качеств почв. Для большинства исследуемых территорий она превысила 2-й уровень, что соответствует «неустойчивому» (необратимо нарушенному) состоянию и обусловливает предпочтительность сценария по их рекультивации. Применение методики оценки «действия/ бездействия», учитывающей различные экосистемные сервисы (поглощение углерода, сохранение почвы и полезных веществ в ней, регуляция водного режима, производство продуктов питания и др.), также показало приоритет восстановления (рекультивации) земель. Дополнительным аргументом в пользу такого решения служит значительное превышение рыночной стоимости земли, рассчитанной сравнительным подходом (около 28 млн руб./ га), над затратами на восстановительные работы (около 702 тыс. руб. с учетом экосистемных сервисов).","Макаров О. А., Яковлев А. С., Цветнов Е. В., Строков А. С., Бондаренко Е. В., Ермияев Я. Р. Экологическая норма и экономически обоснованный выбор плана устойчивого землепользования(опыт изучения проблемы на примере учебноопытного почвенно-экологического центра МГУ имени М. В. Ломоносова) // Земледелие. 2018. №1. URL: https://cyberleninka.ru/article/n/ekologicheskaya-norma-i-ekonomicheski-obosnovannyy-vybor-plana-ustoychivogo-zemlepolzovaniya-opyt-izucheniya-problemy-na-primere (дата обращения: 12.02.2025).","Макаров О.А., Яковлев А.С., Цветнов Е.В., Строков А.С., Бондаренко Е.В., & Ермияев Я.Р. (2018). Экологическая норма и экономически обоснованный выбор плана устойчивого землепользования(опыт изучения проблемы на примере учебноопытного почвенно-экологического центра МГУ имени М. В. Ломоносова). Земледелие,  (1), 6-10. doi: 10.24411/0044-3913-2018-00001",https://cyberleninka.ru/article/n/ekologicheskaya-norma-i-ekonomicheski-obosnovannyy-vybor-plana-ustoychivogo-zemlepolzovaniya-opyt-izucheniya-problemy-na-primere
Совершенствование мониторинга мелиорированных сельскохозяйственных земель,"Шевченко В.А., Исаева С.Д.",Известия Нижневолжского агроуниверситетского комплекса: наука и высшее профессиональное образование,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","экологический мониторинг, мелиорированные земли, плодородие почв, подземные воды, экологические риски",,"Рассмотрены методические аспекты ведения мониторинга мелиорированных земель сельскохозяйственного назначения. Мониторинг направлен на обеспечение экологической устойчивости речных бассейнов, ландшафтов и их компонентов, что предопределяет его комплексность, а также необходимость проведения наблюдений как за показателями устойчивости, так и за факторами, определяющими состояние природных систем и опасность развития экологически неблагоприятных процессов. Объектами мониторинга являются мелиорированные и прилегающие земли, почвы, подземные и поверхностные воды, мелиоративные системы. Значение постоянного ведения мониторинга возрастает в условиях климатических изменений, особенно для обоснования мер по адаптации сельского хозяйства, планирования оперативных мелиоративных мероприятий для обеспечения плодородия почв, а также научного обоснования стратегических вопросов развития сельскохозяйственного производства и мелиорации земель. Определены принципы организации и ведения мониторинга мелиорированных земель, разработана технология и методические рекомендации, предложены меры для его эффективной реализации.","Шевченко В. А., Исаева С. Д. Совершенствование мониторинга мелиорированных сельскохозяйственных земель // Известия НВ АУК. 2018. №2 (50). URL: https://cyberleninka.ru/article/n/sovershenstvovanie-monitoringa-meliorirovannyh-selskohozyaystvennyh-zemel (дата обращения: 12.02.2025).","Шевченко В.А., & Исаева С.Д. (2018). Совершенствование мониторинга мелиорированных сельскохозяйственных земель. Известия Нижневолжского агроуниверситетского комплекса: наука и высшее профессиональное образование,  (2 (50)), 72-78.",https://cyberleninka.ru/article/n/sovershenstvovanie-monitoringa-meliorirovannyh-selskohozyaystvennyh-zemel
Влияние глобального изменения климата на экономику лесного и сельского хозяйства: риски и возможности,"Чугункова Анна Вадимовна, Пыжев Антон Игоревич, Пыжева Юлия Ивановна",Russian Journal of Economics and Law,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","экономика и управление народным хозяйством, последствия изменения климата, глобальное потепление, экономика лесного хозяйства, экономика сельского хозяйства",,"Цель: обобщение работ ведущих отечественных и зарубежных исследователей в контексте характеристики различных климатических воздействий на развитие отраслей сельского и лесного хозяйства.Методы: сравнительный анализ прогнозируемых рисков и возможностей глобального изменения климата для лесной промышленности и сельского хозяйства.Результаты: в работе дана общая характеристика социально-экономических эффектов изменения климата, при этом важный акцент сделан на рассмотрении последствий в таких наиболее восприимчивых к глобальному потеплению отраслях экономики, как лесное и сельское хозяйство. Указано, что изменение климатических параметров сопровождается как благоприятными, так и неблагоприятными эффектами для экономики указанных отраслей. С одной стороны, увеличение среднегодовых температур и рост концентрации углерода в атмосфере благоприятствуют продуктивности деревьев и урожайности культур. Однако вместе с тем возрастает вероятность наступления продолжительной засухи, являющейся наиболее распространенной причиной пожаров, вспышек болезней и роста популяций вредителей. Дополнительным риском служит учащение случаев стихийных бедствий, наносящих существенный экономический ущерб лесному и сельскому хозяйству. Выявлено, что на территориях низких географических широт, представленных в основном развивающимися странами, для которых сельское хозяйство является основным источником экономического роста, отрасль будет нести значительные убытки, что вызовет еще большую социальную напряженность и обострение проблем голода и бедности среди населения. Дальнейшее потепление климата в перспективе может еще больше усилить разрыв между богатыми и бедными странами, если не будут предприняты все необходимые меры по адаптации экономики к изменяющимся климатическим условиям. Научная новизна: в статье приведена подробная характеристика основных последствий глобального изменения климата для экономики отраслей сельского и лесного хозяйства, в том числе в разрезе отдельных стран и регионов. Практическая значимость: приведенные в работе результаты могут послужить базой для дальнейших исследований в области оценки рисков и величины наносимого социально-экономического ущерба вследствие глобального потепления. Полученные выводы могут быть использованы при разработке механизмов адаптации к изменению климата.","Чугункова Анна Вадимовна, Пыжев Антон Игоревич, Пыжева Юлия Ивановна Влияние глобального изменения климата на экономику лесного и сельского хозяйства: риски и возможности // Russian Journal of Economics and Law. 2018. №3 (47). URL: https://cyberleninka.ru/article/n/vliyanie-globalnogo-izmeneniya-klimata-na-ekonomiku-lesnogo-i-selskogo-hozyaystva-riski-i-vozmozhnosti (дата обращения: 12.02.2025).","Чугункова Анна Вадимовна, Пыжев Антон Игоревич, & Пыжева Юлия Ивановна (2018). Влияние глобального изменения климата на экономику лесного и сельского хозяйства: риски и возможности. Russian Journal of Economics and Law,  (3 (47)), 523-537.",https://cyberleninka.ru/article/n/vliyanie-globalnogo-izmeneniya-klimata-na-ekonomiku-lesnogo-i-selskogo-hozyaystva-riski-i-vozmozhnosti
К вопросу формирования банка данных о запасах углерода в фитомассе древесных растений,"Васильев С.Б., Чернышенко О.В.","Биология растений и садоводство: теория, инновации",2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство",,,,"Васильев С. Б., Чернышенко О. В. К вопросу формирования банка данных о запасах углерода в фитомассе древесных растений // Биология растений и садоводство: теория, инновации. 2018. №147. URL: https://cyberleninka.ru/article/n/k-voprosu-formirovaniya-banka-dannyh-o-zapasah-ugleroda-v-fitomasse-drevesnyh-rasteniy (дата обращения: 12.02.2025).","Васильев С.Б., & Чернышенко О.В. (2018). К вопросу формирования банка данных о запасах углерода в фитомассе древесных растений. Биология растений и садоводство: теория, инновации,  (147), 27-28.",https://cyberleninka.ru/article/n/k-voprosu-formirovaniya-banka-dannyh-o-zapasah-ugleroda-v-fitomasse-drevesnyh-rasteniy
Проблемы повышения устойчивости сельского хозяйства Ульяновской области в плане адаптации к современным климатическим изменениям,"Немцев Сергей Николаевич, Шарипова Разиде Бариевна",Известия Самарского научного центра Российской академии наук,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","засуха, климат, посевные площади, минеральные удобрения, меры адаптации сельского хозяйства, региональные изменения климата, техническая вооруженность","drought, climate, acreage, mineral fertilizers, agricultural adaptation measures, regional climate change, technical water availability","Меняющийся глобальный климат, участившиеся засухи ведут к масштабным социально-экономическим потерям: суммарный ущерб только от падения урожайности составил более 300 миллиардов рублей. В острозасушливом 2010 году в Ульяновской области на 145,6 тысяч гектаров потеряно 158 тыс. тонн зерна. Особая проблема устойчивое функционирование сельского хозяйства, в связи с множеством климатических рисков. С этой целью состояние сектора производства зерновых культур, на фоне изменяющегося климата, оценивается по нескольким экономическим индикаторам. Исследования показывают, что площади посевных культур, применение минеральных удобрений заметно сократились, сельскохозяйственные предприятия стали не только финансово уязвимы, но и менее технически оснащены для противодействия влиянию негативных климатических факторов. По результатам данной работы подготовлены выводы, которые могут способствовать решению задачи обеспечения продовольственной безопасности и использования собственных ресурсов в условиях климатических изменений.","Немцев Сергей Николаевич, Шарипова Разиде Бариевна Проблемы повышения устойчивости сельского хозяйства Ульяновской области в плане адаптации к современным климатическим изменениям // Известия Самарского научного центра РАН. 2018. №2-2. URL: https://cyberleninka.ru/article/n/problemy-povysheniya-ustoychivosti-selskogo-hozyaystva-ulyanovskoy-oblasti-v-plane-adaptatsii-k-sovremennym-klimaticheskim (дата обращения: 12.02.2025).","Немцев Сергей Николаевич, & Шарипова Разиде Бариевна (2018). Проблемы повышения устойчивости сельского хозяйства Ульяновской области в плане адаптации к современным климатическим изменениям. Известия Самарского научного центра Российской академии наук, 20 (2-2), 363-369.",https://cyberleninka.ru/article/n/problemy-povysheniya-ustoychivosti-selskogo-hozyaystva-ulyanovskoy-oblasti-v-plane-adaptatsii-k-sovremennym-klimaticheskim
Реакция роста сосны обыкновенной на климатические изменения в широтном градиенте,"Наквасина Е.Н., Прожерина Н.А., Чупров А.В., Беляев В.В.",Известия высших учебных заведений. Лесной журнал,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","сосна обыкновенная, географические культуры, климатипы, рост, продуктивность, климатические изменения","scots pine, provenance trials, climatypes, growth, productivity, climatic changes","На примере потомства сосны обыкновенной, произрастающей в географических культурах подзоны средней тайги (Архангельская область), смоделирована реакция породы на различные сценарии изменения климата. Подобраны климатипы с различным местоположением исходных насаждений, отличающимся в широтном градиенте на 2...3º с. ш. Пинежский климатип (Архангельская область, подзона северной тайги) при выращивании в подзоне средней тайги имитирует потепление климата, тотемский климатип (Вологодская область, подзона южной тайги) похолодание. Плесецкий климатип (Архангельская область, средняя подзона тайги) местный для пункта испытания, является сравнительным эталоном сохранения адаптационных признаков в постоянстве климата. Изучены выживаемость (сохранность), рост и продуктивность культур. У тотемского климатипа заметное снижение сохранности происходит в первые годы после посадки, у плесецкого и пинежского климатипов процесс снижения сохранности, а следом и дифференциации насаждения растянуты, сдвинуты на более поздние сроки. К концу 2-го класса возраста происходит нивелирование ростовых процессов, связанное с изменением климатических характеристик места произрастания. Пинежский климатип сохраняет наследственно обусловленное отставание по радиальному и линейному росту от местной популяции одновозрастной сосны в пункте испытания соответственно на 13 и 8 %, тотемский климатип близок по диаметру к плесецкому, но опережает его по высоте на 10 %. Распределение диаметров ствола северотаежного потомства сосны значительно отличается от среднеи южно-таежного климатипов. Используя широтные коэффициенты роста, предложенные И.В. Волосевичем (1984 г.), для культур того же возраста рассчитаны соответствующие показатели в местах произрастания исходных насаждений, что позволило определить отклонения в показателях при имитации потепления или похолодания. Установлено, что при потеплении климата в бореальном поясе с повышением суммы температур воздуха более 10 ºС на каждые 100 ºС суммы эффективных температур можно ожидать увеличения показателей по росту и продуктивности сосны обыкновенной на 2...5 %. При похолодании климата (снижение суммы эффективных температур на каждые 100 ºС) изменение ростовых показателей (диаметр, высота, объем ствола) будет аналогично случаю повышения температуры они уменьшаться на 2...5 %. Однако пониженная приживаемость южнотаежного потомства при выращивании в более суровых климатических условиях (снижение сохранности в первые годы после посадки) может привести к значительной потере продуктивности до 15 % на каждые 100 ºС снижения суммы температур более 10 ºС. Сгладить эффект от реакции можно за счет повышения качества лесокультурного производства.","Наквасина Е. Н., Прожерина Н. А., Чупров А. В., Беляев В. В. Реакция роста сосны обыкновенной на климатические изменения в широтном градиенте // Известия ВУЗов. Лесной журнал. 2018. №5 (365). URL: https://cyberleninka.ru/article/n/reaktsiya-rosta-sosny-obyknovennoy-na-klimaticheskie-izmeneniya-v-shirotnom-gradiente (дата обращения: 12.02.2025).","Наквасина Е.Н., Прожерина Н.А., Чупров А.В., & Беляев В.В. (2018). Реакция роста сосны обыкновенной на климатические изменения в широтном градиенте. Известия высших учебных заведений. Лесной журнал,  (5 (365)), 82-93.",https://cyberleninka.ru/article/n/reaktsiya-rosta-sosny-obyknovennoy-na-klimaticheskie-izmeneniya-v-shirotnom-gradiente
Развитие гидромелиорации для обеспечения воспроизводства почвенного плодородия в современных условиях,"Кизяев Б.М., Исаева С.Д.",Плодородие,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","гидромелиорация, плодородие, орошение, водные ресурсы, мониторинг мелиорированных земель","hydromelioration, fertility, irrigation, water resources, monitoring of reclaimed lands","Представлены результаты аналитической оценки перспектив развития гидромелиорации земель в условиях глобальных климатических изменений и роста дефицита водных ресурсов. Определены первоочередные меры для обеспечения орошения водными ресурсами, повышения его эффективности, рационального использования вод в современных условиях.","Кизяев Б. М., Исаева С. Д. Развитие гидромелиорации для обеспечения воспроизводства почвенного плодородия в современных условиях // Плодородие. 2018. №1 (100). URL: https://cyberleninka.ru/article/n/razvitie-gidromelioratsii-dlya-obespecheniya-vosproizvodstva-pochvennogo-plodorodiya-v-sovremennyh-usloviyah (дата обращения: 12.02.2025).","Кизяев Б.М., & Исаева С.Д. (2018). Развитие гидромелиорации для обеспечения воспроизводства почвенного плодородия в современных условиях. Плодородие,  (1 (100)), 27-31. doi: 10.25680/S19948603.2018.100.07",https://cyberleninka.ru/article/n/razvitie-gidromelioratsii-dlya-obespecheniya-vosproizvodstva-pochvennogo-plodorodiya-v-sovremennyh-usloviyah
ПОЧВЕННЫЕ РЕСУРСЫ И БИОЛОГИЧЕСКИЙ ПОТЕНЦИАЛ В СИСТЕМЕ МЕР АДАПТАЦИИ СЕЛЬСКОГО ХОЗЯЙСТВА РОССИИ К ПРИРОДНО-КЛИМАТИЧЕСКИМ ИЗМЕНЕНИЯМ,Иванов А.Л.,Плодородие,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","почвенно-биологический потенциал, адаптация, климат, мониторинг, антропогенное воздействие","soil biological potential, adaptation, climate, monitoring, human impact","Представлены материалы оценки почвенно-биологического потенциала агроэкосистем для разработки мер технологической адаптации, рационального природо(земле)пользования на биосферных принципах в условиях со- временного глобального климата. Показано, что Россия имеет ряд конкурентных преимуществ, для достижения целей и индикаторов Парижского (2015 г.) соглашения по климату. Однако потенциал, заложенный в таких мощ- ных составляющих адаптации как химизация и мелиорация, недоиспользуется.",Иванов А. Л. ПОЧВЕННЫЕ РЕСУРСЫ И БИОЛОГИЧЕСКИЙ ПОТЕНЦИАЛ В СИСТЕМЕ МЕР АДАПТАЦИИ СЕЛЬСКОГО ХОЗЯЙСТВА РОССИИ К ПРИРОДНО-КЛИМАТИЧЕСКИМ ИЗМЕНЕНИЯМ // Плодородие. 2018. №1 (100). URL: https://cyberleninka.ru/article/n/pochvennye-resursy-i-biologicheskiy-potentsial-v-sisteme-mer-adaptatsii-selskogo-hozyaystva-rossii-k-prirodno-klimaticheskim (дата обращения: 12.02.2025).,"Иванов А.Л. (2018). ПОЧВЕННЫЕ РЕСУРСЫ И БИОЛОГИЧЕСКИЙ ПОТЕНЦИАЛ В СИСТЕМЕ МЕР АДАПТАЦИИ СЕЛЬСКОГО ХОЗЯЙСТВА РОССИИ К ПРИРОДНО-КЛИМАТИЧЕСКИМ ИЗМЕНЕНИЯМ. Плодородие,  (1 (100)), 42-47. doi: 10.25680/S19948603.2018.100.11",https://cyberleninka.ru/article/n/pochvennye-resursy-i-biologicheskiy-potentsial-v-sisteme-mer-adaptatsii-selskogo-hozyaystva-rossii-k-prirodno-klimaticheskim
Влияние приемов основной обработки серой лесной почвы на эмиссию закиси азота,"С. И. Зинченко, Н. П. Бучкина",Владимирский земледелец,2018,"Сельское хозяйство, лесное хозяйство, рыбное хозяйство","закись азота, эмиссия, серая лесная почва, залежь, приемы основной обработки, увлажненность вегетационного периода","nitrogen oxide, emission, gray forest soil, raw piece of land, tillage methods, moisturizing during vegetation season","Информация об эмиссии N O из агроландшафтов необходима для выбора экологически обоснованных технологий земледелия, ведущих к снижению вклада сельского хозяйства в бюджет парниковых газов. С этой целью проведены исследования по влиянию приёмов основной обработки и погодных условий на эмиссию закиси азота из серой лесной почвы агроэкосистем. Экспериментальные исследования проводились в стационарном полевом опыте, заложенном в 1986 г. на серой лесной среднесуглинистой почве. Эмиссию закиси азота оценивали на участке залежи и трех вариантах ежегодной основной обработки: традиционной отвальной вспашке и плоскорезной обработке на глубину 6-8 и 20-22 см. Образцы газа для анализа отбирали еженедельно в период с мая по сентябрь в течение 5 лет. Для характеристики погодных условий использовали гидротермический коэффициент Селянинова (ГТК). Размеры эмиссии диоксида азота зависят от содержания в почве нитратного азота, уровня увлажнения и агротехнического воздействия. Минимальное количество закиси азота выделялось серой лесной почвой залежного участка в среднем 536,1 г на га, или 21,3 % от общего вклада. В среднем за годы исследования кумулятивный поток N-N2O по вариантам опыта составлял от 632,0 до 701,7 г на га. Наибольшая величина эмиссии из почвы выявлена при использовании ежегодной отвальной вспашки 701,7 г/га (27,9 %). Со снижением гидротермического коэффициента увлажнения Селянинова от 1,33 до 1,12 происходит увеличение эмиссии закиси азота на варианте с ежегодной вспашкой. Ежегодная безотвальная обработка на глубину 6-8 см привела к меньшей эмиссии N2O из серой лесной среднесуглинистой почвы и является оптимальным вариантом с агроэкологической точки зрения.","С И. Зинченко, Н П. Бучкина Влияние приемов основной обработки серой лесной почвы на эмиссию закиси азота // ВЗ. 2018. №4 (86). URL: https://cyberleninka.ru/article/n/vliyanie-priemov-osnovnoi-obrabotki-seroi-lesnoi-pochvy-na-emissiyu-zakisi-azota (дата обращения: 12.02.2025).","С. И. Зинченко, & Н. П. Бучкина (2018). Влияние приемов основной обработки серой лесной почвы на эмиссию закиси азота. Владимирский земледелец,  (4 (86)), 7-11. doi: 10.24411/2225-2584-2018-10032",https://cyberleninka.ru/article/n/vliyanie-priemov-osnovnoi-obrabotki-seroi-lesnoi-pochvy-na-emissiyu-zakisi-azota
