Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
Виды растений и животных южного происхождения в междуречье Ваги и северной Двины,"Емельянова Людмила Георгиевна, Горяинова Ингрид Николаевна, Леонова Надежда Борисовна",Arctic Environmental Research,2014,Биологические науки,"средняя тайга, северные границы ареалов, биоразнообразие экосистем, среднетаежные экосистемы, архангельская область","middle taiga, northern borders of ranges, ecosystem biodiversity, middle taiga ecosystems, arkhangelsk region","В статье рассмотрены особенности распространения видов растений и животных южного происхождения, обитающих вблизи северных границ ареалов в среднетаежных экосистемах юга Архангельской области в междуречье Ваги и Северной Двины. Изучение распространения видов растений и животных вблизи границ их ареалов дает необходимые сведения для оценки состояния биоразнообразия экосистем и прогнозирования его при изменении условий среды и масштабов антропогенной деятельности. Сделаны выводы о характере распространения, экологических особенностях, активности и роли в сообществах семи видов сосудистых растений, а также распространении девяти видов млекопитающих южного происхождения. Неморальные виды растений, существующие на северных форпостах благодаря эдафическим условиям, занимают довольно устойчивое положение в ценозах. Выявлена довольно высокая положительная сопряженность (коэффициент Коула от 0,45 до 0,6) совместного произрастания у видов неморальной эколого-ценотической группы: живучки, копытня, медуницы, лютика кашубского и липы мелколистной. Отмечено повышенное ботаническое разнообразие в ценозах, в составе которых участвуют виды южного происхождения. Выявлено, что расселение видов млекопитающих южного происхождения связано с местообитаниями, возникшими в результате сведения лесов, распашки территории, появления поселений людей. Состояние популяций животных у северных границ ареалов менее стабильно, их численность и масштабы расселения напрямую зависят от деятельности человека. Таким образом, антропогенное преобразование среднетаежных ландшафтов в центральном секторе европейской тайги способствует продвижению ряда видов на север, что важно учитывать при возможных климатических изменениях.","Емельянова Людмила Георгиевна, Горяинова Ингрид Николаевна, Леонова Надежда Борисовна Виды растений и животных южного происхождения в междуречье Ваги и северной Двины // Arctic Environmental Research. 2014. №2. URL: https://cyberleninka.ru/article/n/vidy-rasteniy-i-zhivotnyh-yuzhnogo-proishozhdeniya-v-mezhdurechie-vagi-i-severnoy-dviny (дата обращения: 14.11.2024).","Емельянова, Л. Г., Горяинова, И. Н., & Леонова, Н. Б. (2014). Виды растений и животных южного происхождения в междуречье Ваги и северной Двины. Arctic Environmental Research,  (2), 12-22.",https://cyberleninka.ru/article/n/vidy-rasteniy-i-zhivotnyh-yuzhnogo-proishozhdeniya-v-mezhdurechie-vagi-i-severnoy-dviny
Динамика содержания и запасов углерода гумуса в пахотных подзолистых почвах подзоны Южной тайги Кировской области,"Шихова Людмила Николаевна, Лисицын Евгений Михайлович",Вестник Удмуртского университета. Серия «Биология. Науки о Земле»,2014,Биологические науки,"почва, запасы углерода, гумус, лабильный углерод, сезонная динамика","soil, carbon store, humus, labile carbon, seasonal dynamics","Представлены данные двухлетних наблюдений за сезонной динамикой содержания и запасов общего и лабильного углерода гумусовых веществ пахотного варианта подзолистых почв южной тайги. Выявлено, что пахотные почвы содержат незначительное количество углерода гумуса и его содержание и запасы существенно варьируют не только по глубине почвенного профиля, но и в течение вегетационного сезона. Характер динамики содержания и запасов общего углерода гумуса различен в разные годы. Минимальные показатели запасов органического углерода гумуса характерны, как правило, для начала вегетационного сезона, максимальные для второй половины вегетационного сезона. Наибольшие амплитуды колебания содержания углерода наблюдаются в пахотном горизонте по сравнению с нижележащими. Для углерода лабильных соединений отмечен общий тренд уменьшения содержания от начала к концу сезона. На содержание углерода гумуса в почве в течение сезона значительно влияют гидротермические условия. В целом система почвенного органического вещества пахотных подзолистых почв характеризуется как весьма динамичная и неустойчивая.","Шихова Людмила Николаевна, Лисицын Евгений Михайлович Динамика содержания и запасов углерода гумуса в пахотных подзолистых почвах подзоны Южной тайги Кировской области // Вестник Удмуртского университета. Серия «Биология. Науки о Земле». 2014. №2. URL: https://cyberleninka.ru/article/n/dinamika-soderzhaniya-i-zapasov-ugleroda-gumusa-v-pahotnyh-podzolistyh-pochvah-podzony-yuzhnoy-taygi-kirovskoy-oblasti (дата обращения: 14.11.2024).","Шихова, Л. Н., & Лисицын, Е. М. (2014). Динамика содержания и запасов углерода гумуса в пахотных подзолистых почвах подзоны Южной тайги Кировской области. Вестник Удмуртского университета. Серия «Биология. Науки о Земле»,  (2), 7-13.",https://cyberleninka.ru/article/n/dinamika-soderzhaniya-i-zapasov-ugleroda-gumusa-v-pahotnyh-podzolistyh-pochvah-podzony-yuzhnoy-taygi-kirovskoy-oblasti
"Распределение, некоторые черты биологии и динамика уловов желтоперой, четырехбугорчатой, сахалинской и колючей камбал в тихоокеанских водах северных Курильских островов и юго-восточной Камчатки","Орлов Алексей Маркович, Токранов Алексей Михайлович",Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство,2014,Биологические науки,"желтоперая камбала limanda aspera, четырехбугорчатая (желтобрюхая) камбала pleuronectes quadrituberculatus, сахалинская камбала limanda sakhalinensis, колючая камбала acanthopsetta nadeshnyi, распределение, сопутствующие виды, размерный состав, динамика уловов, тихоокеанские воды северных курильских островов и юго-восточной камчатки","yellowfin sole limanda aspera, alaska plaice pleuronectes quadrituberculatus, sakhalin sole limanda sakhalinensis, scalyeye plaice acanthopsetta nadeshnyi, distribution, co-occurring species, size composition, catch dynamics, pacific waters of the northern kuril islands and southeastern kamchatka","Представлены новые данные о встречаемости, пространственном и вертикальном распределении колючей Acanthopsetta nadeshnyi, сахалинской Limanda sakhalinensis, желтоперой Limanda aspera и четырехбугорчатой (желтобрюхой) Pleuronectes quadrituberculatus камбал в тихоокеанских водах северных Курильских островов и юго-восточной Камчатки. Для всех видов было характерно практическое отсутствие уловов южнее Четвертого Курильского пролива. Желтоперая и желтобрюхая камбалы отмечались непрерывно вдоль побережья о. Парамушир и юго-восточной Камчатки с максимальными уловами у юго-восточной Камчатки и на траверзе Первого и Второго Курильских проливов. Максимальные уловы сахалинской и колючей камбалы зарегистрированы только на участках, прилегающих к Первому Курильскому и Второму Курильскому проливам. Особенности вертикального распределения колючей и желтоперой камбал принципиально ничем не отличались от таковых в других частях ареалов. Сахалинская и желтобрюхая камбалы в районе исследований, где шельф плохо выражен, отмечены на несколько бóльших глубинах в сравнении с другими районами, что, вероятно, обусловлено особенностями рельефа дна. Чаще всего (> 50 %) сопутствующими рассматриваемым видам камбал в уловах являлись тихоокеанская треска Gadus macrocephalus, широколобый шлемоносец Gymnocanthus detrisus, белобрюхий Hemilepidotus jordani и пестрый H. gilberti получешуйники, узкозубая палтусовидная Hippoglossoides elassodon и северная двухлинейная Lepidopsetta polyxystra камбалы, многоиглый керчак Myoxocephalus polyacanthocephalus, северный одноперый терпуг Pleurogrammus monopterygius и минтай Theragra chalcogramma. Такое сходство видового состава уловов определяется сходным характером пространственного и вертикального распределения рассматриваемых видов. Сезонные изменения глубин обитания и особенности размерного состава свидетельствуют о том, что колючая и сахалинская камбалы в район исследований, вероятно, мигрируют на нагул из вод юго-западной Камчатки, а у желтоперой и желтобрюхой камбал здесь проходит полный жизненный цикл, включая нерест. Встречаемость и величина уловов всех исследованных видов камбал подвержены многолетней, сезонной и суточной динамике. Межгодовые и долгопериодные колебания рассматриваемых показателей, вероятно, обусловлены как климатическими изменениями, так и влиянием промысла. Сезонные изменения связаны со сменой физиологического состояния особей (нерест, нагул, зимовка), а суточные, в большинстве случаев, с пиками пищевой активности.","Орлов Алексей Маркович, Токранов Алексей Михайлович Распределение, некоторые черты биологии и динамика уловов желтоперой, четырехбугорчатой, сахалинской и колючей камбал в тихоокеанских водах северных Курильских островов и юго-восточной Камчатки // Вестник АГТУ. Серия: Рыбное хозяйство. 2014. №3. URL: https://cyberleninka.ru/article/n/raspredelenie-nekotorye-cherty-biologii-i-dinamika-ulovov-zheltoperoy-chetyrehbugorchatoy-sahalinskoy-i-kolyuchey-kambal-v (дата обращения: 14.11.2024).","Орлов, А. М., & Токранов, А. М. (2014). Распределение, некоторые черты биологии и динамика уловов желтоперой, четырехбугорчатой, сахалинской и колючей камбал в тихоокеанских водах северных Курильских островов и юго-восточной Камчатки. Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство,  (3), 29-51.",https://cyberleninka.ru/article/n/raspredelenie-nekotorye-cherty-biologii-i-dinamika-ulovov-zheltoperoy-chetyrehbugorchatoy-sahalinskoy-i-kolyuchey-kambal-v
Флора некоторых районов западной части Шпицбергена в начале вегетационного периода,"Мосеев Дмитрий Сергеевич, Кряучюнас Видас Винанто, Игловский Станислав Анатольевич",Arctic Environmental Research,2014,Биологические науки,"вегетационный период, островная флора, архипелаг шпицберген","growing season, island flora, spitsbergen archipelago","В статье рассмотрены результаты работы сотрудников научно-исследовательского центра «Викинг» и Института экологических проблем Севера РАН, участвовавших в комплексной экспедиции в рамках проекта «Плавучий университет» при поддержке Всероссийской общественной организации «Русское географическое общество». Экспедиция проходила в июне 2013 года на архипелаге Шпицберген. Проведены геоботанические исследования на западе Шпицбергена в населенных пунктах Лонгйир, Ню-Олесунн, Баренцбург и их окрестностях в начале вегетационного периода. Изучены биологические и экологические особенности представителей флоры характерной для зоны супралиторали (морских брызг), в т. ч. видов растений, произрастающих в условиях засоления почвогрунтов. Обнаружен ряд видов флоры архипелага, являющихся индикаторами наступления фенологической весны, среди которых растения, произрастающие преимущественно в зоне морских брызг; Salix polaris, Saxifraga oppositifolia, Saxifraga rivularis, Oxyria digina. Ввиду нарастающей проблемы глобального потепления климата, ярко проявляющейся в Арктике, довольно большое значение для исследований процессов климатических изменений имеют сроки наступления вегетационного периода растений характерных для региона. Выражена четкая закономерность в размещении и видовом составе растительных сообществ в зависимости от климатических условий районов исследований. Показано, что в середине июня наступает вегетация растений, произрастающих в условиях защиты от воздействия штормовых ветров, что наиболее ярко проявлялось в окрестностях поселка Лонгйир, который находится в вершине Ис-фьорда. В районе пос. Баренцбург, который находится в устье Ис-фьорда, вегетационный период в середине июня не был характерен.","Мосеев Дмитрий Сергеевич, Кряучюнас Видас Винанто, Игловский Станислав Анатольевич Флора некоторых районов западной части Шпицбергена в начале вегетационного периода // Arctic Environmental Research. 2014. №3. URL: https://cyberleninka.ru/article/n/flora-nekotoryh-rayonov-zapadnoy-chasti-shpitsbergena-v-nachale-vegetatsionnogo-perioda (дата обращения: 14.11.2024).","Мосеев, Д. С., Кряучюнас, В. В., & Игловский, С. А. (2014). Флора некоторых районов западной части Шпицбергена в начале вегетационного периода. Arctic Environmental Research,  (3), 94-100.",https://cyberleninka.ru/article/n/flora-nekotoryh-rayonov-zapadnoy-chasti-shpitsbergena-v-nachale-vegetatsionnogo-perioda
Состояние кормовой базы тихоокеанских лососей в Беринговом море в 2003-2012 гг. (по результатам работ международных экспедиций basis-1 и 2),Волков Анатолий Федорович,Известия ТИНРО (Тихоокеанского научно-исследовательского рыбохозяйственного центра),2014,Биологические науки,"берингово море, численность, биомасса, зоопланктон, мф, сф, кф мелкая, средняя, крупная фракции, лососи, горбуша, кета, нерка, кижуч, чавыча, питание, кормовая база","bering sea, zooplankton abundance, zooplankton biomass, zooplankton, small-sized fraction, medium-sized fraction, large-sized fraction, salmon, pink salmon, chum salmon, sockeye salmon, coho salmon, chinook salmon, feeding","Исследования тихоокеанских лососей в Беринговом море по программе NPAFC охватили два периода: теплый (2003-2006 гг.) и холодный (2007-2012 гг.). Данные по ледовитости показывают синхронность ее динамики в западной и восточной частях моря. До 2000 г. теплый и холодный периоды чередовались через 1-2, максимум через 3 года, затем наступили более длительный теплый (2001-2006 гг.) и еще более продолжительный холодный, который, начавшись в 2006 г., длится уже 8 лет, включая 2013 г. Такие климатические изменения радикально отразились на структуре планктонного сообщества восточной части моря: доминирование мелкой (МФ) и средней (СФ) фракций зоопланктона сменилось доминированием крупной фракции (КФ) за счет возрастания биомассы массовых видов групп крупного планктона эвфаузиид, гипериид, копепод и сагитт. Эта перестройка также адекватно отразилась на питании тихоокеанских лососей: если в 2003-2006 гг. основу пищи горбуши, кеты и нерки составляли сеголетки минтая, песчанка, мойва, личинки камбал, мальки мелких придонных рыб (нектон) и личинки крабов, то начиная с 2007 г. в их пище стал преобладать зоопланктон эвфаузииды, гиперииды, крылоногие моллюски. В западной части моря подобной перестройки в планктоне и питании лососей не происходило, хотя межгодовая динамика обилия массовых видов и групп КФ, составляющих основу кормовой базы лососей, была хорошо выражена, но чаще всего резкие снижения биомассы и численности компенсировались на следующий год их не менее резким ростом.",Волков Анатолий Федорович Состояние кормовой базы тихоокеанских лососей в Беринговом море в 2003-2012 гг. (по результатам работ международных экспедиций basis-1 и 2) // Известия ТИНРО. 2014. №. URL: https://cyberleninka.ru/article/n/sostoyanie-kormovoy-bazy-tihookeanskih-lososey-v-beringovom-more-v-2003-2012-gg-po-rezultatam-rabot-mezhdunarodnyh-ekspeditsiy-basis-1-i-2 (дата обращения: 14.11.2024).,"Волков, А. Ф. (2014). Состояние кормовой базы тихоокеанских лососей в Беринговом море в 2003-2012 гг. (по результатам работ международных экспедиций basis-1 и 2). Известия ТИНРО (Тихоокеанского научно-исследовательского рыбохозяйственного центра), 179 , 250-271.",https://cyberleninka.ru/article/n/sostoyanie-kormovoy-bazy-tihookeanskih-lososey-v-beringovom-more-v-2003-2012-gg-po-rezultatam-rabot-mezhdunarodnyh-ekspeditsiy-basis-1-i-2
Экологические тенденции изменения биоразнообразия членистоногих на северо-востоке республики Татарстан,Леонтьев Вячеслав Витальевич,Вестник Южно-Уральского государственного гуманитарно-педагогического университета,2014,Биологические науки,"биоразнообразие, интродукция, антропогенная аридизация, изменение климата, красная книга, насекомые","biodiversity, introduction, anthropodenic aridization, climatic variations, red book, insects","Республика Татарстан один из субъектов Российской Федерации в Поволжье, располагается в зоне смешанных лесов и лесостепной зоне, что определяет уникальность биоразнообразия биоты. Однако, экологические тенденции начала 21 века оказывают значительное влияние на ее структуру. Важнейшие факторы подобных влияний обусловлены антропогенным воздействием и глобальными климатическими изменениями, совместное воздействие которых усиливает скорость изменения биоразнообразия региона и республики.",Леонтьев Вячеслав Витальевич Экологические тенденции изменения биоразнообразия членистоногих на северо-востоке республики Татарстан // Вестник ЮУрГГПУ. 2014. №9-2. URL: https://cyberleninka.ru/article/n/ekologicheskie-tendentsii-izmeneniya-bioraznoobraziya-chlenistonogih-na-severo-vostoke-respubliki-tatarstan (дата обращения: 14.11.2024).,"Леонтьев, В. В. (2014). Экологические тенденции изменения биоразнообразия членистоногих на северо-востоке республики Татарстан. Вестник Южно-Уральского государственного гуманитарно-педагогического университета,  (9-2), 334-341.",https://cyberleninka.ru/article/n/ekologicheskie-tendentsii-izmeneniya-bioraznoobraziya-chlenistonogih-na-severo-vostoke-respubliki-tatarstan
Оценка изменения продолжительности безморозного периода в ландшафтах Центрального Предкавказья,"Бадахова Галина Хамзатовна, Корецкий Александр Васильевич",Известия Дагестанского государственного педагогического университета. Естественные и точные науки,2014,Биологические науки,"природный ландшафт, центральное предкавказье, безморозный период, зимние состояния ландшафтов",,"В статье анализируются тенденции изменения длительности безморозного периода в ландшафтах Центрального Предкавказья на примере Ставропольского края за последние десятилетия в связи с современными климатическими изменениями. Анализируется продолжительность безморозного периода за 1981-2010 гг. в сравнении с предыдущим базовым 30-летием. Делается вывод о том, что продолжительность безморозного периода в зональных (равнинных) ландшафтах возросла до 21 дня в пределах полупустынных ландшафтов, до 5 дней в среднегорных ландшафтах лесостепей и остепненных лугов. Данное изменение климата привело к тому, что во временной структуре ландшафтов сократилась доля нивальных состояний, но возросла встречаемость бесснежных состояний холодного периода.","Бадахова Галина Хамзатовна, Корецкий Александр Васильевич Оценка изменения продолжительности безморозного периода в ландшафтах Центрального Предкавказья // Известия ДГПУ. Естественные и точные науки. 2014. №1 (26). URL: https://cyberleninka.ru/article/n/otsenka-izmeneniya-prodolzhitelnosti-bezmoroznogo-perioda-v-landshaftah-tsentralnogo-predkavkazya (дата обращения: 14.11.2024).","Бадахова Галина Хамзатовна, & Корецкий Александр Васильевич (2014). Оценка изменения продолжительности безморозного периода в ландшафтах Центрального Предкавказья. Известия Дагестанского государственного педагогического университета. Естественные и точные науки,  (1 (26)), 100-106.",https://cyberleninka.ru/article/n/otsenka-izmeneniya-prodolzhitelnosti-bezmoroznogo-perioda-v-landshaftah-tsentralnogo-predkavkazya
Генетическое разнообразие и дифференциация популяций кедра сибирского на южной границе ареала в равнинной части Западной Сибири,"Петрова Елена Александровна, Велисевич Светлана Николаевна, Белоконь Марьяна Михайловна, Белоконь Юрий Сергеевич, Политов Дмитрий Владиславович, Горошкевич Сергей Николаевич",Экологическая генетика,2014,Биологические науки,"кедр сибирский, западная сибирь, ""замыкающая"" граница ареала, аллозимная изменчивость, генетическая дифференциация","siberian stone pine, west siberia, trailing edge, allozyme diversity, genetic differentiation","На основании анализа изменчивости 25 аллозимных локусов получены оценки генетической изменчивости и подразделенности популяций кедра сибирского, произрастающих на «замыкающей» границе ареала в переходной зоне между южной тайгой и лесостепью в Западной Сибири. На современном этапе климатические изменения и антропогенное воздействие не вызвали значительной редукции генетического разнообразия и увеличения дифференциации изолированных малочисленных насаждений на южной границе распространения в равнинной части ареала кедра сибирского.","Петрова Елена Александровна, Велисевич Светлана Николаевна, Белоконь Марьяна Михайловна, Белоконь Юрий Сергеевич, Политов Дмитрий Владиславович, Горошкевич Сергей Николаевич Генетическое разнообразие и дифференциация популяций кедра сибирского на южной границе ареала в равнинной части Западной Сибири // Экологическая генетика. 2014. №1. URL: https://cyberleninka.ru/article/n/geneticheskoe-raznoobrazie-i-differentsiatsiya-populyatsiy-kedra-sibirskogo-na-yuzhnoy-granitse-areala-v-ravninnoy-chasti-zapadnoy (дата обращения: 14.11.2024).","Петрова Елена Александровна, Велисевич Светлана Николаевна, Белоконь Марьяна Михайловна, Белоконь Юрий Сергеевич, Политов Дмитрий Владиславович, & Горошкевич Сергей Николаевич (2014). Генетическое разнообразие и дифференциация популяций кедра сибирского на южной границе ареала в равнинной части Западной Сибири. Экологическая генетика, 12 (1), 48-61.",https://cyberleninka.ru/article/n/geneticheskoe-raznoobrazie-i-differentsiatsiya-populyatsiy-kedra-sibirskogo-na-yuzhnoy-granitse-areala-v-ravninnoy-chasti-zapadnoy
Мелиоративная роль дубрав центральной лесостепи,"Харченко Николай Николаевич, Харченко Николай Алексеевич, Ахтырцев Анатолий Борисович",Лесотехнический журнал,2014,Биологические науки,"лесостепь, дубравы, овраго-балочные системы, лесомелиорация, грунтовые воды, естественное зарастание, лесополье, локализация лесов пахотой, лесоразведение, лесное хозяйство, мелиорация, лесостепи, лесомелиоративные мероприятия, лесомелиоративные работы","forest-steppe, oak forests, ravines and gully systems, forest melioration, ground waters, natural overgrowth, forest and field area, localization of forests by plowing, afforestation","Аренные и байрачные дубравы составляют единую, целесообразную на каждом этапе развития лесостепи пространственную структуру лесов. По оценке отечественных лесоводов роль дубовых лесов в лесостепи имеет во много раз большее значение, чем их продуктивность. Лесистость региона должна соответствовать уровню его овражно-балочной сети. Современное состояние овражно-балочных систем, направленность климатических изменений свидетельствуют о формировании благоприятных условий для естественного их заращивания древесно-кустарниковой растительностью, что ведет к стабилизации лесостепных ландшафтов. В настоящее время наблюдается повышение влагообеспеченности, недостаток которой ранее являлся лимитирующим фактором для развития древесно-кустарниковой растительности. Наблюдается повышение как минимальной, так и максимальной сумм осадков. Повышение уровня грунтовых вод также фиксируется повсеместно. Учащающиеся зимние оттепели, сокращение глубины промерзания почвы, в условиях практически полного отсутствия испарения, сопровождается переувлажнением почв. Увеличение запасов влаги в почве с одновременным сокращением интенсивности эрозионных процессов способствуют быстрому образованию дернины, появлению самосева древесных и кустарниковых пород переводят поверхностный сток во внутрипочвенный и, таким образом, резко снижают линейную эрозию. В условиях лесополья локализация лесных массивов пахотными землями является существенным препятствием для естественной реализации этих процессов. В связи с чем возникает необходимость разработки научно обоснованной программы широкомасштабных работ по содействию естественному облесению овражно-балочных систем, созданию новых дубравных лесов (лесоразведение) в условиях Центральной Лесостепи. Определенный интерес представляет создание лесных полос, служащих источником естественно семенного заращивания овражно-балочных систем.","Харченко Николай Николаевич, Харченко Николай Алексеевич, Ахтырцев Анатолий Борисович Мелиоративная роль дубрав центральной лесостепи // Лесотехнический журнал. 2014. №1 (13). URL: https://cyberleninka.ru/article/n/meliorativnaya-rol-dubrav-tsentralnoy-lesostepi (дата обращения: 14.11.2024).","Харченко Николай Николаевич, Харченко Николай Алексеевич, & Ахтырцев Анатолий Борисович (2014). Мелиоративная роль дубрав центральной лесостепи. Лесотехнический журнал, 4 (1 (13)), 40-47.",https://cyberleninka.ru/article/n/meliorativnaya-rol-dubrav-tsentralnoy-lesostepi
"Сравнение онтогенеза грушанки в Центральной и Северо-западной Якутии, как показатель адаптации к изменению климата",Никифорова Алина Афанасьевна,Арктика XXI век. Естественные науки,2014,Биологические науки,"ценопопуляция, местообитание, онтогенез, онтогенетическая структура, адаптация, центральная якутия, северо-западная якутия, климатический фактор","pyrola rotundifolia var. incarnate (dc.) freyn, cenopopulation, habitat, ontogenesis, ontogenetic spectrum, adaptation, central yakutia, northwestern yakutia, climatic factor","В статье описана сравнительная характеристика онтегенезов двух подвидов грушанки круглолистной: Pyrola rotundifolia L. и Pyrola rotundifolia var. incarnate (DC.) Freyn. Определена и изучена поливариантность онтогенеза грушанки, в связи изменением климатических условий местообитания. Выявлены адаптивные черты онтогенеза для выживания в экстремальных условиях на границе ареала.","Никифорова Алина Афанасьевна Сравнение онтогенеза грушанки в Центральной и Северо-западной Якутии, как показатель адаптации к изменению климата // Арктика XXI век. Естественные науки. 2014. №1 (1). URL: https://cyberleninka.ru/article/n/sravnenie-ontogeneza-grushanki-v-tsentralnoy-i-severo-zapadnoy-yakutii-kak-pokazatel-adaptatsii-k-izmeneniyu-klimata (дата обращения: 14.11.2024).","Никифорова Алина Афанасьевна (2014). Сравнение онтогенеза грушанки в Центральной и Северо-западной Якутии, как показатель адаптации к изменению климата. Арктика XXI век. Естественные науки,  (1 (1)), 48-52.",https://cyberleninka.ru/article/n/sravnenie-ontogeneza-grushanki-v-tsentralnoy-i-severo-zapadnoy-yakutii-kak-pokazatel-adaptatsii-k-izmeneniyu-klimata
