Title,Russian Keywords,Annotation,Link
"['сравнительный', 'анализ', 'температурный', 'критерий', 'жизнедеятельность', 'вид', 'вселенец', 'вид', 'абориген', 'регион', 'верхний', 'волга']","['вид', 'вселенец', 'инвазионный', 'вид', 'температурный', 'критерий', 'верхний', 'волга']","['проанализировать', 'значение', 'окончательно', 'избирать', 'температура', 'оит', 'верхний', 'летальный', 'температура', 'влт', 'вид', 'пресноводный', 'рыба', 'абориген', 'вселенец', 'обитать', 'северо', 'западный', 'регион', 'европейский', 'часть', 'россия', 'значение', 'оит', 'получить', 'летний', 'сезон', 'год', 'метод', 'конечный', 'термопреферендум', 'влт', 'метод', 'хронический', 'летальный', 'максимум', 'хлм', 'нагрев', 'вод', 'скорость', 'сутки', 'летальный', 'исход', 'прекращение', 'движение', 'жаберный', 'крышка', 'обсуждаться', 'роль', 'температурный', 'изменение', 'окружающий', 'среда', 'климатический', 'тренд', 'аномальный', 'температура', 'летний', 'сезон', 'год', 'также', 'тепловой', 'сброс', 'грэс', 'аэс', 'термальный', 'загрязнение', 'жизнедеятельность', 'рыба']",https://cyberleninka.ru/article/n/sravnitelnyy-analiz-temperaturnyh-kriteriev-zhiznedeyatelnosti-u-vidov-vselentsev-i-vidov-aborigenov-iz-regiona-verhney-volg
"['фактор', 'техногенный', 'воздействие', 'бассейн', 'река', 'северный', 'двина']","['бассейн', 'северный', 'двина', 'изменение', 'ихтиофауна', 'влияние', 'ракетный', 'космический', 'деятельность', 'влияние', 'гидромеханизированный', 'работа', 'влияние', 'лесопромышленный', 'производство', 'влияние', 'сельскохозяйственный', 'деятельность', 'влияние', 'водный', 'транспорт', 'влияние', 'рыбный', 'промысел']","['статья', 'представить', 'общий', 'спектр', 'антропогенный', 'фактор', 'негативно', 'влиять', 'ихтиофауна', 'северный', 'двина', 'воздействовать', 'опосредованно', 'ухудшение', 'среда', 'обитание', 'кормовой', 'возможность', 'условие', 'естественный', 'воспроизводство', 'промысловый', 'вид', 'непосредственно', 'результат', 'промысел', 'спортивно', 'любительский', 'рыболовство', 'несанкционированный', 'вылов', 'первый', 'группа', 'фактор', 'относиться', 'ракетный', 'космический', 'деятельность', 'загрязнение', 'водоем', 'продукт', 'сгорание', 'компонент', 'ракетный', 'топливо', 'лесопромышленный', 'комплекс', 'вырубка', 'лес', 'площадь', 'водосбор', 'бассейн', 'лесосплав', 'загрязнение', 'водоток', 'результат', 'деятельность', 'предприятие', 'деревообрабатывающий', 'промышленность', 'гидромеханизированный', 'работа', 'русловый', 'часть', 'северный', 'двина', 'приток', 'ухудшение', 'среда', 'обитание', 'гидробионт', 'сельскохозяйственный', 'деятельность', 'предприятие', 'агропромышленный', 'комплекс', 'эвтрофирование', 'бассейн', 'поступление', 'вода', 'избыточный', 'органик', 'водный', 'транспорт', 'загрязнение', 'водоем', 'бассейн', 'горючий', 'смазочный', 'материал', 'второй', 'группа', 'фактор', 'воздействовать', 'непосредственно', 'рыба', 'изымать', 'водоем', 'самый', 'снижать', 'численность', 'сюда', 'входить', 'промысел', 'приводить', 'селективный', 'отбор', 'наиболее', 'кондиционный', 'производитель', 'донерестовый', 'период', 'любительский', 'рыболовство', 'перелов', 'молодь', 'сиг', 'хариус', 'место', 'нагул', 'несанкционированный', 'вылов', 'браконьерство', 'направить', 'прежде', 'весь', 'ценный', 'вид', 'рыба', 'лососевосиговый', 'комплекс', 'сопровождаться', 'массовый', 'истребление', 'рыба', 'весь', 'возрастной', 'группа', 'выявить', 'антропогенный', 'фактор', 'многий', 'десятилетие', 'воздействовать', 'экосистема', 'северный', 'двина', 'совокупность', 'климатический', 'фактор', 'определять', 'современный', 'состояние', 'рыбный', 'ресурс', 'весь', 'бассейн']",https://cyberleninka.ru/article/n/faktory-tehnogennogo-vozdeystviya-na-basseyn-reki-severnoy-dviny
"['вид', 'растение', 'животное', 'южный', 'происхождение', 'междуречье', 'вага', 'северный', 'двина']","['средний', 'тайга', 'северный', 'граница', 'ареал', 'биоразнообразие', 'экосистема', 'среднетаежный', 'экосистема', 'архангельский', 'область']","['статья', 'рассмотреть', 'особенность', 'распространение', 'вид', 'растение', 'животное', 'южный', 'происхождение', 'обитать', 'вблизи', 'северный', 'граница', 'ареал', 'среднетаежный', 'экосистема', 'архангельский', 'область', 'междуречье', 'вага', 'северный', 'двина', 'изучение', 'распространение', 'вид', 'растение', 'животное', 'вблизи', 'граница', 'ареал', 'давать', 'необходимый', 'сведение', 'оценка', 'состояние', 'биоразнообразие', 'экосистема', 'прогнозирование', 'изменение', 'условие', 'среда', 'масштаб', 'антропогенный', 'деятельность', 'сделать', 'вывод', 'характер', 'распространение', 'экологический', 'особенность', 'активность', 'роль', 'сообщество', 'семь', 'вид', 'сосудистый', 'растение', 'также', 'распространение', 'девять', 'вид', 'млекопитающее', 'южный', 'происхождение', 'неморальный', 'вид', 'растение', 'существующий', 'северный', 'форпост', 'благодаря', 'эдафический', 'условие', 'занимать', 'довольно', 'устойчивый', 'положение', 'ценоз', 'выявить', 'довольно', 'высокий', 'положительный', 'сопряженность', 'коэффициент', 'коул', 'совместный', 'произрастание', 'вид', 'неморальный', 'эколого', 'ценотический', 'группа', 'живучка', 'копытень', 'медуница', 'лютик', 'кашубский', 'липа', 'мелколистный', 'отметить', 'повышенный', 'ботанический', 'разнообразие', 'ценоз', 'состав', 'который', 'участвовать', 'вид', 'южный', 'происхождение', 'выявить', 'расселение', 'вид', 'млекопитающее', 'южный', 'происхождение', 'связать', 'местообитание', 'возникнуть', 'результат', 'сведение', 'лес', 'распашка', 'территория', 'появление', 'поселение', 'человек', 'состояние', 'популяция', 'животное', 'северный', 'граница', 'ареал', 'менее', 'стабильно', 'численность', 'масштаб', 'расселение', 'напрямую', 'зависеть', 'деятельность', 'человек', 'образ', 'антропогенный', 'преобразование', 'среднетаежный', 'ландшафт', 'центральный', 'сектор', 'европейский', 'тайга', 'способствовать', 'продвижение', 'ряд', 'вид', 'север', 'важно', 'учитывать', 'возможный', 'климатический', 'изменение']",https://cyberleninka.ru/article/n/vidy-rasteniy-i-zhivotnyh-yuzhnogo-proishozhdeniya-v-mezhdurechie-vagi-i-severnoy-dviny
"['вертикальный', 'поток', 'растительный', 'сообщество', 'мезоолиготрофный', 'болото', 'средний', 'тайга']","['эмиссия', 'метан', 'нетто', 'обмен', 'диоксид', 'углерод', 'мезоолиготрофный', 'болото']","['статья', 'представить', 'результат', 'измерение', 'вертикальный', 'поток', 'растительный', 'сообщество', 'мезоолиготрофный', 'болото', 'средний', 'тайга', 'период', 'вегетация', 'дать', 'количественный', 'оценка', 'нетто', 'обмен', 'метан', 'диоксид', 'углерод', 'тип', 'болотный', 'фитоценоз', 'эмиссия', 'метан', 'участок', 'близкие', 'поверхность', 'залегание', 'грунтовый', 'вода', 'значительно', 'выше', 'кочка', 'течение', 'сезон', 'максимум', 'выделение', 'метан', 'атмосфера', 'наблюдать', 'июль', 'положительный', 'нетто', 'обмен', 'атмосфера', 'выявить', 'мезотрофный', 'мезоевтрофный', 'сообщество', 'эмиссия', 'диоксид', 'углерод', 'преобладать', 'микроповышение', 'олиготрофный', 'участок', 'болото']",https://cyberleninka.ru/article/n/vertikalnye-potoki-sn-4-i-so-2-v-rastitelnyh-soobschestvah-mezooligotrofnogo-bolota-sredney-taygi
"['сезонный', 'аспект', 'население', 'птица', 'северный', 'предуралья']","['птица', 'круглогодичный', 'учет', 'многомерный', 'анализ', 'сезонный', 'аспект']","['провести', 'круглогодичный', 'маршрутный', 'учет', 'птица', 'равнинный', 'участок', 'печоро', 'илычский', 'заповедник', 'помощь', 'многомерный', 'факторный', 'анализ', 'выявить', 'сезонный', 'аспект', 'население', 'птица', 'северный', 'предуралья', 'зимний', 'кочевка', 'относительный', 'зимний', 'стабилизация', 'предвесенний', 'кочевка', 'прилет', 'гнездование', 'фон', 'прилет', 'пролет', 'гнездование', 'вылет', 'молодой', 'послегнездовый', 'кочевка', 'начало', 'отлет', 'отлет', 'осенний', 'пролет', 'окончание', 'массовый', 'пролет', 'отлет', 'привести', 'краткий', 'количественный', 'характеристика', 'каждый', 'аспект', 'провести', 'сравнение', 'отличие', 'внутригодовой', 'изменение', 'население', 'птица', 'разный', 'регион', 'провести', 'анализ', 'показать', 'следующий', 'климатический', 'отличие', 'внутригодовой', 'динамик', 'население', 'птица', 'заключаться', 'значительный', 'близость', 'срок', 'количество', 'сезонный', 'аспект', 'орнитокомплекс', 'бореальный', 'область', 'последующий', 'нарастание', 'отличие', 'север', 'средний', 'тайга', 'пустынный', 'зона']",https://cyberleninka.ru/article/n/sezonnye-aspekty-naseleniya-ptits-severnogo-preduralya
"['фенологический', 'состояние', 'охранять', 'древесный', 'растение', 'годичный', 'цикл', 'развитие', 'природа', 'начало', 'век', 'санкт', 'петербург']","['фенология', 'древесный', 'растение', 'красный', 'книга', 'санкт', 'петербург']","['изменение', 'климат', 'санкт', 'петербург', 'отражаться', 'срок', 'сезонный', 'развитие', 'вид', 'местный', 'флор', 'интродуцированный', 'редкий', 'охранять', 'вид', 'влиять', 'уровень', 'адаптация', 'выразить', 'положительный', 'тренд', 'температура', 'воздух', 'скользящий', 'средний', 'пятилетие', 'период', 'вегетационный', 'период', 'геосистема', 'период', 'минимальный', 'показатель', 'сут', 'пятилетие', 'максимальный', 'сут', 'последний', 'пятилетие', 'феноинтервать', 'характеризовать', 'период', 'сократиться', 'сут', 'это', 'объясняться', 'биоклиматический', 'цикличность', 'проявляться', 'усиление', 'континентальность', 'климат', 'относительно', 'норма', 'климат', 'увеличиться', 'безморозный', 'период', 'наблюдаться', 'ранний', 'наступление', 'летний', 'феноэтап', 'год', 'поздний', 'осенний', 'явление', 'особенно', 'второй', 'половина', 'осень', 'сезонный', 'динамика', 'природа', 'последний', 'год', 'благоприятный', 'рост', 'развитие', 'растение', 'подготовка', 'зима', 'большинство', 'изучать', 'вид', 'вегетация', 'начинаться', 'второй', 'этап', 'подсезон', 'оживление', 'весна', 'начало', 'вегетация', 'окончание', 'разный', 'вид', 'происходить', 'разный', 'феноэтап', 'календарь', 'природа', 'часть', 'растение', 'оно', 'вынужденный', 'продолжительность', 'вегетация', 'варьироваться', 'сут', 'сут', 'сравнение', 'итог', 'интродукция', 'период', 'неблагоприятный', 'климат', 'значительно', 'увеличиться', 'количество', 'редкий', 'охранять', 'вид', 'растение', 'способный', 'произрастать', 'современный', 'условие', 'климат', 'санкт', 'петербург', 'практически', 'обмерзать', 'листопадный', 'вид', 'период', 'лишь', 'растение', 'вид', 'наблюдаться', 'повреждение', 'многолетний', 'побег', 'дальнейший', 'потепление', 'климат', 'мочь', 'негативно', 'сказаться', 'устойчивость', 'древесный', 'растение', 'особенно', 'короткий', 'период', 'зимний', 'покой']",https://cyberleninka.ru/article/n/fenologicheskoe-sostoyanie-ohranyaemyh-drevesnyh-rasteniy-v-godichnom-tsikle-razvitiya-prirody-v-nachale-xxi-veka-v-sankt-peterburge
"['гидробиологический', 'обусловленность', 'формирование', 'микроэлементный', 'состав', 'вод', 'влияние', 'биологический', 'ресурс', 'водоем']","['гидробионт', 'планктон', 'экология', 'экосистема', 'гидробиологический', 'параметр', 'гидрофауна']","['статья', 'представить', 'результат', 'комплексный', 'исследование', 'экологический', 'гидробиологический', 'параметр', 'водоем', 'условие', 'кабардин', 'балкарский', 'республика', 'база', 'изучение', 'химический', 'состав', 'природный', 'вода', 'изменение', 'время', 'пространство', 'зависимость', 'климатический', 'физический', 'биологический', 'процесс', 'послужить', 'спускной', 'опытный', 'производственный', 'водоем', 'площадь', 'независимый', 'водоснабжение', 'изучить', 'путь', 'формирование', 'миграция', 'элемент', 'солевой', 'состав', 'минеральный', 'органический', 'вещество', 'дать', 'оценка', 'роль', 'микроэлемент', 'жизнь', 'гидробионт', 'важность', 'применение', 'определенный', 'доза', 'металл', 'системификация', 'процесс', 'происходить', 'пресный', 'водоем', 'выявить', 'обеспеченность', 'водоем', 'микроэлемент', 'эколого', 'климатический', 'зона', 'определить', 'важность', 'изучение', 'природный', 'условие', 'качество', 'прудовый', 'угодье', 'содержание', 'микроэлемент', 'повышение', 'продуктивность', 'водный', 'экосистема']",https://cyberleninka.ru/article/n/gidrobiologicheskaya-obuslovlennost-formirovaniya-mikroelementnogo-sostava-vody-i-eyo-vliyanie-na-biologicheskie-resursy-vodoyoma
"['динамика', 'содержание', 'запас', 'углерод', 'гумус', 'пахотный', 'подзолистый', 'почва', 'подзон', 'южный', 'тайга', 'кировский', 'область']","['почва', 'запас', 'углерод', 'гумус', 'лабильный', 'углерод', 'сезонный', 'динамика']","['представить', 'данные', 'двухлетний', 'наблюдение', 'сезонный', 'динамика', 'содержание', 'запас', 'общий', 'лабильный', 'углерод', 'гумусовый', 'вещество', 'пахотный', 'вариант', 'подзолистый', 'почва', 'южный', 'тайга', 'выявить', 'пахотный', 'почва', 'содержать', 'незначительный', 'количество', 'углерод', 'гумус', 'содержание', 'запас', 'существенно', 'варьировать', 'глубина', 'почвенный', 'профиль', 'течение', 'вегетационный', 'сезон', 'характер', 'динамик', 'содержание', 'запас', 'общий', 'углерод', 'гумус', 'различный', 'разный', 'год', 'минимальный', 'показатель', 'запас', 'органический', 'углерод', 'гумус', 'характерный', 'правило', 'начало', 'вегетационный', 'сезон', 'максимальный', 'второй', 'половина', 'вегетационный', 'сезон', 'больший', 'амплитуда', 'колебание', 'содержание', 'углерод', 'наблюдаться', 'пахотный', 'горизонт', 'сравнение', 'нижележащий', 'углерод', 'лабильный', 'соединение', 'отметить', 'общий', 'тренд', 'уменьшение', 'содержание', 'начало', 'конец', 'сезон', 'содержание', 'углерод', 'гумус', 'почва', 'течение', 'сезон', 'значительно', 'влиять', 'гидротермический', 'условие', 'целое', 'система', 'почвенный', 'органический', 'вещество', 'пахотный', 'подзолистый', 'почва', 'характеризоваться', 'весьма', 'динамичный', 'неустойчивый']",https://cyberleninka.ru/article/n/dinamika-soderzhaniya-i-zapasov-ugleroda-gumusa-v-pahotnyh-podzolistyh-pochvah-podzony-yuzhnoy-taygi-kirovskoy-oblasti
"['распределение', 'некоторый', 'черта', 'биология', 'динамика', 'улов', 'желтоперый', 'четырехбугорчатый', 'сахалинский', 'колючий', 'камбала', 'тихоокеанский', 'вода', 'северный', 'курильский', 'остров', 'юго', 'восточный', 'камчатка']","['желтоперый', 'камбала', 'четырехбугорчатый', 'желтобрюхий', 'камбала', 'сахалинский', 'камбала', 'колючий', 'камбала', 'распределение', 'сопутствовать', 'вид', 'размерный', 'состав', 'динамика', 'улов', 'тихоокеанский', 'вод', 'северный', 'курильский', 'остров', 'юго', 'восточный', 'камчатка']","['представить', 'новый', 'данные', 'встречаемость', 'пространственный', 'вертикальный', 'распределение', 'колючий', 'сахалинский', 'желтоперый', 'четырехбугорчатый', 'желтобрюхий', 'камбала', 'тихоокеанский', 'вода', 'северный', 'курильский', 'остров', 'юго', 'восточный', 'камчатка', 'весь', 'вид', 'характерный', 'практический', 'отсутствие', 'улов', 'южный', 'четвертый', 'курильский', 'пролив', 'желтоперый', 'желтобрюхий', 'камбала', 'отмечаться', 'непрерывно', 'вдоль', 'побережье', 'парамушир', 'юго', 'восточный', 'камчатка', 'максимальный', 'улов', 'юго', 'восточный', 'камчатка', 'траверз', 'первый', 'второй', 'курильский', 'пролив', 'максимальный', 'улов', 'сахалинский', 'колючий', 'камбала', 'зарегистрировать', 'участок', 'прилегать', 'первый', 'курильский', 'второй', 'курильский', 'пролив', 'особенность', 'вертикальный', 'распределение', 'колючий', 'желтоперый', 'камбала', 'принципиально', 'ничто', 'отличаться', 'таковой', 'часть', 'ареал', 'сахалинский', 'желтобрюхий', 'камбала', 'район', 'исследование', 'шельф', 'плохо', 'выраженный', 'отметить', 'несколько', 'бóльший', 'глубина', 'сравнение', 'район', 'вероятно', 'обусловить', 'особенность', 'рельеф', 'дно', 'частый', 'весь', 'сопутствующий', 'рассматривать', 'вид', 'камбала', 'улов', 'являться', 'тихоокеанский', 'треск', 'широколобый', 'шлемоносец', 'белобрюхий', 'пестрый', 'получешуйник', 'узкозубый', 'палтусовидный', 'северный', 'двухлинейный', 'камбала', 'многоиглый', 'керчак', 'северный', 'одноперый', 'терпуг', 'минтай', 'сходство', 'видовой', 'состав', 'улов', 'определяться', 'сходный', 'характер', 'пространственный', 'вертикальный', 'распределение', 'рассматривать', 'вид', 'сезонный', 'изменение', 'глубина', 'обитание', 'особенность', 'размерный', 'состав', 'свидетельствовать', 'колючий', 'сахалинский', 'камбала', 'район', 'исследование', 'вероятно', 'мигрировать', 'нагул', 'вода', 'юго', 'западный', 'камчатка', 'желтоперый', 'желтобрюхий', 'камбала', 'проходить', 'полный', 'жизненный', 'цикл', 'включая', 'нерест', 'встречаемость', 'величина', 'улов', 'весь', 'исследовать', 'вид', 'камбала', 'подверженный', 'многолетний', 'сезонный', 'суточный', 'динамика', 'межгодовой', 'долгопериодный', 'колебание', 'рассматривать', 'показатель', 'вероятно', 'обусловить', 'климатический', 'изменение', 'влияние', 'промысел', 'сезонный', 'изменение', 'связать', 'смена', 'физиологический', 'состояние', 'особь', 'нерест', 'нагул', 'зимовка', 'суточный', 'большинство', 'случай', 'пик', 'пищевой', 'активность']",https://cyberleninka.ru/article/n/raspredelenie-nekotorye-cherty-biologii-i-dinamika-ulovov-zheltoperoy-chetyrehbugorchatoy-sahalinskoy-i-kolyuchey-kambal-v
"['флора', 'некоторый', 'район', 'западный', 'часть', 'шпицберген', 'начало', 'вегетационный', 'период']","['вегетационный', 'период', 'островной', 'флора', 'архипелаг', 'шпицберген']","['статья', 'рассмотреть', 'результат', 'работа', 'сотрудник', 'научно', 'исследовательский', 'центр', 'викинг', 'институт', 'экологический', 'проблема', 'север', 'ран', 'участвовать', 'комплексный', 'экспедиция', 'рамка', 'проект', 'плавучий', 'университет', 'поддержка', 'всероссийский', 'общественный', 'организация', 'русский', 'географический', 'общество', 'экспедиция', 'проходить', 'июнь', 'год', 'архипелаг', 'шпицберген', 'провести', 'геоботанический', 'исследование', 'запад', 'шпицберген', 'населить', 'пункт', 'лонгйир', 'олесунна', 'баренцбург', 'окрестность', 'начало', 'вегетационный', 'период', 'изучить', 'биологический', 'экологический', 'особенность', 'представитель', 'флор', 'характерный', 'зона', 'супралитораль', 'морской', 'брызги', 'вид', 'растение', 'произрастать', 'условие', 'засоление', 'почвогрунт', 'обнаружить', 'ряд', 'вид', 'флор', 'архипелаг', 'являться', 'индикатор', 'наступление', 'фенологический', 'весна', 'среди', 'который', 'растение', 'произрастать', 'преимущественно', 'зона', 'морской', 'брызги', 'ввиду', 'нарастать', 'проблема', 'глобальный', 'потепление', 'климат', 'ярко', 'проявляться', 'арктика', 'довольно', 'большой', 'значение', 'исследование', 'процесс', 'климатический', 'изменение', 'иметь', 'срок', 'наступление', 'вегетационный', 'период', 'растение', 'характерный', 'регион', 'выразить', 'четкий', 'закономерность', 'размещение', 'видовой', 'состав', 'растительный', 'сообщество', 'зависимость', 'климатический', 'условие', 'район', 'исследование', 'показать', 'середина', 'июнь', 'наступать', 'вегетация', 'растение', 'произрастать', 'условие', 'защита', 'воздействие', 'штормовой', 'ветер', 'наиболее', 'ярко', 'проявляться', 'окрестность', 'поселок', 'лонгйир', 'который', 'находиться', 'вершина', 'иса', 'фьорд', 'район', 'пос', 'баренцбург', 'который', 'находиться', 'устье', 'иса', 'фьорд', 'вегетационный', 'период', 'середина', 'июнь', 'характерный']",https://cyberleninka.ru/article/n/flora-nekotoryh-rayonov-zapadnoy-chasti-shpitsbergena-v-nachale-vegetatsionnogo-perioda
