Title,Russian Keywords,Annotation,Link,Title_found_phrases,Russian Keywords_found_phrases,Annotation_found_phrases
"['модель', 'объем', 'ствол', 'мета', 'анализ']","['род', 'объем', 'ствол', 'всеобщий', 'модель', 'мета', 'анализ', 'регрессионный', 'анализ']","['прогноз', 'последствие', 'глобальный', 'потепление', 'стимулировать', 'исследование', 'углероддепонировать', 'способность', 'растительный', 'покров', 'ствол', 'представлять', 'основный', 'часть', 'биомасса', 'дерево', 'точность', 'характеристика', 'объем', 'ствол', 'зависеть', 'возможность', 'корректный', 'мониторинг', 'предварительный', 'оценка', 'будущий', 'состояние', 'лесной', 'ресурс', 'российский', 'лесоустройство', 'ива', 'входить', 'число', 'основный', 'лесообразующий', 'вид', 'поэтому', 'необходимость', 'разработка', 'таксационный', 'норматив', 'однако', 'связь', 'возрасти', 'актуальность', 'оценка', 'углероддепонировать', 'функция', 'лес', 'россия', 'необходимость', 'учет', 'вклад', 'углеродный', 'баланс', 'весь', 'вид', 'растительность', 'возникнуть', 'потребность', 'создание', 'подобный', 'норматив', 'это', 'мочь', 'обеспечить', 'разработка', 'всеобщий', 'модель', 'таблица', 'учитывать', 'морфология', 'ива', 'предел', 'весь', 'род', 'построить', 'опубликовать', 'разный', 'регион', 'страна', 'данные', 'объект', 'исследование', 'данные', 'объем', 'ствол', 'разместить', 'свободный', 'доступ', 'россия', 'казахстан', 'болгария', 'норвегия', 'вид', 'таблица', 'регрессионный', 'модель', 'насколько', 'каждый', 'локальный', 'модель', 'применимый', 'регион', 'неизвестно', 'снятие', 'неопределенность', 'использовать', 'мета', 'анализ', 'статистический', 'процедура', 'объединять', 'результат', 'несколько', 'независимый', 'исследование', 'цель', 'нахождение', 'общий', 'закономерность', 'получить', 'универсальный', 'модель', 'объем', 'ствол', 'род', 'который', 'характеризоваться', 'высокий', 'коэффициент', 'детерминация', 'мочь', 'применить', 'оценка', 'объем', 'ствол', 'любой', 'вид', 'данный', 'род', 'минимальный', 'отклонение', 'расчетный', 'значение', 'результат', 'направить', 'повышение', 'точность', 'учет', 'лиственный', 'насаждение', 'проведение', 'лесоустроительный', 'мониторинговый', 'работа', 'таксация', 'древостой', 'постоянный', 'временной', 'пробный', 'площадь', 'применение', 'унифицированный', 'норматив', 'использование', 'воспроизводство', 'охрана', 'защита', 'древостой', 'древовидный', 'весь', 'многообразие', 'вид', 'позволить', 'решить', 'ряд', 'практический', 'вопрос', 'цитирование', 'усолец', 'парамонов', 'третьяк', 'коптев', 'цепордеть', 'модель', 'объем', 'ствол', 'мета', 'анализ', 'изв', 'вуз', 'лесна', 'журна']",https://cyberleninka.ru/article/n/model-obema-stvola-ivy-meta-analiz,,,углеродный баланс
"['современный', 'климатический', 'изменение', 'динамика', 'ареал', 'разнообразие', 'птица', 'аридный', 'территория', 'внутренний', 'азия']","['внутренний', 'азия', 'потепление', 'климат', 'прибрежный', 'птица', 'динамика', 'ареал', 'видовой', 'разнообразие', 'степной', 'вид', 'птица']","['смена', 'атмосферный', 'циркуляция', 'вызвать', 'повышение', 'солнечный', 'активность', 'широтный', 'меридиональный', 'привести', 'середина', 'столетие', 'формирование', 'внутренний', 'азия', 'обширный', 'сильный', 'засуха', 'сопровождаться', 'смещение', 'ареал', 'птица', 'север', 'резкий', 'сокращение', 'обилие', 'южный', 'регион', 'представить', 'зона', 'пустынь', 'степь', 'однако', 'подобный', 'изменение', 'характерный', 'птица', 'интразональный', 'местообитание', 'водный', 'болотный', 'экосистема', 'исконно', 'степной', 'вид', 'птица', 'реагировать', 'потепление', 'климат', 'малый', 'степень', 'отметить', 'залет', 'северный', 'граница', 'ареал', 'частота', 'который', 'постепенно', 'увеличиваться', 'обеспечивать', 'рост', 'разнообразие', 'птица', 'северный', 'регион', 'азия']",https://cyberleninka.ru/article/n/sovremennye-klimaticheskie-izmeneniya-dinamika-arealov-i-raznoobrazie-ptits-aridnyh-territoriy-vnutrenney-azii,климатический изменение,,
"['восстановление', 'степной', 'ландшафт', 'режим', 'заповедование', 'пример', 'заповедник', 'аркаим']","['степной', 'экосистема', 'ландшафт', 'метод', 'дешифрирование', 'аэрой', 'космоматериал', 'гис', 'климатический', 'изменение', 'пастбищный', 'нагрузка']","['статья', 'описать', 'изменение', 'степной', 'экосистема', 'участок', 'заповедник', 'аркаим', 'материал', 'аэрой', 'космоматериал', 'разный', 'год', 'год', 'применение', 'картографический', 'полевой', 'описание', 'получить', 'площадной', 'геоморфологический', 'почвенный', 'ботанический', 'характеристика', 'территория', 'исследование', 'проанализировать', 'влияние', 'климат', 'пастбищный', 'нагрузка', 'восстановление', 'степь', 'заповедник', 'протяжение', 'последний', 'год']",https://cyberleninka.ru/article/n/vosstanovlenie-stepnyh-landshaftov-v-rezhime-zapovedovaniya-na-primere-zapovednika-arkaim,,климатический изменение,
"['эффективность', 'реабилитация', 'экосистема', 'обводнить', 'торфяник', 'пойма', 'река', 'дубна', 'основа', 'анализ', 'динамика', 'гнездовый', 'популяция', 'серый', 'журавль', 'талдомский', 'городской', 'округ', 'московский', 'область']","['обводнение', 'торфяник', 'серый', 'журавль', 'пойменный', 'экосистема', 'река', 'дубна', 'заказник', 'журавлиный', 'родина', 'вид', 'индикатор', 'биоразнообразие']","['большинство', 'болото', 'многий', 'заболотить', 'земля', 'московский', 'область', 'претерпеть', 'полный', 'хозяйственный', 'трансформация', 'пик', 'который', 'прийтись', 'сильный', 'воздействие', 'подвергнуться', 'долина', 'река', 'русло', 'зарегулировать', 'эффективный', 'сброс', 'избыток', 'вод', 'дренажный', 'система', 'проблема', 'деградация', 'экосистема', 'осушить', 'торфяник', 'окружающий', 'территория', 'который', 'это', 'осушение', 'влиять', 'поставить', 'задача', 'обводнение', 'дальнейший', 'экологический', 'реабилитация', 'это', 'важно', 'борьба', 'тростниковый', 'торфяной', 'пожар', 'сохранение', 'биоразнообразие', 'оопт', 'окружающий', 'осушить', 'торфяник', 'подверженный', 'это', 'пожар', 'исследование', 'проводиться', 'талдомский', 'городской', 'округ', 'московский', 'область', 'дубненский', 'болотный', 'массив', 'период', 'реализовать', 'проект', 'удержание', 'вод', 'нарушить', 'участок', 'пойма', 'дубна', 'финансовый', 'поддержка', 'проект', 'оказать', 'фонд', 'манфред', 'хермсена', 'германия', 'вид', 'индикатор', 'состояние', 'водный', 'болотный', 'экосистема', 'являться', 'серый', 'журавль', 'гнездование', 'это', 'вид', 'находиться', 'тесный', 'зависимость', 'гидрологический', 'условие', 'пойма', 'дубна', 'отметить', 'увеличение', 'численность', 'гнездовый', 'популяция', 'способствовать', 'климатический', 'изменение', 'результат', 'который', 'увеличиваться', 'заболачиваемость', 'долинный', 'территория', 'повышаться', 'стабилизироваться', 'уровень', 'безнапорный', 'грунтовый', 'вода', 'появление', 'территориальный', 'пара', 'серый', 'журавль', 'гнездовый', 'период', 'ночевочный', 'стация', 'осенний', 'период', 'обводнить', 'участок', 'пойменный', 'болото', 'журавль', 'ранее', 'отмечаться', 'указывать', 'эффективность', 'принять', 'мера', 'удержание', 'вод', 'старичный', 'озеро', 'дубна', 'путь', 'строительство', 'дамба', 'изучение', 'динамик', 'распределение', 'территориальный', 'пара', 'серый', 'журавль', 'водный', 'болотный', 'ландшафт', 'давать', 'возможность', 'делать', 'вывод', 'изменение', 'условие', 'среда', 'прогнозировать', 'изменение', 'состав', 'животный', 'население', 'решение', 'проблема', 'управление', 'водный', 'болотный', 'экосистема', 'сохранение', 'биоразнообразие']",https://cyberleninka.ru/article/n/effektivnost-reabilitatsii-ekosistem-obvodnennyh-torfyanikov-v-poyme-reki-dubny-na-osnove-analiza-dinamiki-gnezdovoy-populyatsii,,,климатический изменение
"['пожар', 'фактор', 'утрата', 'биоразнообразие', 'функция', 'лесной', 'экосистема']","['лес', 'пожар', 'растительность', 'животное', 'ключевой', 'вид', 'парниковый', 'газ', 'почва', 'климат', 'углерод', 'экосистемный', 'услуга', 'эмиссия']","['связь', 'возрастать', 'антропогенный', 'воздействие', 'глобальный', 'климатический', 'изменение', 'частота', 'интенсивность', 'пожар', 'возрастать', 'весь', 'мир', 'пирогенный', 'фактор', 'становиться', 'острый', 'проблема', 'лесной', 'страна', 'требовать', 'незамедлительный', 'решение', 'происходить', 'катастрофический', 'сокращение', 'площадь', 'лесной', 'экосистема', 'невосполнимый', 'утрата', 'биоразнообразие', 'провайдер', 'экосистемный', 'функция', 'услуга', 'лес', 'многий', 'биолог', 'рассматривать', 'пожар', 'губительный', 'биота', 'фактор', 'приводить', 'безвозвратный', 'утеря', 'часть', 'вид', 'группа', 'живой', 'организм', 'действие', 'пожар', 'восстановление', 'возможно', 'это', 'требоваться', 'продолжительный', 'период', 'время', 'однако', 'настоящий', 'время', 'появляться', 'время', 'большой', 'научный', 'работа', 'автор', 'который', 'утверждать', 'пожар', 'сокращать', 'повышать', 'биоразнообразие', 'лесной', 'экосистема', 'также', 'способствовать', 'сохранение', 'вид', 'устойчивый', 'функционирование', 'лес', 'данный', 'статья', 'направить', 'анализ', 'результат', 'исследование', 'влияние', 'пожар', 'основной', 'компонент', 'лесной', 'экосистема', 'биоразнообразие', 'функция', 'автор', 'давать', 'ответ', 'вопрос', 'почему', 'пожар', 'очевидно', 'деструктивный', 'фактор', 'рассматриваться', 'фактор', 'повышение', 'биоразнообразие', 'большинство', 'положительный', 'эффект', 'пожар', 'биоразнообразие', 'сводиться', 'возникновение', 'мозаичность', 'прорыв', 'полог', 'лес', 'пожар', 'однако', 'провести', 'анализ', 'литература', 'показывать', 'устойчивый', 'мнение', 'ряд', 'работа', 'необходимость', 'определенный', 'периодичность', 'пожар', 'поддержание', 'лесной', 'сообщество', 'связать', 'игнорирование', 'недопонимание', 'роль', 'биотический', 'фактор', 'функционирование', 'лес', 'современный', 'лесной', 'экосистема', 'утратить', 'сильно', 'сократить', 'популяция', 'ключевой', 'вид', 'крупный', 'млекопитающее', 'следовательно', 'отсутствовать', 'формировать', 'микросайт', 'включая', 'больший', 'прорыв', 'полог', 'лес', 'окно', 'поляна', 'обеспечивать', 'возможность', 'поддержание', 'светолюбивый', 'флор', 'насекомое', 'опылитель', 'целое', 'поддержание', 'условие', 'развитие', 'разновозрастной', 'полидоминантный', 'лесной', 'экосистема', 'высокий', 'биологический', 'разнообразие', 'практика', 'ведение', 'лесной', 'хозяйство', 'известный', 'подход', 'поддержание', 'мозаичность', 'специальный', 'вид', 'рубка', 'поддержание', 'популяция', 'ключевой', 'вид', 'животное', 'который', 'существенно', 'менеекатастрофичный', 'сравнение', 'пирогенный', 'фактор', 'биологически', 'обосновать', 'дать', 'рекомендация', 'сохранение', 'поддержание', 'биоразнообразие', 'экосистемный', 'функция', 'лес', 'современный', 'лес']",https://cyberleninka.ru/article/n/pozhary-kak-faktor-utraty-bioraznoobraziya-i-funktsiy-lesnyh-ekosistem,,парниковый газ,климатический изменение
"['динамика', 'насаждение', 'участие', 'защитный', 'лес', 'подмосковье']","['ель', 'подмосковье', 'структура', 'насаждение', 'смена', 'порода', 'монокультура']","['представить', 'результат', 'исследование', 'динамический', 'процесс', 'протекать', 'последний', 'десятилетие', 'лес', 'подмосковье', 'участие', 'обусловить', 'климатический', 'изменение', 'усиливаться', 'антропогенный', 'влияние', 'демонстрироваться', 'факт', 'еловый', 'насаждение', 'современный', 'условие', 'проявлять', 'неустойчивость', 'засуха', 'вспышка', 'насекомое', 'вредитель', 'перспектива', 'также', 'динамически', 'неустойчивый', 'иметь', 'тенденция', 'распад', 'ситуация', 'осложняться', 'ввиду', 'запрет', 'сплошной', 'рубка', 'защитный', 'лес', 'московский', 'область', 'широкий', 'распространение', 'монокультура', 'который', 'продолжать', 'создаваться', 'установить', 'структура', 'древостой', 'возраст', 'диаметр', 'многое', 'определяться', 'густота', 'древостой', 'смешение', 'порода', 'наиболее', 'выровнять', 'чистый', 'высокополнотный', 'лес', 'причем', 'оптимальный', 'структура', 'диаметр', 'формироваться', 'доля', 'единица', 'результат', 'долгосрочный', 'наблюдение', 'постоянный', 'пробный', 'площадь', 'лосиный', 'остров', 'выявить', 'естественный', 'развитие', 'лесной', 'сообщество', 'состав', 'новый', 'поколение', 'лес', 'крайне', 'редко', 'бывать', 'близкий', 'породный', 'состав', 'первый', 'ярус', 'большинство', 'случай', 'развитие', 'идти', 'сторона', 'широколиственный', 'лес', 'преобладание', 'липа', 'тенденция', 'смена', 'хвойный', 'лес', 'липовый', 'показать', 'насаждение', 'еловый', 'часть', 'древостой', 'погибнуть', 'короед', 'типограф', 'место', 'распасться', 'ельник', 'полог', 'сохраниться', 'формироваться', 'новый', 'поколение', 'лес', 'представить', 'лиственный', 'порода', 'незначительный', 'единичный', 'участие', 'рекомендовать', 'формирование', 'еловый', 'лес', 'подмосковье', 'смешанный', 'насаждение', 'доля', 'высокий', 'доля', 'ель', 'мочь', 'приемлемый', 'лишь', 'небольшой', 'участок', 'это', 'следовать', 'избегать', 'массовый', 'создание', 'монодоминантный', 'еловый', 'культура']",https://cyberleninka.ru/article/n/dinamika-nasazhdeniy-s-uchastiem-eli-v-zaschitnyh-lesah-podmoskovya,,,климатический изменение
"['изменение', 'комплекс', 'млекопитающее', 'территория', 'заповедник', 'ростовский', 'середина', 'век']","['заповедник', 'ростовский', 'млекопитающее', 'ххi', 'век', 'изменение', 'антропогенный', 'климатический', 'фактор']","['исследовать', 'комплекс', 'млекопитающее', 'территория', 'заповедник', 'ростовский', 'расположить', 'засушливый', 'степь', 'ххi', 'век', 'определить', 'причина', 'произойти', 'немой', 'изменение', 'использовать', 'наблюдение', 'автор', 'данные', 'сотрудник', 'заповедник', 'публикация', 'млекопитающее', 'отметить', 'вид', 'млекопитающее', 'влияние', 'деятельность', 'человек', 'степной', 'экосистема', 'претерпеть', 'глубокий', 'трансформация', 'привести', 'изменение', 'численность', 'распределение', 'значение', 'многий', 'млекопитающее', 'исчезновение', 'проникновение', 'сюда', 'вид', 'создание', 'заповедник', 'ростовский', 'положительно', 'отразиться', 'восстановление', 'биоценоз', 'однако', 'состав', 'отличаться', 'таковой', 'середина', 'ххi', 'степной', 'экосистема', 'число', 'млекопитающее', 'оказывать', 'влияние', 'активизация', 'хозяйственный', 'деятельность', 'климатический', 'изменение']",https://cyberleninka.ru/article/n/izmeneniya-v-komplekse-mlekopitayuschih-mammalia-na-territorii-zapovednika-rostovskiy-c-serediny-hh-veka,,,климатический изменение
"['влияние', 'микроорганизм', 'палеоэкосистема', 'цитогенетический', 'аппарат']","['микроорганизм', 'цитогенетика', 'митоз', 'митозстимуляция', 'митотический', 'индекс', 'палеоэкосистема', 'клеточный', 'аппарат', 'многолетний', 'мерзлота']","['изучение', 'микроорганизм', 'арктический', 'палеоэкосистема', 'биопотенциал', 'разработка', 'биотехнология', 'использование', 'медицина', 'являться', 'актуальный', 'перспективный', 'вопрос', 'микроорганизм', 'особенно', 'чувствительный', 'климатический', 'изменение', 'играть', 'ключевой', 'экологический', 'роль', 'естественный', 'среда', 'обитание', 'данный', 'контекст', 'важно', 'изучение', 'влияние', 'реликтовый', 'микробиота', 'современный', 'биологический', 'объект', 'первый', 'очередь', 'цитогенетический', 'аппарат', 'цель', 'наш', 'исследование', 'оценка', 'влияние', 'микроорганизм', 'род', 'дисперсный', 'грунт', 'перейти', 'мерзлый', 'состояние', 'период', 'голоцен', 'цитогенетический', 'аппарат', 'задача', 'наш', 'исследование', 'являться', 'изучение', 'цитотоксичность', 'микроорганизм', 'род', 'дифференцировка', 'клетка', 'это', 'использоваться', 'данный', 'тест', 'система', 'рекомендовать', 'эксперт', 'всемирный', 'организация', 'здравоохранение', 'воз', 'изучение', 'влияние', 'микроорганизм', 'цитогенетический', 'аппарат', 'растение', 'тест', 'являться', 'немногий', 'прямой', 'уникальный', 'метод', 'который', 'позволять', 'оценить', 'действие', 'мутаген', 'потенциальный', 'канцероген', 'путем', 'наблюдение', 'хромосомный', 'изменение', 'ход', 'эксперимент', 'установить', 'бактерия', 'род', 'способный', 'изменять', 'митотический', 'активность', 'корневой', 'меристематический', 'ткань', 'влияние', 'исследовать', 'штамм', 'мерзлый', 'порода', 'проявляться', 'клеточный', 'уровень', 'выражаться', 'митозостимулирующий', 'эффект', 'ограничение', 'пролиферативный', 'способность', 'клетка', 'выяснить', 'некоторый', 'штамм', 'род', 'мочь', 'подавлять', 'митоз', 'некоторый', 'стимулировать', 'исследование', 'проводиться', 'лабораторный', 'условие', 'использование', 'стандартный', 'морфометрический', 'микроскопический', 'статистический', 'метод', 'практический', 'значимость', 'перспектива', 'дальнейший', 'исследование', 'заключаться', 'помощь', 'оценка', 'цитотоксический', 'действие', 'штамм', 'бактерия', 'выделить', 'вечный', 'мерзлота', 'возможно', 'создание', 'биологический', 'активный', 'препарат', 'целевой', 'комплексный', 'действие', 'использование', 'медицинский', 'практика', 'изучение', 'микроорганизм', 'многолетнемерзлый', 'порода', 'давать', 'хороший', 'понимание', 'эволюция', 'адаптивный', 'характеристика', 'холод', 'также', 'исследование', 'позволять', 'широко', 'применять', 'адаптированный', 'холод', 'микроорганизм', 'клеточный', 'компонент', 'биотехнология', 'это', 'необходимый', 'междисциплинарный', 'фундаментально', 'ориентированный', 'исследование']",https://cyberleninka.ru/article/n/vliyanie-mikroorganizmov-paleoekosistem-na-tsitogeneticheskiy-apparat-allium-cepa,,,климатический изменение
"['влияние', 'экзотический', 'орisтнороr', 'luмвriсidай', 'катионный', 'состав', 'тип', 'почва', 'западный', 'сибирь', 'эксперимент', 'микрокосм']","['дождевой', 'червь', 'чужеродный', 'вид', 'ион', 'почва', 'капиллярный', 'электрофорез']","['климатический', 'изменение', 'способствовать', 'внедрение', 'экзотический', 'вид', 'дождевой', 'червь', 'новый', 'территория', 'внедрение', 'чужеродный', 'вид', 'модифицировать', 'химический', 'состав', 'свойство', 'почва', 'приводить', 'изменение', 'доступность', 'питательный', 'вещество', 'растение', 'западный', 'сибирь', 'обнаружить', 'новый', 'экзотический', 'вид', 'который', 'мочь', 'стать', 'конкурент', 'нативный', 'вид', 'распространить', 'преимущественно', 'естественный', 'местообитание', 'синантропный', 'цель', 'данный', 'работа', 'являться', 'изучение', 'сравнение', 'влияние', 'почвенный', 'подстилочный', 'вид', 'червь', 'аборигенный', 'синантропный', 'экзотический', 'изменение', 'доступность', 'катион', 'тип', 'почва', 'чернозем', 'обыкновенный', 'лугов', 'черноземный', 'серый', 'лесной', 'это', 'провести', 'лабораторный', 'эксперимент', 'микрокосм', 'условие', 'климатический', 'камера', 'постоянный', 'характеристика', 'среда', 'определение', 'количественный', 'состав', 'водорастворимый', 'форма', 'катион', 'проводиться', 'помощь', 'система', 'капиллярный', 'электрофорез', 'капель', 'данные', 'влияние', 'катионный', 'состав', 'почва', 'приводиться', 'впервые', 'дождевой', 'червь', 'менять', 'доступность', 'катион', 'весь', 'изучить', 'тип', 'почва', 'это', 'характер', 'изменение', 'зависеть', 'начальный', 'свойство', 'почва', 'установить', 'экзотический', 'вид', 'сходный', 'аборигенный', 'влиять', 'содержание', 'изучить', 'катион', 'почва', 'отличаться', 'значение', 'больший', 'различие', 'наблюдаться', 'экзотический', 'синантропный', 'вид', 'почва', 'почва', 'содержание', 'ион', 'образ', 'внедрение', 'нести', 'потенциальный', 'опасность', 'изменение', 'катионный', 'состав', 'почва', 'естественный', 'местообитание', 'вероятно', 'мочь', 'изменить', 'катионный', 'состав', 'почва', 'нарушить', 'местообитание', 'отмечаться']",https://cyberleninka.ru/article/n/vliyanie-ekzoticheskogo-eisenia-nana-oristnorora-lumvrisidae-na-kationnyy-sostav-treh-tipov-pochv-yuga-zapadnoy-sibiri-eksperiment,,,климатический изменение
"['прогнозирование', 'влияние', 'климатический', 'изменение', 'пространственный', 'распределение', 'чужеродный', 'компонент', 'флора', 'черноморский', 'побережье', 'краснодарский', 'край']","['инвазия', 'чужеродный', 'вид', 'растение', 'кавказ', 'краснодарский', 'край', 'сочи', 'моделирование']","['инвазия', 'чужеродный', 'вид', 'представлять', 'серьезный', 'угроза', 'биоразнообразие', 'наш', 'планет', 'который', 'условие', 'ускоряться', 'глобализация', 'климатический', 'изменение', 'становиться', 'острый', 'побережье', 'краснодарский', 'край', 'сила', 'свой', 'биоклиматический', 'условие', 'высокий', 'уровень', 'антропогенный', 'нагрузка', 'являться', 'вторичный', 'ареал', 'большой', 'количество', 'чужеродный', 'вид', 'согласно', 'результат', 'пространственный', 'моделирование', 'настоящий', 'время', 'климатический', 'условие', 'наиболее', 'удовлетворять', 'биологический', 'требование', 'чужеродный', 'вид', 'широко', 'представить', 'регион', 'исследование', 'статья', 'привести', 'результат', 'пространственный', 'моделирование', 'весь', 'наиболее', 'опасный', 'чужеродный', 'вид', 'регион', 'использование', 'программа', 'предикторный', 'биоклиматическ', 'переменный', 'дать', 'прогноз', 'распространение', 'год', 'использование', 'климатический', 'модель', 'четыре', 'репрезентативный', 'траектория', 'концентрация', 'результат', 'моделирование', 'показать', 'климатический', 'изменение', 'способствовать', 'дальнейший', 'распространение', 'далеко', 'весь', 'чужеродный', 'вид', 'ныне', 'широко', 'представить', 'регион', 'прогнозировать', 'климатический', 'изменение', 'привести', 'сокращение', 'территория', 'комфортный', 'произрастание', 'некоторый', 'пришлый', 'вид', 'это', 'условие', 'экстремальный', 'сценарий', 'климатический', 'изменение', 'тормозить', 'распространение', 'весь', 'представитель', 'современный', 'пул', 'чужеродный', 'вид', 'регион', 'высказать', 'предположение', 'будущее', 'следовать', 'ожидать', 'обновление', 'региональный', 'пул', 'пришлый', 'вид']",https://cyberleninka.ru/article/n/prognozirovanie-vliyaniya-klimaticheskih-izmeneniy-na-prostranstvennoe-raspredelenie-chuzherodnogo-komponenta-flory-yuga,климатический изменение,,климатический изменение
