Title,Russian Keywords,Annotation,Link
"['фототаксис', 'кинезис', 'клетка']","['световой', 'стимул', 'кристаллический', 'клетка', 'арагонит', 'шишковидный', 'железо', 'кристалл', 'кальцит', 'фототаксис', 'триптофан', 'серотонин', 'нейропептидный', 'сеть', 'циркадный', 'ритм']","['введение', 'морской', 'животное', 'иметь', 'простой', 'организация', 'среди', 'беспозвоночный', 'специфичный', 'движение', 'тело', 'клетка', 'являться', 'модельный', 'животное', 'изучение', 'различный', 'биофизический', 'химический', 'процесс', 'реакция', 'внешний', 'стимул', 'статья', 'специалист', 'ряд', 'университет', 'гипотетический', 'декларативный', 'форма', 'осветить', 'проблема', 'фототаксис', 'конкретный', 'исследование', 'поведенческий', 'реакция', 'это', 'простой', 'животное', 'клетка', 'монохромный', 'световой', 'сигнал', 'разный', 'длина', 'волна', 'который', 'характерный', 'световой', 'среда', 'обитание', 'глубина', 'материал', 'метод', 'исследование', 'проводить', 'лабораторный', 'животное', 'исследование', 'поведенческий', 'реакция', 'выполнять', 'использование', 'современный', 'метод', 'оптический', 'микроскопия', 'оптический', 'микроскоп', 'оптический', 'микроскоп', 'оптический', 'микроскоп', 'леонардо', 'специально', 'разработать', 'проект', 'позволять', 'одновременно', 'наблюдать', 'поведение', 'группа', 'каждый', 'группа', 'низкий', 'уровень', 'освещенность', 'стабильный', 'температура', 'водный', 'среда', 'обитание', 'микроскоп', 'применить', 'веб', 'камера', 'верхний', 'матрица', 'нижний', 'результат', 'провести', 'теоретический', 'анализ', 'спектральный', 'состав', 'свет', 'степень', 'поляризация', 'морской', 'среда', 'обитание', 'простой', 'многоклеточный', 'животное', 'также', 'особенность', 'генный', 'клеточный', 'строение', 'исходить', 'закон', 'гидрооптика', 'стратегия', 'выживание', 'пища', 'жертва', 'определить', 'координатный', 'ося', 'световой', 'среда', 'световой', 'вертикаль', 'горизонтальный', 'световой', 'ось', 'отраженный', 'горизонтальный', 'свет', 'пища', 'зеленый', 'исходящий', 'арагонитовый', 'панцирь', 'хищник', 'моллюск', 'флуоресцентный', 'свет', 'красный', 'основание', 'реакция', 'животное', 'световой', 'стимул', 'высказать', 'подтвердить', 'гипотеза', 'наличие', 'фототаксис', 'кинезис', 'клетка', 'управление', 'выбрать', 'монохромный', 'световой', 'сигнал', 'красный', 'зеленый', 'синий', 'ограничение', 'исследование', 'изучение', 'исследовать', 'поведенческий', 'реакция', 'это', 'животное', 'клетка', 'монохромный', 'световой', 'сигнал', 'разный', 'длина', 'волна', 'использование', 'современный', 'метод', 'оптический', 'микроскопия', 'позволять', 'одновременно', 'наблюдать', 'поведение', 'группа', 'каждый', 'животное', 'группа', 'низкий', 'уровень', 'освещенность', 'стабильный', 'температура', 'водный', 'среда', 'обитание', 'заключение', 'впервые', 'помощь', 'световой', 'сигнал', 'провести', 'управление', 'поведение', 'клетка', 'также', 'доказать', 'наличие', 'фототаксис', 'кинезис', 'клетка', 'открытие', 'таксис', 'изменять', 'сложиться', 'научный', 'представление', 'область', 'эволюция', 'цветной', 'зрение', 'животное', 'зрительный', 'анализатор', 'человек', 'функционирование', 'шишковидный', 'железа', 'представить', 'метод', 'мочь', 'использоваться', 'гигиенический', 'исследование', 'влияние', 'внешний', 'загрязнитель', 'окружающий', 'среда', 'также', 'воздействие', 'свет', 'шишковидный', 'железо', 'человек']",https://cyberleninka.ru/article/n/rgb-fototaksis-trichoplax-placozoa-i-kinezis-ego-kletok
"['пространственно', 'временной', 'динамика', 'рост', 'однолетний', 'побег', 'некоторый', 'сорт', 'ботанический', 'сад', 'уро', 'ран']","['сирень', 'обыкновенный', 'коллекция', 'однолетний', 'побег', 'морфометрический', 'показатель']","['изучение', 'пространственно', 'временной', 'динамик', 'рост', 'морфогенез', 'однолетний', 'побег', 'двенадцать', 'сорт', 'сирень', 'обыкновенный', 'коллекция', 'ботанический', 'сад', 'позволить', 'оценить', 'данные', 'сорт', 'иметь', 'перспектива', 'выращивание', 'условие', 'средний', 'урал', 'установить', 'закономерность', 'рост', 'морфогенез', 'однолетний', 'вегетативный', 'побег', 'данные', 'сорт', 'средний', 'продолжительность', 'рост', 'развитие', 'вегетативный', 'побег', 'составлять', 'день', 'сезонный', 'динамика', 'апикальный', 'рост', 'вегетативный', 'побег', 'характеризоваться', 'наличие', 'фаза', 'активный', 'рост', 'снижение', 'скорость', 'рост', 'выход', 'плато', 'полный', 'остановка', 'рост', 'существовать', 'сортовый', 'особенность', 'темп', 'рост', 'наиболее', 'быстрый', 'рост', 'наблюдаться', 'сорт', 'красавица', 'москва', 'установить', 'эффект', 'оказывать', 'изменение', 'климатический', 'фактор', 'вегетационный', 'период', 'динамика', 'прирост', 'побег', 'сирень', 'обыкновенный']",https://cyberleninka.ru/article/n/prostranstvenno-vremennaya-dinamika-rosta-odnoletnih-pobegov-nekotoryh-sortov-siringa-vulgaris-l-v-botanicheskom-sadu-uro-ran
"['фенология', 'древесный', 'кустарниковый', 'вид', 'климатический', 'тренд', 'горный', 'карачаево', 'черкесия']","['растение', 'древесный', 'вид', 'феномаршрут', 'изменение', 'климат', 'погода', 'сезонный', 'развитие', 'фенофаз', 'вертикальный', 'зональность', 'вегетация']","['сезонный', 'развитие', 'растительность', 'являться', 'интегральный', 'показатель', 'направить', 'изменение', 'лесной', 'ландшафт', 'годовой', 'цикл', 'погодный', 'климатический', 'фактор', 'ежегодный', 'наблюдение', 'фенологический', 'состояние', 'древесный', 'кустарниковый', 'вид', 'выявлять', 'индикаторный', 'роль', 'растение', 'сезонный', 'разнообразие', 'ландшафт', 'адаптация', 'растение', 'ежегодный', 'погодный', 'метеорологический', 'ритм', 'обуславливать', 'возможный', 'подход', 'моделирование', 'фитофенология', 'роль', 'распознавание', 'глобальный', 'процесс', 'последствие', 'региональный', 'хозяйственный', 'деятельность']",https://cyberleninka.ru/article/n/fenologiya-drevesno-kustarnikovyh-vidov-v-klimaticheskih-trendah-gornoy-karachaevo-cherkesii
"['многолетний', 'динамика', 'кормовой', 'база', 'пищевой', 'обеспеченность', 'нектон', 'верхний', 'эпипелагиаль', 'западный', 'часть', 'берингов', 'море', 'сообщение', 'состав', 'обилие', 'зоопланктон', 'мелкоразмерный', 'нектон']","['зоопланктон', 'нектон', 'биомасса', 'продукция', 'трофический', 'отношение', 'пищевой', 'обеспеченность', 'верхний', 'эпипелагиаль', 'берингов', 'море']","['представить', 'обновить', 'концепция', 'состояние', 'динамик', 'продукция', 'планктонный', 'сообщество', 'верхний', 'эпипелагиаль', 'западный', 'часть', 'берингов', 'море', 'основа', 'данные', 'собранный', 'лето', 'осень', 'показать', 'сезонный', 'динамика', 'разница', 'летний', 'осенний', 'показатель', 'удельный', 'биомасса', 'зоопланктон', 'слой', 'эпипелагиаль', 'глубоководный', 'котловина', 'наваринский', 'район', 'составлять', 'слой', 'изменение', 'общий', 'биомасса', 'зоопланктон', 'ранний', 'год', 'осень', 'происходить', 'главный', 'образ', 'счет', 'значительный', 'снижение', 'обилие', 'копепод', 'хетогнат', 'фон', 'который', 'отмечаться', 'повышение', 'обилие', 'эвфаузиида', 'амфипод', 'который', 'компенсировать', 'осенний', 'уменьшение', 'биомасса', 'первый', 'массовый', 'группа', 'зоопланктон', 'межгодовой', 'изменение', 'обилие', 'зоопланктон', 'летний', 'осенний', 'период', 'исследовать', 'район', 'составить', 'слой', 'слой', 'некоторый', 'год', 'аномальный', 'климатический', 'изменение', 'отмечать', 'увеличение', 'снижение', 'биомасса', 'зоопланктонный', 'вид', 'принадлежащий', 'разный', 'экологический', 'тепловодный', 'холодноводный', 'группировка', 'однако', 'зависимость', 'развитие', 'обилие', 'зоопланктон', 'термический', 'условие', 'отмечаться', 'весь', 'случай', 'говорить', 'многофакторный', 'влияние', 'среда', 'биологический', 'процесс', 'сложный', 'организация', 'планктонный', 'сообщество', 'общий', 'запас', 'кормовой', 'ресурс', 'включать', 'зоопланктон', 'мелкоразмерный', 'нектон', 'верхний', 'слой', 'эпипелагиаль', 'весь', 'обследовать', 'акватория', 'лето', 'оцениваться', 'млн', 'осень', 'млн', 'среднемноголетний', 'величина', 'продукция', 'зоопланктон', 'район', 'метровый', 'слой', 'составить', 'лето', 'млн', 'осень', 'млн', 'лето', 'рассматривать', 'район', 'нехищный', 'планктон', 'фито', 'эврифаг', 'продуцироваться', 'хищный', 'зоофаг', 'исключение', 'отмечаться', 'высокий', 'доля', 'зоофаг', 'осень', 'наблюдаться', 'превышение', 'продукция', 'зоофаг', 'продукция', 'фито', 'эврифаг', 'вследствие', 'происходить', 'сезонный', 'сукцессия', 'планктонный', 'сообщество', 'эпипелагиаль', 'получить', 'данные', 'современный', 'состояние', 'динамика', 'продукция', 'планктонный', 'сообщество', 'верхний', 'эпипелагиаль', 'глубоководный', 'командорский', 'западный', 'часть', 'алеутский', 'котловина', 'наваринский', 'район', 'свидетельствовать', 'значительный', 'запас', 'кормовой', 'планктонный', 'ресурс', 'рыба', 'кальмар']",https://cyberleninka.ru/article/n/mnogoletnyaya-dinamika-kormovoy-bazy-i-pischevoy-obespechennosti-nektona-verhney-epipelagiali-zapadnoy-chasti-beringova-morya
"['снижение', 'численность', 'смещение', 'срок', 'прилет', 'птица', 'северо', 'восточный', 'прибайкалье']","['байкал', 'динамика', 'численность', 'миграция', 'популяция', 'птица', 'сообщество', 'фенология']","['статья', 'рассмотреть', 'основной', 'результат', 'долговременный', 'исследование', 'птица', 'баргузинский', 'государственный', 'природный', 'биосферный', 'заповедник', 'россия', 'фенологический', 'наблюдение', 'срок', 'весенний', 'прилет', 'птица', 'осуществляться', 'мониторинг', 'сообщество', 'птица', 'выполняться', 'постоянный', 'учетный', 'маршрут', 'учетный', 'маршрут', 'расположить', 'долина', 'река', 'побережье', 'озеро', 'байкал', 'высокогорье', 'баргузинский', 'хребет', 'нум', 'обнаружить', 'сдвиг', 'циклический', 'изменение', 'срок', 'прилет', 'птица', 'выявить', 'устойчивый', 'снижение', 'обилие', 'население', 'птица', 'получить', 'долговременный', 'ряд', 'наблюдение', 'пример', 'модельный', 'группа', 'птица', 'позволить', 'выявить', 'некоторый', 'отклик', 'биота', 'климатический', 'изменение', 'регион', 'озеро', 'байкал', 'вид', 'стать', 'прилетать', 'весна', 'статистически', 'достоверно', 'ранний', 'семь', 'вид', 'поздний', 'вид', 'срок', 'статистически', 'значимый', 'измениться', 'байкальский', 'регион', 'отличие', 'европа', 'северный', 'америка', 'группа', 'вид', 'птица', 'который', 'стать', 'прилетать', 'ранний', 'доля', 'дальний', 'мигрант', 'выше', 'ближний', 'мигрант', 'предполагать', 'различие', 'мочь', 'связать', 'разный', 'территория', 'зимовка', 'дальний', 'мигрант', 'южный', 'юго', 'восточный', 'азия', 'байкальский', 'вид', 'отличие', 'африканский', 'зимовка', 'европейский', 'вид', 'период', 'высокий', 'низкий', 'численность', 'популяция', 'фоновый', 'вид', 'регион', 'вероятно', 'связать', 'прохождение', 'влажный', 'засушливый', 'фаза', 'длительный', 'климатический', 'цикл', 'выявить', 'положительный', 'тенденция', 'многолетний', 'изменение', 'численность', 'семь', 'фоновый', 'вид', 'устойчивый', 'снижение', 'численность', 'вид', 'также', 'отмечать', 'равный', 'соотношение', 'вид', 'положительный', 'отрицательный', 'тенденция', 'изменение', 'численность', 'группа', 'оседлый', 'вид', 'отрицательный', 'тенденция', 'изменение', 'численность', 'дальний', 'ближний', 'мигрант', 'преобладать', 'тенденция', 'рост', 'вид', 'отрицательный', 'четыре', 'вид', 'положительный', 'тренд', 'увеличение', 'длительность', 'наблюдение', 'позволять', 'давать', 'надежный', 'оценка', 'процесс', 'популяционный', 'динамика', 'выявлять', 'механизм', 'влияние', 'метеорологический', 'фенологический', 'фактор', 'динамика', 'численность', 'вид', 'птица', 'это', 'давать', 'возможность', 'прогнозировать', 'некоторый', 'ответ', 'биота', 'долговременный', 'изменение', 'климат', 'отсутствие', 'антропогенный', 'трансформация', 'природный', 'среда']",https://cyberleninka.ru/article/n/snizhenie-chislennosti-i-smeschenie-srokov-prileta-ptits-v-severo-vostochnom-pribaykalie
"['исследование', 'кафедра', 'ботаник', 'дгу', 'особенность', 'подготовка', 'специалист', 'ботаник']","['сохранение', 'биоразнообразие', 'растительность', 'флора', 'исследование']","['кафедра', 'ботаник', 'даггосуниверситет', 'заниматься', 'проблема', 'изучение', 'сохранение', 'биоразнообразие', 'весь', 'составлять', 'растительность', 'флора', 'отдельный', 'район', 'локальный', 'территория', 'дагестан', 'распространение', 'происхождение', 'состав', 'эндемичный', 'реликтовый', 'флор', 'климатический', 'антропогенный', 'изменение', 'исследуться', 'кормовой', 'группа', 'полезный', 'растение', 'выявляться', 'уникальный', 'природный', 'ландшафт', 'фитоценоз', 'проводиться', 'популяционный', 'исследование', 'редкий', 'адвентивный', 'вид', 'растение', 'изучаться', 'отдельный', 'таксон', 'разрабатываться', 'природоохранный', 'мера', 'обучение', 'биологический', 'факультет', 'предполагать', 'фундаментальный', 'подготовка', 'область', 'биология', 'специализация', 'комплекс', 'это', 'давать', 'широкий', 'возможность', 'научный', 'исследование', 'хороший', 'перспектива', 'трудоустройство']",https://cyberleninka.ru/article/n/issledovaniya-kafedry-botaniki-dgu-i-osobennosti-podgotovki-spetsialistov-botanikov
"['альтернативный', 'источник', 'натуральный', 'каучук', 'нужный', 'обзор']","['натуральный', 'каучук', 'южноамериканский', 'фитофтороз', 'латекс', 'резина', 'аллергия']","['натуральный', 'каучук', 'стратегически', 'важный', 'сырье', 'использовать', 'производство', 'различный', 'продукт', 'резина', 'латекс', 'многий', 'случай', 'например', 'авиа', 'автомобилестроение', 'мочь', 'заменить', 'синтетический', 'аналог', 'несколько', 'важный', 'фактор', 'делать', 'актуальный', 'поиск', 'альтернативный', 'источник', 'среди', 'сильный', 'аллергический', 'реакция', 'изделие', 'изготовить', 'латекс', 'гевея', 'опасность', 'распространение', 'южноамериканский', 'фитофтороз', 'юго', 'восточный', 'азия', 'последний', 'нанести', 'невосполнимый', 'урон', 'производство', 'природный', 'полимер', 'настоящий', 'время', 'единственный', 'коммерчески', 'значимый', 'источник', 'служить', 'гевея', 'müll', 'вечнозеленый', 'дерево', 'расти', 'тропический', 'регион', 'неудивительный', 'исследование', 'поиск', 'создание', 'альтернативный', 'источник', 'метод', 'генетический', 'инженерия', 'интенсивно', 'развиваться', 'европа', 'северный', 'америка', 'среди', 'публикация', 'ведущий', 'исследовательский', 'группа', 'тематика', 'следовать', 'выделить', 'работа', 'лаборатория', 'руководство', 'год', 'опубликовать', 'первый', 'детальный', 'обзор', 'посвятить', 'альтернативный', 'источник', 'год', 'поздний', 'подробно', 'описать', 'биосинтез', 'эволюционно', 'далекий', 'каучуконос', 'исследование', 'получить', 'развитие', 'последующий', 'работа', 'детальный', 'обзор', 'альтернативный', 'каучуконос', 'представить', 'лидировать', 'группа', 'соавт', 'соавт', 'соавт', 'недавно', 'опубликовать', 'обзорный', 'статья', 'подробно', 'описывать', 'биохимический', 'молекулярный', 'генетический', 'аспект', 'биосинтез', 'соавт', 'соавт', 'представлять', 'обзор', 'уделять', 'особый', 'внимание', 'исторический', 'аспект', 'проблема', 'который', 'наш', 'мнение', 'уделить', 'должный', 'внимание', 'литература', 'сравнивать', 'потенциальный', 'альтернативный', 'продуцент', 'натуральный', 'каучук', 'способный', 'заменить', 'единственный', 'сегодняшний', 'день', 'коммерчески', 'значимый', 'источник', 'полимер', 'качество', 'альтернативный', 'каучуконос', 'рассматриваться', 'вид', 'мексиканский', 'кустарник', 'гваюла', 'pаrthenium', 'кок', 'сагыз', 'русский', 'одуванчик', 'безусловно', 'следовать', 'также', 'упомянуть', 'незаслуженно', 'забытый', 'очень', 'перспективный', 'альтернативный', 'производитель', 'тау', 'сагыз', 'наиболее', 'изучить', 'альтернативный', 'каучуконос', 'биохимический', 'молекулярный', 'генетический', 'исследование', 'это', 'растение', 'применяться', 'современный', 'молекулярный', 'биологический', 'подход', 'улучшить', 'протокол', 'трансформация', 'использование', 'рнк', 'интерференция', 'сайленсинг', 'библиотека', 'идентификация', 'новый', 'ген', 'результат', 'идентифицировать', 'ключевой', 'белок', 'ответственный', 'биосинтез', 'цис', 'пренилтрансфераза', 'срт', 'соавт', 'активатор', 'срт', 'соавт', 'необходимо', 'отметить', 'внутриклеточный', 'концентрация', 'срт', 'регулировать', 'биосинтез', 'клетка', 'близкий', 'родственник', 'трансгенный', 'линия', 'который', 'экспрессия', 'весь', 'ген', 'срт', 'подавляться', 'метод', 'рнк', 'интерференция', 'демонстрировать', 'практически', 'полный', 'супрессия', 'биосинтез', 'соавт', 'менее', 'необходимый', 'дополнительный', 'исследование', 'прежде', 'каучук', 'стать', 'жизнеспособный', 'альтернатива', 'каучук', 'исследование', 'также', 'интенсивно', 'развиваться', 'частность', 'следовать', 'отметить', 'работа', 'который', 'проводиться', 'лаборатория', 'исследователь', 'идентифицировать', 'охарактеризовать', 'белковый', 'комплекс', 'включать', 'срт', 'играть', 'ключевой', 'роль', 'биосинтез', 'соавт', 'сожаление', 'исследование', 'тау', 'сагыз', 'развиваться', 'столь', 'успешно', 'численность', 'тау', 'сагыз', 'критически', 'снизиться', 'течение', 'интенсивный', 'заготовка', 'год', 'работа', 'восстановление', 'это', 'уникальный', 'вид', 'который', 'корень', 'растение', 'накопление', 'благоприятный', 'условие', 'достигать', 'сухой', 'масса', 'вестись', 'настоящий', 'время', 'казхахстанский', 'национальный', 'университет', 'турашева', 'соавт', 'образ', 'постоянно', 'расти', 'спрос', 'будущее', 'мочь', 'удовлетворить', 'счет', 'каучуковый', 'дерево', 'необходимый', 'альтернативный', 'культура', 'который', 'выращивать', 'больший', 'площадь', 'промышленный', 'объем', 'соответствующий', 'технология', 'переработка', 'получение', 'конечный', 'продукт', 'долгосрочный', 'перспектива', 'каучук', 'альтернативный', 'культура', 'особенно', 'термостабильный', 'производный', 'эпоксидированный', 'каучук', 'мочь', 'занять', 'место', 'рынок', 'настоящий', 'время', 'представить', 'различный', 'синтетический', 'каучук', 'значительный', 'сокращение', 'углеродный', 'след']",https://cyberleninka.ru/article/n/p-arthenium-argentatum-a-gray-taraxacumkok-saghyz-l-e-rodin-i-scorzonera-tau-saghyz-lipsch-et-bosse-kak-alternativnye-istochniki
"['мониторинг', 'видовой', 'состав', 'эколого', 'ценотический', 'характеристика', 'сфагновый', 'мох', 'карбоновый', 'полигон', 'росянка', 'калининградский', 'область']","['сфагновый', 'мох', 'мониторинг', 'климатический', 'проект', 'карбоновый', 'полигон', 'торфяник', 'виттгирренский', 'калининградский', 'область']","['обнаружить', 'восемь', 'вид', 'сфагновый', 'мох', 'произрастать', 'разный', 'участок', 'нарушить', 'торфяник', 'виттгирренский', 'территория', 'карбоновый', 'полигон', 'росянка', 'приводиться', 'данные', 'распределение', 'сфагновый', 'мох', 'тип', 'местообитание', 'главный', 'который', 'локальный', 'гидрофильный', 'биотоп', 'мелиоративный', 'канава', 'обводнить', 'понижение', 'современный', 'экологический', 'условие', 'больший', 'часть', 'торфяник', 'неблагоприятный', 'развитие', 'сфагновый', 'мох', 'мочь', 'изменить', 'ход', 'проект', 'экологический', 'реабилитация', 'вторичный', 'заболачивание', 'торфяник', 'это', 'случай', 'сфагна', 'важный', 'индикаторный', 'группа', 'экологический', 'мониторинг', 'гидрофильный', 'биотоп', 'сфагновый', 'сообщество', 'перспективный', 'исследование', 'поток', 'климатически', 'активный', 'газ', 'рефугиум', 'условие', 'осушение', 'торфяник']",https://cyberleninka.ru/article/n/monitoring-vidovogo-sostava-i-ekologo-tsenoticheskih-harakteristik-sfagnovyh-mhov-na-karbonovom-poligone-rosyanka-kaliningradskaya
"['календарь', 'природа', 'заповедник', 'бастак']","['фенология', 'климат', 'календарь', 'природа', 'заповедник', 'бастак']","['представить', 'информация', 'зависимость', 'климатический', 'изменение', 'дата', 'наступление', 'фенологический', 'фаза', 'период', 'выявить', 'большинство', 'фенологический', 'явление', 'наступать', 'средний', 'многолетний', 'срок', 'больший', 'смещение', 'срок', 'наступление', 'зафиксировать', 'весенний', 'фенологический', 'явление', 'растительный', 'мир', 'изменение', 'температурный', 'режим', 'быстрый', 'реагировать', 'травянистый', 'растение', 'животный', 'мир', 'клещ', 'бабочка', 'дальневосточный', 'лягушка']",https://cyberleninka.ru/article/n/kalendar-prirody-zapovednika-bastak
"['особенность', 'динамика', 'сезонный', 'развитие', 'природа', 'санкт', 'петербург', 'год']","['фенология', 'древесный', 'растение', 'интродукция', 'растение', 'санкт', 'петербург']","['особенность', 'стать', 'аномально', 'жаркий', 'засушливый', 'лето', 'среднемесячный', 'температура', 'июнь', 'рекорд', 'весь', 'период', 'инструментальный', 'метеорологический', 'наблюдение', 'фенологический', 'аномалия', 'проявиться', 'прежде', 'весь', 'ранний', 'срок', 'наступление', 'феноэтап', 'год', 'начинать', 'третий', 'этап', 'подсезон', 'разгар', 'весна', 'первый', 'этап', 'подсезон', 'спад', 'год', 'включительно', 'срок', 'этап', 'подсезон', 'полный', 'лето', 'стать', 'рекордный', 'близкий', 'рекордный', 'образ', 'потепление', 'климат', 'санкт', 'петербург', 'продолжаться', 'усиливаться', 'условие', 'зима', 'обмерзание', 'большинство', 'дерево', 'кустарник', 'отсутствовать', 'превышать', 'конец', 'годичный', 'прирост', 'летний', 'засуха', 'сопровождаться', 'аномальный', 'жара', 'вызвать', 'преждевременный', 'пожелтение', 'опадение', 'лист', 'многий', 'вид', 'дерево', 'кустарник', 'условие', 'климатический', 'изменение', 'больший', 'значимость', 'приобретать', 'фенологический', 'мониторинг', 'своевременный', 'публикация', 'результат', 'наблюдение']",https://cyberleninka.ru/article/n/osobennosti-dinamiki-sezonnogo-razvitiya-prirody-v-sankt-peterburge-v-2021-godu
