Title,Russian Keywords,Annotation,Link,Title_found_phrases,Russian Keywords_found_phrases,Annotation_found_phrases
"['многолетний', 'динамика', 'кормовой', 'база', 'пищевой', 'обеспеченность', 'нектон', 'верхний', 'эпипелагиаль', 'западный', 'часть', 'берингов', 'море', 'сообщение', 'состав', 'обилие', 'зоопланктон', 'мелкоразмерный', 'нектон']","['зоопланктон', 'нектон', 'биомасса', 'продукция', 'трофический', 'отношение', 'пищевой', 'обеспеченность', 'верхний', 'эпипелагиаль', 'берингов', 'море']","['представить', 'обновить', 'концепция', 'состояние', 'динамик', 'продукция', 'планктонный', 'сообщество', 'верхний', 'эпипелагиаль', 'западный', 'часть', 'берингов', 'море', 'основа', 'данные', 'собранный', 'лето', 'осень', 'показать', 'сезонный', 'динамика', 'разница', 'летний', 'осенний', 'показатель', 'удельный', 'биомасса', 'зоопланктон', 'слой', 'эпипелагиаль', 'глубоководный', 'котловина', 'наваринский', 'район', 'составлять', 'слой', 'изменение', 'общий', 'биомасса', 'зоопланктон', 'ранний', 'год', 'осень', 'происходить', 'главный', 'образ', 'счет', 'значительный', 'снижение', 'обилие', 'копепод', 'хетогнат', 'фон', 'который', 'отмечаться', 'повышение', 'обилие', 'эвфаузиида', 'амфипод', 'который', 'компенсировать', 'осенний', 'уменьшение', 'биомасса', 'первый', 'массовый', 'группа', 'зоопланктон', 'межгодовой', 'изменение', 'обилие', 'зоопланктон', 'летний', 'осенний', 'период', 'исследовать', 'район', 'составить', 'слой', 'слой', 'некоторый', 'год', 'аномальный', 'климатический', 'изменение', 'отмечать', 'увеличение', 'снижение', 'биомасса', 'зоопланктонный', 'вид', 'принадлежащий', 'разный', 'экологический', 'тепловодный', 'холодноводный', 'группировка', 'однако', 'зависимость', 'развитие', 'обилие', 'зоопланктон', 'термический', 'условие', 'отмечаться', 'весь', 'случай', 'говорить', 'многофакторный', 'влияние', 'среда', 'биологический', 'процесс', 'сложный', 'организация', 'планктонный', 'сообщество', 'общий', 'запас', 'кормовой', 'ресурс', 'включать', 'зоопланктон', 'мелкоразмерный', 'нектон', 'верхний', 'слой', 'эпипелагиаль', 'весь', 'обследовать', 'акватория', 'лето', 'оцениваться', 'млн', 'осень', 'млн', 'среднемноголетний', 'величина', 'продукция', 'зоопланктон', 'район', 'метровый', 'слой', 'составить', 'лето', 'млн', 'осень', 'млн', 'лето', 'рассматривать', 'район', 'нехищный', 'планктон', 'фито', 'эврифаг', 'продуцироваться', 'хищный', 'зоофаг', 'исключение', 'отмечаться', 'высокий', 'доля', 'зоофаг', 'осень', 'наблюдаться', 'превышение', 'продукция', 'зоофаг', 'продукция', 'фито', 'эврифаг', 'вследствие', 'происходить', 'сезонный', 'сукцессия', 'планктонный', 'сообщество', 'эпипелагиаль', 'получить', 'данные', 'современный', 'состояние', 'динамика', 'продукция', 'планктонный', 'сообщество', 'верхний', 'эпипелагиаль', 'глубоководный', 'командорский', 'западный', 'часть', 'алеутский', 'котловина', 'наваринский', 'район', 'свидетельствовать', 'значительный', 'запас', 'кормовой', 'планктонный', 'ресурс', 'рыба', 'кальмар']",https://cyberleninka.ru/article/n/mnogoletnyaya-dinamika-kormovoy-bazy-i-pischevoy-obespechennosti-nektona-verhney-epipelagiali-zapadnoy-chasti-beringova-morya,,,климатический изменение
"['снижение', 'численность', 'смещение', 'срок', 'прилет', 'птица', 'северо', 'восточный', 'прибайкалье']","['байкал', 'динамика', 'численность', 'миграция', 'популяция', 'птица', 'сообщество', 'фенология']","['статья', 'рассмотреть', 'основной', 'результат', 'долговременный', 'исследование', 'птица', 'баргузинский', 'государственный', 'природный', 'биосферный', 'заповедник', 'россия', 'фенологический', 'наблюдение', 'срок', 'весенний', 'прилет', 'птица', 'осуществляться', 'мониторинг', 'сообщество', 'птица', 'выполняться', 'постоянный', 'учетный', 'маршрут', 'учетный', 'маршрут', 'расположить', 'долина', 'река', 'побережье', 'озеро', 'байкал', 'высокогорье', 'баргузинский', 'хребет', 'нум', 'обнаружить', 'сдвиг', 'циклический', 'изменение', 'срок', 'прилет', 'птица', 'выявить', 'устойчивый', 'снижение', 'обилие', 'население', 'птица', 'получить', 'долговременный', 'ряд', 'наблюдение', 'пример', 'модельный', 'группа', 'птица', 'позволить', 'выявить', 'некоторый', 'отклик', 'биота', 'климатический', 'изменение', 'регион', 'озеро', 'байкал', 'вид', 'стать', 'прилетать', 'весна', 'статистически', 'достоверно', 'ранний', 'семь', 'вид', 'поздний', 'вид', 'срок', 'статистически', 'значимый', 'измениться', 'байкальский', 'регион', 'отличие', 'европа', 'северный', 'америка', 'группа', 'вид', 'птица', 'который', 'стать', 'прилетать', 'ранний', 'доля', 'дальний', 'мигрант', 'выше', 'ближний', 'мигрант', 'предполагать', 'различие', 'мочь', 'связать', 'разный', 'территория', 'зимовка', 'дальний', 'мигрант', 'южный', 'юго', 'восточный', 'азия', 'байкальский', 'вид', 'отличие', 'африканский', 'зимовка', 'европейский', 'вид', 'период', 'высокий', 'низкий', 'численность', 'популяция', 'фоновый', 'вид', 'регион', 'вероятно', 'связать', 'прохождение', 'влажный', 'засушливый', 'фаза', 'длительный', 'климатический', 'цикл', 'выявить', 'положительный', 'тенденция', 'многолетний', 'изменение', 'численность', 'семь', 'фоновый', 'вид', 'устойчивый', 'снижение', 'численность', 'вид', 'также', 'отмечать', 'равный', 'соотношение', 'вид', 'положительный', 'отрицательный', 'тенденция', 'изменение', 'численность', 'группа', 'оседлый', 'вид', 'отрицательный', 'тенденция', 'изменение', 'численность', 'дальний', 'ближний', 'мигрант', 'преобладать', 'тенденция', 'рост', 'вид', 'отрицательный', 'четыре', 'вид', 'положительный', 'тренд', 'увеличение', 'длительность', 'наблюдение', 'позволять', 'давать', 'надежный', 'оценка', 'процесс', 'популяционный', 'динамика', 'выявлять', 'механизм', 'влияние', 'метеорологический', 'фенологический', 'фактор', 'динамика', 'численность', 'вид', 'птица', 'это', 'давать', 'возможность', 'прогнозировать', 'некоторый', 'ответ', 'биота', 'долговременный', 'изменение', 'климат', 'отсутствие', 'антропогенный', 'трансформация', 'природный', 'среда']",https://cyberleninka.ru/article/n/snizhenie-chislennosti-i-smeschenie-srokov-prileta-ptits-v-severo-vostochnom-pribaykalie,,,климатический изменение
"['альтернативный', 'источник', 'натуральный', 'каучук', 'нужный', 'обзор']","['натуральный', 'каучук', 'южноамериканский', 'фитофтороз', 'латекс', 'резина', 'аллергия']","['натуральный', 'каучук', 'стратегически', 'важный', 'сырье', 'использовать', 'производство', 'различный', 'продукт', 'резина', 'латекс', 'многий', 'случай', 'например', 'авиа', 'автомобилестроение', 'мочь', 'заменить', 'синтетический', 'аналог', 'несколько', 'важный', 'фактор', 'делать', 'актуальный', 'поиск', 'альтернативный', 'источник', 'среди', 'сильный', 'аллергический', 'реакция', 'изделие', 'изготовить', 'латекс', 'гевея', 'опасность', 'распространение', 'южноамериканский', 'фитофтороз', 'юго', 'восточный', 'азия', 'последний', 'нанести', 'невосполнимый', 'урон', 'производство', 'природный', 'полимер', 'настоящий', 'время', 'единственный', 'коммерчески', 'значимый', 'источник', 'служить', 'гевея', 'müll', 'вечнозеленый', 'дерево', 'расти', 'тропический', 'регион', 'неудивительный', 'исследование', 'поиск', 'создание', 'альтернативный', 'источник', 'метод', 'генетический', 'инженерия', 'интенсивно', 'развиваться', 'европа', 'северный', 'америка', 'среди', 'публикация', 'ведущий', 'исследовательский', 'группа', 'тематика', 'следовать', 'выделить', 'работа', 'лаборатория', 'руководство', 'год', 'опубликовать', 'первый', 'детальный', 'обзор', 'посвятить', 'альтернативный', 'источник', 'год', 'поздний', 'подробно', 'описать', 'биосинтез', 'эволюционно', 'далекий', 'каучуконос', 'исследование', 'получить', 'развитие', 'последующий', 'работа', 'детальный', 'обзор', 'альтернативный', 'каучуконос', 'представить', 'лидировать', 'группа', 'соавт', 'соавт', 'соавт', 'недавно', 'опубликовать', 'обзорный', 'статья', 'подробно', 'описывать', 'биохимический', 'молекулярный', 'генетический', 'аспект', 'биосинтез', 'соавт', 'соавт', 'представлять', 'обзор', 'уделять', 'особый', 'внимание', 'исторический', 'аспект', 'проблема', 'который', 'наш', 'мнение', 'уделить', 'должный', 'внимание', 'литература', 'сравнивать', 'потенциальный', 'альтернативный', 'продуцент', 'натуральный', 'каучук', 'способный', 'заменить', 'единственный', 'сегодняшний', 'день', 'коммерчески', 'значимый', 'источник', 'полимер', 'качество', 'альтернативный', 'каучуконос', 'рассматриваться', 'вид', 'мексиканский', 'кустарник', 'гваюла', 'pаrthenium', 'кок', 'сагыз', 'русский', 'одуванчик', 'безусловно', 'следовать', 'также', 'упомянуть', 'незаслуженно', 'забытый', 'очень', 'перспективный', 'альтернативный', 'производитель', 'тау', 'сагыз', 'наиболее', 'изучить', 'альтернативный', 'каучуконос', 'биохимический', 'молекулярный', 'генетический', 'исследование', 'это', 'растение', 'применяться', 'современный', 'молекулярный', 'биологический', 'подход', 'улучшить', 'протокол', 'трансформация', 'использование', 'рнк', 'интерференция', 'сайленсинг', 'библиотека', 'идентификация', 'новый', 'ген', 'результат', 'идентифицировать', 'ключевой', 'белок', 'ответственный', 'биосинтез', 'цис', 'пренилтрансфераза', 'срт', 'соавт', 'активатор', 'срт', 'соавт', 'необходимо', 'отметить', 'внутриклеточный', 'концентрация', 'срт', 'регулировать', 'биосинтез', 'клетка', 'близкий', 'родственник', 'трансгенный', 'линия', 'который', 'экспрессия', 'весь', 'ген', 'срт', 'подавляться', 'метод', 'рнк', 'интерференция', 'демонстрировать', 'практически', 'полный', 'супрессия', 'биосинтез', 'соавт', 'менее', 'необходимый', 'дополнительный', 'исследование', 'прежде', 'каучук', 'стать', 'жизнеспособный', 'альтернатива', 'каучук', 'исследование', 'также', 'интенсивно', 'развиваться', 'частность', 'следовать', 'отметить', 'работа', 'который', 'проводиться', 'лаборатория', 'исследователь', 'идентифицировать', 'охарактеризовать', 'белковый', 'комплекс', 'включать', 'срт', 'играть', 'ключевой', 'роль', 'биосинтез', 'соавт', 'сожаление', 'исследование', 'тау', 'сагыз', 'развиваться', 'столь', 'успешно', 'численность', 'тау', 'сагыз', 'критически', 'снизиться', 'течение', 'интенсивный', 'заготовка', 'год', 'работа', 'восстановление', 'это', 'уникальный', 'вид', 'который', 'корень', 'растение', 'накопление', 'благоприятный', 'условие', 'достигать', 'сухой', 'масса', 'вестись', 'настоящий', 'время', 'казхахстанский', 'национальный', 'университет', 'турашева', 'соавт', 'образ', 'постоянно', 'расти', 'спрос', 'будущее', 'мочь', 'удовлетворить', 'счет', 'каучуковый', 'дерево', 'необходимый', 'альтернативный', 'культура', 'который', 'выращивать', 'больший', 'площадь', 'промышленный', 'объем', 'соответствующий', 'технология', 'переработка', 'получение', 'конечный', 'продукт', 'долгосрочный', 'перспектива', 'каучук', 'альтернативный', 'культура', 'особенно', 'термостабильный', 'производный', 'эпоксидированный', 'каучук', 'мочь', 'занять', 'место', 'рынок', 'настоящий', 'время', 'представить', 'различный', 'синтетический', 'каучук', 'значительный', 'сокращение', 'углеродный', 'след']",https://cyberleninka.ru/article/n/p-arthenium-argentatum-a-gray-taraxacumkok-saghyz-l-e-rodin-i-scorzonera-tau-saghyz-lipsch-et-bosse-kak-alternativnye-istochniki,,,"углеродный след, углеродный след"
"['мониторинг', 'видовой', 'состав', 'эколого', 'ценотический', 'характеристика', 'сфагновый', 'мох', 'карбоновый', 'полигон', 'росянка', 'калининградский', 'область']","['сфагновый', 'мох', 'мониторинг', 'климатический', 'проект', 'карбоновый', 'полигон', 'торфяник', 'виттгирренский', 'калининградский', 'область']","['обнаружить', 'восемь', 'вид', 'сфагновый', 'мох', 'произрастать', 'разный', 'участок', 'нарушить', 'торфяник', 'виттгирренский', 'территория', 'карбоновый', 'полигон', 'росянка', 'приводиться', 'данные', 'распределение', 'сфагновый', 'мох', 'тип', 'местообитание', 'главный', 'который', 'локальный', 'гидрофильный', 'биотоп', 'мелиоративный', 'канава', 'обводнить', 'понижение', 'современный', 'экологический', 'условие', 'больший', 'часть', 'торфяник', 'неблагоприятный', 'развитие', 'сфагновый', 'мох', 'мочь', 'изменить', 'ход', 'проект', 'экологический', 'реабилитация', 'вторичный', 'заболачивание', 'торфяник', 'это', 'случай', 'сфагна', 'важный', 'индикаторный', 'группа', 'экологический', 'мониторинг', 'гидрофильный', 'биотоп', 'сфагновый', 'сообщество', 'перспективный', 'исследование', 'поток', 'климатически', 'активный', 'газ', 'рефугиум', 'условие', 'осушение', 'торфяник']",https://cyberleninka.ru/article/n/monitoring-vidovogo-sostava-i-ekologo-tsenoticheskih-harakteristik-sfagnovyh-mhov-na-karbonovom-poligone-rosyanka-kaliningradskaya,карбоновый полигон,"климатический проект, карбоновый полигон",карбоновый полигон
"['календарь', 'природа', 'заповедник', 'бастак']","['фенология', 'климат', 'календарь', 'природа', 'заповедник', 'бастак']","['представить', 'информация', 'зависимость', 'климатический', 'изменение', 'дата', 'наступление', 'фенологический', 'фаза', 'период', 'выявить', 'большинство', 'фенологический', 'явление', 'наступать', 'средний', 'многолетний', 'срок', 'больший', 'смещение', 'срок', 'наступление', 'зафиксировать', 'весенний', 'фенологический', 'явление', 'растительный', 'мир', 'изменение', 'температурный', 'режим', 'быстрый', 'реагировать', 'травянистый', 'растение', 'животный', 'мир', 'клещ', 'бабочка', 'дальневосточный', 'лягушка']",https://cyberleninka.ru/article/n/kalendar-prirody-zapovednika-bastak,,,климатический изменение
"['особенность', 'динамика', 'сезонный', 'развитие', 'природа', 'санкт', 'петербург', 'год']","['фенология', 'древесный', 'растение', 'интродукция', 'растение', 'санкт', 'петербург']","['особенность', 'стать', 'аномально', 'жаркий', 'засушливый', 'лето', 'среднемесячный', 'температура', 'июнь', 'рекорд', 'весь', 'период', 'инструментальный', 'метеорологический', 'наблюдение', 'фенологический', 'аномалия', 'проявиться', 'прежде', 'весь', 'ранний', 'срок', 'наступление', 'феноэтап', 'год', 'начинать', 'третий', 'этап', 'подсезон', 'разгар', 'весна', 'первый', 'этап', 'подсезон', 'спад', 'год', 'включительно', 'срок', 'этап', 'подсезон', 'полный', 'лето', 'стать', 'рекордный', 'близкий', 'рекордный', 'образ', 'потепление', 'климат', 'санкт', 'петербург', 'продолжаться', 'усиливаться', 'условие', 'зима', 'обмерзание', 'большинство', 'дерево', 'кустарник', 'отсутствовать', 'превышать', 'конец', 'годичный', 'прирост', 'летний', 'засуха', 'сопровождаться', 'аномальный', 'жара', 'вызвать', 'преждевременный', 'пожелтение', 'опадение', 'лист', 'многий', 'вид', 'дерево', 'кустарник', 'условие', 'климатический', 'изменение', 'больший', 'значимость', 'приобретать', 'фенологический', 'мониторинг', 'своевременный', 'публикация', 'результат', 'наблюдение']",https://cyberleninka.ru/article/n/osobennosti-dinamiki-sezonnogo-razvitiya-prirody-v-sankt-peterburge-v-2021-godu,,,климатический изменение
"['микробиологический', 'особенность', 'соленый', 'озеро', 'кулундинский', 'озерный', 'система']","['озеро', 'большой', 'яровой', 'озеро', 'бурлинский', 'антагонизм', 'микроорганизм', 'кулундинский', 'низменность', 'микроорганизм']","['объект', 'исследование', 'являться', 'вода', 'донный', 'осадок', 'соленый', 'озеро', 'большой', 'яровой', 'бурлинский', 'находиться', 'кулундинский', 'степной', 'низменность', 'иметь', 'рекреационный', 'значение', 'цель', 'работа', 'изучение', 'антибактериальный', 'противокандидозный', 'свойство', 'вод', 'донный', 'отложение', 'озеро', 'кулундинский', 'озерный', 'область', 'контекст', 'экологический', 'состояние', 'основный', 'фактор', 'воздействие', 'бассейн', 'озеро', 'яровой', 'бурлинский', 'являться', 'интенсификация', 'рекреационный', 'нагрузка', 'связь', 'развитие', 'внутренний', 'туризм', 'деятельность', 'промышленный', 'предприятие', 'следствие', 'смыв', 'загрязнять', 'вещество', 'добыча', 'транспортировка', 'соль', 'озеро', 'бурлинский', 'практически', 'полный', 'выемка', 'иловый', 'грязь', 'озеро', 'яровой', 'распашка', 'прилегать', 'территория', 'вода', 'донный', 'осадка', 'обнаружить', 'возбудитель', 'инфекционный', 'болезнь', 'общий', 'микробный', 'число', 'составлять', 'около', 'кой', 'преобладать', 'группа', 'микроорганизм', 'обнаружить', 'агаризованный', 'питательный', 'среда', 'являться', 'неспороносный', 'бактерия', 'вода', 'соленый', 'озеро', 'яровой', 'стерилизовать', 'фильтрация', 'обладать', 'ингибирующий', 'свойство', 'отношение', 'весь', 'исследовать', 'грамположительный', 'грамотрицательный', 'тест', 'штамм', 'микроорганизм', 'вода', 'озеро', 'бурлинский', 'отношение', 'девять', 'штамм', 'грамотрицательный', 'бактерия', 'рseudomonas', 'атсс', 'грамположительный', 'бактерия', 'атсс', 'относительно', 'возбудитель', 'кандидоз', 'показать', 'также', 'антагонистический', 'активность', 'обладать', 'культура', 'спорообразующий', 'бактерия', 'выделить', 'вод', 'донный', 'осадки', 'исследовать', 'озеро', 'основа', 'экологический', 'устойчивость', 'экосистема', 'озеро', 'несмотря', 'антропогенный', 'трансформация', 'климатический', 'изменение', 'влиять', 'водный', 'солевой', 'режим', 'лежать', 'биогенный', 'процесс', 'который', 'обеспечивать', 'резистентность', 'поступать', 'извне', 'привнести', 'микроорганизм', 'число', 'патогенный', 'элиминация']",https://cyberleninka.ru/article/n/mikrobiologicheskie-osobennosti-solenyh-ozer-kulundinskoy-ozernoy-sistemy,,,климатический изменение
"['влияние', 'климатический', 'фактор', 'дата', 'массовый', 'цветение', 'юго', 'восточный', 'граница', 'ареал']","['брандушка', 'разноцветный', 'волгоградский', 'область', 'изменение', 'климат', 'нижний', 'поволжье', 'фенология']","['условие', 'климатический', 'изменение', 'особенный', 'важность', 'иметь', 'фенологический', 'исследование', 'растительность', 'больший', 'часть', 'существующий', 'работа', 'выполняться', 'особо', 'охранять', 'природный', 'территория', 'оопт', 'сеть', 'фенологический', 'станция', 'сельскохозяйственный', 'земля', 'питомник', 'ботанический', 'сад', 'многочисленный', 'фенологический', 'исследование', 'данные', 'дистанционный', 'зондирование', 'учитывать', 'видовой', 'разнообразие', 'растительный', 'покров', 'цель', 'данный', 'работа', 'являться', 'определение', 'закономерность', 'наступление', 'срок', 'массовый', 'цветение', 'охранять', 'вид', 'крайний', 'юго', 'восток', 'ареал', 'исследовать', 'популяция', 'расположить', 'окрестность', 'волгоград', 'поэтому', 'доступный', 'обследование', 'время', 'находиться', 'постоянный', 'антропогенный', 'прессинг', 'понимание', 'фенологический', 'особенность', 'вид', 'закономерность', 'наступление', 'дата', 'массовый', 'цветение', 'период', 'больший', 'уязвимость', 'позволить', 'организовать', 'охрана', 'популяция', 'период', 'основа', 'исследование', 'послужить', 'данные', 'дата', 'начало', 'массовый', 'цветение', 'получить', 'ход', 'обследование', 'возможный', 'ошибка', 'день', 'также', 'архив', 'метеоданные', 'метеостанция', 'волгоград', 'средний', 'дата', 'начало', 'массовый', 'цветение', 'март', 'день', 'диапазон', 'ранний', 'поздний', 'дата', 'превышать', 'месяц', 'установить', 'устойчивый', 'статистически', 'значимый', 'корреляционный', 'связь', 'дата', 'начало', 'массовый', 'цветение', 'дата', 'разрушение', 'снежный', 'покров', 'дата', 'устойчивый', 'переход', 'максимальный', 'температура', 'воздух', 'среднесуточный', 'температура', 'период', 'выявить', 'статистически', 'значимый', 'тренд', 'дата', 'массовый', 'цветение', 'дата', 'основный', 'метеорологический', 'явление', 'практически', 'ежегодно', 'начало', 'массовый', 'цветение', 'случаться', 'заморозок', 'почва', 'воздух', 'также', 'регулярно', 'бывать', 'снегопад', 'это', 'мочь', 'фактор', 'малый', 'семенной', 'возобновление', 'данный', 'популяция', 'сравнение', 'северный', 'поскольку', 'понижение', 'температура', 'время', 'цветение', 'способствовать', 'депрессивный', 'состояние', 'растение']",https://cyberleninka.ru/article/n/vliyanie-klimaticheskih-faktorov-na-daty-massovogo-tsveteniya-bulbocodium-versicolor-melanthiaceae-na-yugo-vostochnoy-granitse,,,климатический изменение
"['особенность', 'сукцессия', 'растительность', 'пример', 'рекультивированный', 'отвал', 'угольный', 'разрез', 'черногорский']","['угольный', 'отвал', 'сукцессия', 'сингенез', 'инвазивный', 'растение', 'разрез', 'черногорский']","['представить', 'результат', 'исследование', 'сукцессионный', 'процесс', 'растительный', 'сообщество', 'многолетний', 'отвал', 'черногорский', 'угольный', 'разрез', 'выявить', 'стадий', 'сукцессия', 'растительный', 'сообщество', 'группировка', 'простой', 'сложный', 'фитоценоз', 'среди', 'наиболее', 'активный', 'вид', 'отметить', 'выявить', 'инвазивный', 'вид', 'самый', 'распространить', 'относительно', 'богатый', 'видовой', 'разнообразие', 'высокий', 'проективный', 'покрытие', 'выше', 'также', 'наличие', 'растительный', 'сообщество', 'приблизить', 'видовой', 'состав', 'степной', 'остепненный', 'луговой', 'сообщество', 'обилие', 'древесный', 'кустарниковый', 'растительность', 'исследовать', 'рекультивированный', 'отвал', 'позволять', 'рассматривать', 'перспективный', 'площадка', 'размещение', 'карбоновый', 'полигон', 'цель', 'изучение', 'секвестирование', 'углерод', 'условие', 'семиаридный', 'климат']",https://cyberleninka.ru/article/n/osobennosti-suktsessii-rastitelnosti-na-primere-rekultivirovannogo-otvala-ugolnogo-razreza-chernogorskiy,,,карбоновый полигон
"['изменение', 'структура', 'биоразнообразие', 'лиственничный', 'лес', 'верхний', 'течение', 'хилок', 'бассейн', 'байкал', 'воздействие', 'пожар']","['лиственничный', 'лес', 'пожар', 'климат', 'биоразнообразие', 'забайкалье']","['представить', 'результат', 'исследование', 'изменение', 'структура', 'биоразнообразие', 'лиственничный', 'лес', 'бассейн', 'верхний', 'течение', 'хилок', 'правый', 'приток', 'селенга', 'воздействие', 'климатический', 'изменение', 'лесной', 'пожар', 'период', 'установить', 'площадь', 'сомкнутый', 'лес', 'сократиться', 'среднее', 'площадь', 'гарь', 'горельник', 'увеличиться', 'ерник', 'естественный', 'возобновление', 'древесный', 'порода', 'пробный', 'площадь', 'неудовлетворительный', 'выявить', 'результат', 'пожар', 'лесной', 'сообщество', 'уменьшаться', 'общий', 'количество', 'вид', 'растение', 'лишайник', 'растительный', 'сообщество', 'снижаться', 'индекс', 'концентрация', 'видовой', 'богатство', 'биоразнообразие', 'происходить', 'изменение', 'соотношение', 'число', 'вид', 'широтный', 'географический', 'группа', 'лесной', 'степной', 'луговой', 'показать', 'дальнейший', 'аридизация', 'климат', 'увеличение', 'площадь', 'ерниковый', 'сообщество', 'пожар', 'мочь', 'привести', 'замещение', 'лес', 'кустарниковый', 'дальнейший', 'травянистый', 'сообщество', 'рекомендовать', 'продолжить', 'исследование', 'изменение', 'структура', 'биологический', 'разнообразие', 'растительный', 'сообщество', 'выделить', 'модельный', 'площадь', 'связь', 'увеличение', 'регион', 'количество', 'весенний', 'летний', 'осадки']",https://cyberleninka.ru/article/n/izmeneniya-struktury-i-bioraznoobraziya-listvennichnyh-lesov-v-verhnem-techenii-r-hilok-basseyn-oz-baykal-pod-vozdeystviem-pozharov,,,климатический изменение
