Title,Russian Keywords,Annotation,Link
"['изучение', 'изменение', 'биохимический', 'показатель', 'культура', 'клетка', 'воздействие', 'токсин']","['культура', 'клетка', 'аланинаминотрансфераза', 'аспартатаминотрансфераза', 'вторичный', 'метаболит', 'гриб', 'род', 'фузариум']","['высокораспространенный', 'микроскопический', 'гриб', 'зона', 'масштабный', 'производство', 'продукция', 'сельский', 'хозяйство', 'являться', 'микромицета', 'это', 'связать', 'присутствие', 'данный', 'микромицета', 'биотоп', 'почва', 'переход', 'продовольственный', 'сырье', 'хранение', 'гриб', 'определенный', 'климатический', 'воздействие', 'мицелий', 'экспрессировать', 'вторичный', 'метаболит', 'фумонизин', 'зеараленон', 'токсин', 'исследование', 'изучить', 'биохимический', 'изменение', 'культура', 'клетка', 'легкий', 'эмбрион', 'крупный', 'рогатый', 'скот', 'лэк', 'воздействие', 'токсин', 'различный', 'доза', 'результат', 'провести', 'исследование', 'видно', 'активность', 'фермент', 'аланинаминотрансфераза', 'алта', 'третий', 'группа', 'содержание', 'микотоксин', 'составить', 'повыситься', 'сравнение', 'контрольный', 'группа', 'доза', 'токсикант', 'активность', 'алта', 'выше', 'контроль', 'активность', 'аспартатаминотрансфераза', 'аста', 'питательный', 'среда', 'час', 'опыт', 'группа', 'концентрация', 'токсин', 'снизиться', 'сравнение', 'контрольный', 'группа', 'повышение', 'доза', 'токсин', 'активность', 'аста', 'выше', 'контроль', 'концентрация', 'молочный', 'кислота', 'культуральный', 'среда', 'группа', 'концентрация', 'токсин', 'ниже', 'контрольный', 'показатель', 'повышение', 'доза', 'токсикант', 'концентрация', 'молочный', 'кислота', 'ниже', 'контроль', 'час', 'установить', 'потребление', 'глюкоза', 'клетка', 'группа', 'концентрация', 'токсин', 'маленький', 'контроль', 'группа', 'концентрация', 'токсин', 'составить', 'потребление', 'глюкоза', 'клетка', 'маленький', 'контрольный', 'группа', 'получить', 'данные', 'свидетельствовать', 'токсин', 'иметь', 'широкий', 'цитотоксический', 'механизм', 'воздействие', 'клеточный', 'уровень', 'низкий', 'концентрация', 'ниже', 'предельно', 'допустимый', 'концентрация']",https://cyberleninka.ru/article/n/izuchenie-izmeneniy-biohimicheskih-pokazateley-kultur-kletok-pri-vozdeystvii-t-2-toksina
"['критически', 'угрожаемый', 'вид', 'сосудистый', 'флора', 'бассейн', 'река', 'днестр', 'республика', 'молдова', 'прогноз', 'поведение', 'новый', 'климатический', 'условие']","['критически', 'угрожаемый', 'вид', 'сосудистый', 'растение', 'бассейн', 'днестр', 'изменение', 'климат', 'республика', 'молдова']","['база', 'сценарий', 'изменение', 'климат', 'дать', 'прогноз', 'поведение', 'критически', 'угрожаемый', 'вид', 'произрастать', 'бассейн', 'река', 'днестр', 'включить', 'третий', 'издание', 'красный', 'книга', 'республика', 'молдова', 'наиболее', 'уязвимый', 'оказаться', 'критически', 'угрожаемый', 'вид', 'характерный', 'гумидный', 'страна', 'особенно', 'сохраниться', 'локалитет', 'который', 'мочь', 'сократить', 'численность', 'вплоть', 'полный', 'исчезновение', 'наиболее', 'устойчивый', 'южный', 'аридный', 'вид', 'который', 'потенциально', 'смочь', 'расселяться', 'территория', 'весь', 'страна']",https://cyberleninka.ru/article/n/kriticheski-ugrozhaemye-vidy-sosudistoy-flory-basseyna-reki-dnestr-v-respublike-moldova-prognoz-povedeniya-v-novyh-klimaticheskih
"['массовый', 'миграция', 'гибель', 'общественный', 'полевка', 'северо', 'западный', 'прикаспий']","['общественный', 'полевка', 'северо', 'западный', 'прикаспий', 'миграция', 'гибель']","['территория', 'северо', 'западный', 'прикаспий', 'республика', 'калмыкия', 'установить', 'значительный', 'рост', 'численность', 'распространение', 'общественный', 'полевка', 'средний', 'многолетний', 'индекс', 'доминирование', 'сообщество', 'грызун', 'увеличиться', 'сравнение', 'рост', 'численность', 'произойти', 'результат', 'увеличение', 'интенсивность', 'размножение', 'благоприятный', 'климатический', 'кормовой', 'условие', 'май', 'зафиксировать', 'массовый', 'миграция', 'гибель', 'общественный', 'полевка', 'редкий', 'грызун', 'явление', 'вызвать', 'вероятно', 'переуплотнение', 'население', 'миграционный', 'процесс', 'вовлечь', 'прежде', 'весь', 'самец', 'увеличиваться', 'внутривидовой', 'конкуренция', 'повышенный', 'уровень', 'агрессивность', 'малый', 'привязанность', 'участок', 'обитание', 'сравнение', 'самка', 'массовый', 'миграция', 'гибель', 'общественный', 'полевка', 'территория', 'северо', 'западный', 'прикаспий', 'мочь', 'проявление', 'динамик', 'неустойчивый', 'равновесие', 'который', 'являться', 'результат', 'изменение', 'антропогенный', 'нагрузка', 'система', 'землепользование', 'сочетание', 'увлажнение', 'климат']",https://cyberleninka.ru/article/n/massovaya-migratsiya-i-gibel-obschestvennyh-polevok-microtus-socialis-pallas-1773-v-severo-zapadnom-prikaspii
"['состояние', 'фотосинтетический', 'пигмент', 'интродукционный', 'популяция', 'можжевельник', 'обыкновенный']","['можжевельник', 'обыкновенный', 'интродукционный', 'популяция', 'хлорофилл', 'каротиноид', 'почва', 'агрохимический', 'показатель', 'почва']","['цель', 'исследование', 'изучение', 'морфометрический', 'показатель', 'сезонный', 'динамик', 'накопление', 'фотосинтетический', 'пигмент', 'хвоя', 'интродукционный', 'популяция', 'способность', 'приспосабливаться', 'изменяться', 'внешний', 'условие', 'интродукционный', 'популяция', 'создать', 'ботанический', 'сад', 'уро', 'ран', 'новый', 'территория', 'углт', 'дать', 'описание', 'морфологический', 'признак', 'почвенный', 'разрез', 'определить', 'некоторый', 'агрохимический', 'показатель', 'почва', 'который', 'выращиваться', 'интродукционный', 'популяция', 'можжевельник', 'обыкновенный', 'установить', 'состояние', 'фотосинтетический', 'пигмент', 'интродукционный', 'популяция', 'хороший', 'новый', 'территория', 'углт', 'основа', 'получить', 'экспериментальный', 'данные', 'выявить', 'сезонный', 'различие', 'накопление', 'хлорофилл', 'каротиноид', 'хвоя', 'можжевельник', 'произрастать', 'интродукционный', 'популяция', 'доказать', 'накопление', 'пигмент', 'можжевельник', 'подверженный', 'изменение', 'течение', 'годичный', 'цикл', 'зависеть', 'природный', 'климатический', 'условие', 'также', 'почвенный', 'условие', 'влагообеспеченность']",https://cyberleninka.ru/article/n/sostoyanie-fotosinteticheskih-pigmentov-v-introduktsionnyh-populyatsiyah-mozhzhevelnika-obyknovennogo-juniperus-communis-l
"['продолжительность', 'цветение', 'вид', 'сорт', 'сирень', 'уфа']","['цветение', 'продолжительность', 'вид', 'сорт', 'декоративность', 'красивоцветущий', 'кустарник', 'фенологический', 'наблюдение', 'сезонный', 'развитие', 'растение', 'интродукция', 'изменение', 'климат', 'город', 'уфа', 'ботанический', 'сад']","['статья', 'приводиться', 'характеристика', 'продолжительность', 'цветение', 'вид', 'сорт', 'сирень', 'южный', 'уральский', 'ботанический', 'сад', 'институт', 'уфимский', 'федеральный', 'исследовательский', 'центр', 'ран', 'отбор', 'перспективный', 'вид', 'сорт', 'цель', 'озеленение', 'каждый', 'регион', 'необходимо', 'получить', 'комплексный', 'оценка', 'декоративный', 'признак', 'сирень', 'настоящий', 'время', 'широко', 'использоваться', 'зеленый', 'строительство', 'являться', 'наиболее', 'популярный', 'декоративный', 'кустарник', 'продолжительность', 'цветение', 'являться', 'важный', 'характеристика', 'декоративный', 'растение', 'определять', 'декоративный', 'эффект', 'весь', 'ландшафтный', 'композиция', 'работа', 'представить', 'результат', 'изучение', 'продолжительность', 'цветение', 'вид', 'сорт', 'сирень', 'коллекция', 'ботанический', 'сад', 'последний', 'год', 'получить', 'результат', 'показать', 'сравнение', 'данные', 'ранний', 'исследование', 'анализ', 'данные', 'показать', 'средний', 'продолжительность', 'цветение', 'вид', 'сирень', 'составить', 'сорт', 'день', 'являться', 'день', 'короче', 'период', 'цветение', 'таксон', 'установить', 'подобный', 'результат', 'являться', 'следствие', 'изменение', 'климатический', 'обстановка', 'регион', 'получить', 'данные', 'продолжительность', 'цветение', 'вид', 'сорт', 'сирень', 'условие', 'уфа', 'также', 'влияние', 'климатический', 'условие', 'позволять', 'успешно', 'применять', 'исследовать', 'вид', 'сорт', 'сирень', 'цель', 'ландшафтный', 'дизайн', 'республика', 'башкортостан', 'сопредельный', 'территория']",https://cyberleninka.ru/article/n/prodolzhitelnost-tsveteniya-vidov-i-sortov-sireni-v-g-ufa
"['бактериальный', 'патоген', 'картофель', 'род', 'минь', 'обзор', 'систематик', 'этиология', 'заболевание']","['картофель', 'бактериоз', 'черный', 'ножка', 'мягкий', 'гниль']","['последний', 'год', 'российский', 'федерация', 'отмечать', 'значительный', 'изменение', 'видовой', 'состав', 'возбудитель', 'бактериоз', 'картофель', 'усиление', 'вредоносность', 'это', 'связать', 'завоз', 'страна', 'инфицировать', 'посадочный', 'материал', 'климатический', 'изменение', 'благоприятный', 'развитие', 'бактериоз', 'перезимовка', 'патоген', 'переносчик', 'насекомое', 'клещ', 'нематода', 'также', 'отсутствие', 'интегрировать', 'защита', 'растение', 'препарат', 'бактерицидный', 'действие', 'бактерия', 'семейство', 'вызывать', 'черный', 'ножка', 'гниль', 'стебель', 'поле', 'мягкий', 'гниль', 'картофель', 'хранилище', 'умеренный', 'широта', 'основный', 'возбудитель', 'бактериоз', 'картофель', 'считаться', 'вид', 'род', 'возбудитель', 'черный', 'ножка', 'картофель', 'возбудитель', 'мягкий', 'гниль', 'картофель', 'овощной', 'культура', 'игнат', 'соавт', 'однако', 'последний', 'год', 'многий', 'страна', 'отметить', 'поражение', 'картофель', 'новый', 'представитель', 'род', 'который', 'долгий', 'время', 'считать', 'возбудитель', 'болезнь', 'декоративный', 'овощной', 'культура', 'подробный', 'изучение', 'возбудитель', 'род', 'показать', 'группа', 'бактерия', 'поражать', 'многий', 'вид', 'растение', 'включая', 'экономически', 'важный', 'сельскохозяйственный', 'культура', 'соавт', 'штамм', 'различаться', 'круг', 'растение', 'хозяин', 'патогенность', 'фенотипический', 'свойство', 'установить', 'европейский', 'штамм', 'выделить', 'картофель', 'год', 'основный', 'относиться', 'вид', 'приспособить', 'регион', 'умеренный', 'климат', 'менее', 'год', 'вариант', 'биотип', 'отнести', 'новый', 'вид', 'обнаружить', 'картофель', 'европа', 'стать', 'наиболее', 'агрессивный', 'патоген', 'культура', 'уточнение', 'таксономический', 'положение', 'разнообразие', 'внутри', 'вид', 'род', 'сhrysаnthеmi', 'давать', 'основание', 'разработка', 'новый', 'метод', 'диагностик', 'борьба', 'фитопатоген', 'соавт', 'исключение', 'вид', 'род', 'мочь', 'поражать', 'картофель', 'ряд', 'область', 'европейский', 'часть', 'россия', 'выделить', 'диагностировать', 'штамм', 'карл', 'соавт', 'лазарев', 'секвенирование', 'геном', 'который', 'показать', 'идентичность', 'бактерия', 'изолировать', 'некоторый', 'страна', 'западный', 'европа', 'латинский', 'америка', 'виноградов', 'соавт', 'считаться', 'переслать', 'картофель', 'овощной', 'культура', 'начало', 'год', 'поражать', 'растение', 'большинство', 'европейский', 'страна', 'сша', 'южный', 'америка', 'африка', 'азия', 'территория', 'россия', 'бактерия', 'стать', 'причина', 'серьезный', 'потеря', 'урожай', 'картофель', 'последний', 'год', 'год', 'отметить', 'ежегодный', 'кратный', 'увеличение', 'зараженность', 'партия', 'картофель', 'патоген', 'образ', 'год', 'распространенность', 'возбудитель', 'род', 'партия', 'семенной', 'картофель', 'россия', 'возрасти', 'игнат', 'соавт', 'защита', 'картофель', 'патоген', 'основать', 'выбраковка', 'заразить', 'материал', 'профилактика', 'заражение', 'весь', 'этап', 'технологический', 'цикл', 'семеноводство', 'картофель', 'устойчивый', 'сорт', 'пока', 'обнаружить']",https://cyberleninka.ru/article/n/bakterialnye-patogeny-kartofelya-roda-dickeya-mini-obzor-po-sistematike-i-etiologii-zabolevaniy
"['содержание', 'маннит', 'разный', 'часть', 'таллом', 'fucusvesiculosusбаренцев', 'море', 'различный', 'сезон', 'год']","['маннит', 'разный', 'часть', 'таллом', 'сезонный', 'изменение', 'бурый', 'водоросль']","['представить', 'впервые', 'получить', 'данные', 'содержание', 'маннит', 'разный', 'часть', 'таллом', 'бурый', 'водоросль', 'баренцев', 'море', 'различный', 'сезон', 'год', 'водоросль', 'исследование', 'собирать', 'губа', 'белокаменный', 'кольский', 'залив', 'сезон', 'течение', 'год', 'определение', 'содержание', 'маннит', 'проводить', 'разный', 'физиологический', 'активность', 'выполнять', 'функция', 'участок', 'таллом', 'водоросль', 'апикальный', 'средний', 'часть', 'таллом', 'воздушный', 'пузырь', 'рецептакула', 'установить', 'существенный', 'влияние', 'климатический', 'особенность', 'сезон', 'сбор', 'водоросль', 'содержание', 'маннит', 'разный', 'часть', 'таллом', 'определить', 'тенденция', 'изменение', 'содержание', 'маннит', 'весь', 'исследовать', 'часть', 'таллом', 'малый', 'содержание', 'маннит', 'выявить', 'зимний', 'период', 'сухой', 'масса', 'летний', 'осенний', 'период', 'содержание', 'повышаться', 'больший', 'уровень', 'сухой', 'масса', 'получить', 'данные', 'изменение', 'содержание', 'маннит', 'разный', 'часть', 'таллом', 'бурый', 'водоросль', 'различный', 'сезон', 'год', 'соответствовать', 'ранее', 'получить', 'данные', 'изменение', 'содержание', 'маннит', 'средний', 'проба', 'отличие', 'произрастать', 'бухта', 'оскар', 'баренцев', 'море', 'высокий', 'гетерогенность', 'распределение', 'маннит', 'таллом', 'бурый', 'водоросль', 'наблюдаться', 'январь', 'апрель', 'октябрь', 'значительный', 'различие', 'содержание', 'маннит', 'разный', 'часть', 'таллом', 'бурый', 'водоросль', 'выявить', 'август', 'установить', 'больший', 'гетерогенность', 'содержание', 'маннит', 'разный', 'часть', 'таллом', 'содержание', 'маннит', 'рецептакула', 'апрель', 'август', 'оказаться', 'практически', 'одинаковый', 'несмотря', 'разный', 'степень', 'зрелость', 'репродуктивный', 'клетка']",https://cyberleninka.ru/article/n/soderzhanie-mannita-v-raznyh-chastyah-talloma-fucusvesiculosusbarentseva-morya-v-razlichnye-sezony-goda
"['экология', 'распределение', 'исландский', 'гребешок', 'кольский', 'залив', 'баренцев', 'море']","['исландский', 'гребешок', 'кольский', 'залив', 'количественный', 'распределение', 'размерный', 'состав', 'условие', 'обитание']","['провести', 'оценка', 'современный', 'состояние', 'распространение', 'особенность', 'распределение', 'размерный', 'структура', 'условие', 'обитание', 'поселение', 'исландский', 'гребешок', 'кольский', 'залив', 'материал', 'исследование', 'собранный', 'верхний', 'сублитораль', 'кольский', 'залив', 'учет', 'сбор', 'исландский', 'гребешок', 'осуществить', 'метод', 'водолазный', 'погружение', 'полигон', 'впервые', 'установить', 'количественный', 'показатель', 'распределение', 'данный', 'вид', 'весь', 'часть', 'залив', 'встречаемость', 'выше', 'твердый', 'грунт', 'ракушечник', 'численность', 'гребешок', 'возрастать', 'кутовый', 'мористый', 'часть', 'залив', 'средневзвешенный', 'плотность', 'гребешок', 'варьировать', 'экз', 'биомасса', 'гребешок', 'мочь', 'образовывать', 'локальный', 'скопление', 'плотность', 'экз', 'плотность', 'поселение', 'моллюск', 'сопоставимый', 'плотность', 'губа', 'экологически', 'чистый', 'район', 'размерный', 'структура', 'массовый', 'поселение', 'носить', 'мономодальный', 'характер', 'свидетельствовать', 'слабый', 'пополнение', 'мелководный', 'поселение', 'молодь', 'верхний', 'сублитораль', 'кольский', 'залив', 'гребешок', 'встретить', 'температура', 'вод', 'соленость', 'сделать', 'предположение', 'возможный', 'влияние', 'нелегальный', 'любительский', 'промысел', 'размерный', 'структура', 'обилие', 'моллюск', 'среднее', 'колено', 'получить', 'сведение', 'распределение', 'размерный', 'структура', 'исландский', 'гребешок', 'мочь', 'служить', 'основа', 'мониторинг', 'состояние', 'донный', 'фауна', 'кольский', 'залив', 'также', 'мониторинг', 'возможный', 'изменение', 'арктический', 'экосистема', 'вызвать', 'климатический', 'флуктуация', 'антропогенный', 'воздействие']",https://cyberleninka.ru/article/n/ekologiya-i-raspredelenie-islandskogo-grebeshka-chlamysislandica-bivalvia-pectinidae-v-kolskom-zalive-barentsevo-more
"['распределение', 'численность', 'размножение', 'динамика', 'ареал', 'серый', 'журавль', 'восточный', 'сибирь']","['восточный', 'сибирь', 'серый', 'журавль', 'распределение', 'территория', 'особенность', 'биология', 'экология', 'плотность', 'гнездование', 'регион', 'реакция', 'изменение', 'климат', 'динамичный', 'пространственный', 'структура']","['основа', 'многолетний', 'исследование', 'рассматриваться', 'материал', 'основный', 'особенность', 'распределение', 'биология', 'экология', 'серый', 'журавль', 'восточный', 'сибирь', 'иркутский', 'обл', 'бурятия', 'забайкальский', 'край', 'данный', 'регион', 'являться', 'обычный', 'немногочисленный', 'вид', 'очень', 'неравномерный', 'распределение', 'серый', 'журавль', 'выбирать', 'гнездование', 'заболотить', 'территория', 'пойма', 'река', 'крупный', 'озеро', 'либо', 'осваивать', 'система', 'небольшой', 'озеро', 'достаточно', 'большой', 'площадь', 'нередко', 'непосредственный', 'близость', 'населить', 'пункт', 'поскольку', 'площадь', 'стация', 'пригодный', 'обитание', 'очень', 'большой', 'испытывать', 'дефицит', 'гнездовый', 'стация', 'занимать', 'наиболее', 'оптимальный', 'местообитание', 'водный', 'болотный', 'экосистема', 'распределить', 'территория', 'неравномерно', 'серый', 'журавль', 'характерный', 'формирование', 'крупный', 'локальный', 'гнездовый', 'концентрация', 'отделенный', 'друг', 'друг', 'низкопродуктивный', 'стация', 'который', 'встречаться', 'отдельный', 'пар', 'вид', 'среднее', 'плотность', 'население', 'регион', 'приблизительно', 'равный', 'пара', 'относительно', 'неблагоприятный', 'обитание', 'северный', 'часть', 'регион', 'пара', 'благоприятный', 'западный', 'часть', 'регион', 'пара', 'максимальный', 'плотность', 'отдельный', 'оптимальный', 'местообитание', 'мочь', 'достигать', 'пара', 'приблизительный', 'экспертный', 'оценка', 'основать', 'площадь', 'гнездовый', 'стация', 'это', 'вид', 'средний', 'плотность', 'население', 'различный', 'качество', 'стация', 'территория', 'восточный', 'сибирь', 'иркутский', 'обл', 'республика', 'бурятия', 'забайкальский', 'край', 'гнездиться', 'птица', 'размер', 'кладка', 'серый', 'журавль', 'обычно', 'составлять', 'яйцо', 'крыло', 'разный', 'район', 'восточный', 'сибирь', 'подниматься', 'среднее', 'птенец', 'состав', 'корм', 'очень', 'разнообразный', 'включать', 'растительный', 'животный', 'пища', 'растительный', 'корм', 'явно', 'преобладать', 'восточный', 'сибирь', 'перезимовать', 'снег', 'хвоя', 'лиственница', 'сибирский', 'цветок', 'бутон', 'прострел', 'раскрытый', 'нередко', 'встречаться', 'состав', 'весенний', 'корм', 'это', 'вид', 'пространственный', 'структура', 'серый', 'журавль', 'отличаться', 'высокий', 'динамичность', 'многолетний', 'засушливый', 'влажный', 'климатический', 'период', 'вызывать', 'смещение', 'ареал', 'перераспределение', 'птица', 'северный', 'южный', 'район', 'кроме', 'середина', 'вероятно', 'происходить', 'также', 'общий', 'некоторый', 'рост', 'численность', 'популяция', 'вид', 'восточный', 'сибирь']",https://cyberleninka.ru/article/n/raspredelenie-chislennost-razmnozhenie-i-dinamika-areala-serogo-zhuravlya-grus-grus-v-vostochnoy-sibiri
"['экосистема', 'ладожский', 'озеро', 'современный', 'состояние', 'тенденция', 'изменение', 'конец', 'начало']","['ладожский', 'озеро', 'планктон', 'макрозообентос', 'мейозообентос', 'чужеродный', 'вид']","['особый', 'значение', 'весь', 'регион', 'северо', 'запад', 'иметь', 'крупный', 'европа', 'озеро', 'ладожский', 'постоянный', 'слежение', 'экологический', 'состояние', 'жизненно', 'необходимо', 'решение', 'самый', 'разнообразный', 'задача', 'научный', 'практический', 'характер', 'цель', 'публикация', 'основание', 'комплексный', 'исследование', 'основный', 'биологический', 'сообщество', 'ладожский', 'озеро', 'фитопланктон', 'макрофита', 'водный', 'гриб', 'бактериопланктон', 'зоопланктон', 'макрой', 'мейобентос', 'представить', 'информация', 'современный', 'экологический', 'состояние', 'описать', 'изменение', 'экосистема', 'озеро', 'конец', 'начало', 'объединить', 'данные', 'весь', 'основный', 'гидробиологический', 'сообщество', 'основание', 'исследование', 'последний', 'десятилетие', 'позволять', 'заключить', 'трофический', 'статус', 'центральный', 'часть', 'акватория', 'ладожский', 'озеро', 'оцениваться', 'слабомезотрофный', 'олиготрофный', 'характер', 'гиполимнион', 'северный', 'олиготрофный', 'западный', 'мезотрофный', 'южный', 'часть', 'свирский', 'волховский', 'губа', 'слабоэвтрофный', 'средний', 'величина', 'биомасса', 'фитопланктон', 'хлорофилл', 'позволять', 'охарактеризовать', 'ладожский', 'озеро', 'целое', 'мезотрофный', 'водоем', 'литоральный', 'зона', 'озеро', 'наиболее', 'значимый', 'являться', 'трансформация', 'биоценоз', 'вызывать', 'популяция', 'вид', 'вселенец', 'целое', 'современный', 'состояние', 'озеро', 'мочь', 'охарактеризовать', 'благоприятный', 'это', 'настоящий', 'время', 'вектор', 'развитие', 'экосистема', 'определяться', 'основный', 'естественный', 'фактор', 'природный', 'среда', 'конкретный', 'климатический', 'условие', 'вместе', 'подчеркиваться', 'кой', 'случай', 'допускать', 'увеличение', 'антропогенный', 'нагрузка', 'озеро', 'загрязнение', 'поскольку', 'огромный', 'водоем', 'иметь', 'больший', 'инерционность', 'произойти', 'сдвиг', 'экологический', 'состояние', 'плохой', 'сторона', 'возврат', 'озеро', 'благоприятный', 'состояние', 'принятие', 'весь', 'необходимый', 'мера', 'занять', 'менее', 'десятилетие']",https://cyberleninka.ru/article/n/ekosistema-ladozhskogo-ozera-sovremennoe-sostoyanie-i-tendentsii-ee-izmeneniya-v-kontse-xx-nachale-xxi-v
