Год,Ссылка
2024,https://cyberleninka.ru/article/n/rassmotrenie-konkretnogo-podhoda-k-izucheniyu-fosfogipsa
2024,https://cyberleninka.ru/article/n/primenenie-himicheskih-protsessov-dlya-ochistki-i-razdeleniya-smesey-uglevodorodov-v-neftegazovoy-promyshlennosti
2024,https://cyberleninka.ru/article/n/klassifikatsiya-rektifikatsionnyh-apparatov-kolonnogo-tipa
2024,https://cyberleninka.ru/article/n/ispolzovanie-metana-kak-perspektivnoe-avtomobilnoe-toplivo
2024,https://cyberleninka.ru/article/n/technology-of-nitric-acid-processing-of-waste-enrichment-of-phosphorites-of-central-kyzylkum
2024,https://cyberleninka.ru/article/n/existing-methods-for-producing-phosphorus-containing-fertilizers
2024,https://cyberleninka.ru/article/n/issledovanie-temperaturnoy-zavisimosti-plotnostey-standartnyh-rastvorov-dlya-kalibrovki-priborov
2024,https://cyberleninka.ru/article/n/kompleksnaya-pererabotka-tehnogennyh-othodov-zolotoizvlekatelnyh-fabrik-metodom-flotatsii-s-ispolzovaniem-reagentov-iz-othodov
2024,https://cyberleninka.ru/article/n/razrabotka-optimalnoy-retseptury-zhyostkih-penopoliuretanov-na-osnove-produktov-reaktsiy-vzaimodeystviya-dietanolamina-i-furfurola
2024,https://cyberleninka.ru/article/n/sposoby-pererabotki-othodov-proizvodstva-kaltsinirovannoy-sody-metodom-solve
2024,https://cyberleninka.ru/article/n/intensifikatsiya-protsessa-obesftorivaniya-ekstraktsionnoy-fosfornoy-kisloty-iz-fosforitov-tsentralnyh-kyzylkumov-v-prisutstvii
2024,https://cyberleninka.ru/article/n/study-of-the-physicochemical-properties-of-cellulose-obtained-from-paulownia-wood
2024,https://cyberleninka.ru/article/n/determination-of-acceptable-dimensions-of-biofertilizer-production
2024,https://cyberleninka.ru/article/n/odnovremennoe-opredelenie-hlorgeksidina-p-hloranilina-triklozana-dibutilftalata-i-ionola-v-antibakterialnoy-zhidkosti-metodom-vezhh
2024,https://cyberleninka.ru/article/n/sovershenstvovanie-tehnologii-tsentrifugirovaniya-utfelya-i-kristallizatsii-v-filtruyuschih-tsentrifugah-periodicheskogo-deystviya
2024,https://cyberleninka.ru/article/n/razrabotka-tehnologii-polucheniya-portlandtsementnogo-klinkera-s-ispolzovaniem-vulkanicheskih-gornyh-porod-1
2024,https://cyberleninka.ru/article/n/sintez-i-ustanovlenie-stroeniya-poliyadernogo-kompleksnogo-soedineniya-glitsinata-nikelya-ii-c-hloridom-nikelya-ii
2024,https://cyberleninka.ru/article/n/analiz-soderzhaniya-azota-v-stochnyh-vodah-neftyanyh-mestorozhdeniy
2024,https://cyberleninka.ru/article/n/prigotovlenie-alyumofosfatnyh-kleev-ih-ik-spektroskopiya-i-termicheskiy-analiz
2024,https://cyberleninka.ru/article/n/himicheskiy-mineralogicheskiy-i-fraktsionnyy-sostavy-tsinksoderzhaschego-syrya-mestorozhdeniya-handiza
2024,https://cyberleninka.ru/article/n/matematicheskaya-model-protsessa-kristallizatsii-zhidkogo-stekla-v-proizvodstve-pentagidrata-silikata-natriya
2024,https://cyberleninka.ru/article/n/raschet-3-h-komponentnoy-syrievoy-smesi-portlandtsementnogo-klinkera-na-osnove-mestnyh-syrievyh-materialov
2024,https://cyberleninka.ru/article/n/izuchenie-makro-i-mikroelementnogo-sostava-othodov-poluchaemyh-na-predpriyatiyah-po-pererabotke-shelkovichnogo-syrya
2024,https://cyberleninka.ru/article/n/sintez-i-stroenie-poliyadernogo-kompleksnogo-soedineniya-na-osnove-sulfata-medi-ii-i-tsefotaksima
2024,https://cyberleninka.ru/article/n/metody-zaschity-metallov-ot-korrozii-ot-organicheskih-ingibitorov-predstavlyayuschih-soboy-geterotsiklicheskie-soedineniya
2024,https://cyberleninka.ru/article/n/issledovanie-vliyaniya-adsorbentov-na-protsess-gidrirovaniya-masel
2024,https://cyberleninka.ru/article/n/chufa-cyperus-esculentus-l-vyraschenaya-v-uzbekistane-himicheskiy-sostav-klubney
2024,https://cyberleninka.ru/article/n/analiz-obrazovaniya-stochnyh-vod-i-ih-sostava
2024,https://cyberleninka.ru/article/n/sorbenty-modifitsirovannye-hitozanom-dlya-ochistki-stochnyh-vod-tekstilnyh-predpriyatiy
2024,https://cyberleninka.ru/article/n/study-of-mechanical-strength-and-sorption-properties-of-synthesized-organomineral-sorbents
2024,https://cyberleninka.ru/article/n/the-influence-of-different-parameters-in-the-processes-of-amine-purification-of-natural-gases
2024,https://cyberleninka.ru/article/n/assessment-of-the-inhibitory-properties-of-a-corrosion-inhibitor-ik-1-in-aquate-and-salt-environments
2024,https://cyberleninka.ru/article/n/retsepturnye-priemy-sozdaniya-elastomernyh-kompozitsiy-s-ponizhennoy-goryuchestyu
2024,https://cyberleninka.ru/article/n/ochistka-stochnyh-vod-ot-medi-metodom-reagentnogo-osazhdeniya
2024,https://cyberleninka.ru/article/n/osobennosti-perenosa-elektrodnogo-metalla-pri-dugovoy-svarke-i-naplavke-s-modifikatsiey-zaschitnoy-gazovoy-atmosfery-galogenidnym
2024,https://cyberleninka.ru/article/n/issledovanie-vliyaniya-sostava-i-stroeniya-aromaticheskih-uglevodorodov-na-temperaturnootlozhennoe-povedenie-neftyanyh-masel
2024,https://cyberleninka.ru/article/n/kompyuternoe-modelirovanie-i-prognozirovanie-himicheskih-reaktsiy-v-organicheskoy-himii
2024,https://cyberleninka.ru/article/n/to-qimachilik-sanoatida-yuzaga-keladigan-chiqindi-turlari
2024,https://cyberleninka.ru/article/n/mfq-sorbenti-va-uning-cu-ii-zn-ii-ni-ii-ionlari-bilan-hosil-qilgan-metallokomplekslarining-spektroskopik-tahlillar
2024,https://cyberleninka.ru/article/n/sintez-i-fiziko-himicheskie-parametry-zhshd-5
